"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbGARCH",0.95,"controls","DS",0.11162606278516,0,1,3015,"3015.04",,565,2023-02-09,2,2023,118,217,564,565,576,1,,
"abundance","nbGARCH",0.95,"controls","DS",0.123767330711651,0,1,3015,"3015.04",,566,2023-02-09,3,2023,118,217,564,565,576,2,,
"abundance","nbGARCH",0.95,"controls","DS",0.125086059746157,0,1,3015,"3015.04",,567,2023-02-09,4,2023,118,217,564,565,576,3,,
"abundance","nbGARCH",0.95,"controls","DS",0.125229273136442,0,1,3015,"3015.04",,568,2023-02-09,5,2023,118,217,564,565,576,4,,
"abundance","nbGARCH",0.95,"controls","DS",0.125244825792214,0,1,3015,"3015.04",,569,2023-02-09,6,2023,118,217,564,565,576,5,,
"abundance","nbGARCH",0.95,"controls","DS",0.125246514388955,0,1,3015,"3015.04",,570,2023-02-09,7,2023,118,217,564,565,576,6,,
"abundance","nbGARCH",0.95,"controls","DS",0.125246698151649,0,1,3015,"3015.04",,571,2023-02-09,8,2023,118,217,564,565,576,7,,
"abundance","nbGARCH",0.95,"controls","DS",0.125246717731182,0,1,3015,"3015.04",,572,2023-02-09,9,2023,118,217,564,565,576,8,,
"abundance","nbGARCH",0.95,"controls","DS",0.125246719857473,0,1,3015,"3015.04",,573,2023-02-09,10,2023,118,217,564,565,576,9,,
"abundance","nbGARCH",0.95,"controls","DS",0.125246720088383,0,1,3015,"3015.04",,574,2023-02-09,11,2023,118,217,564,565,576,10,,
"abundance","nbGARCH",0.95,"controls","DS",0.125246720113459,0,1,3015,"3015.04",,575,2023-02-09,12,2023,118,217,564,565,576,11,,
"abundance","nbGARCH",0.95,"controls","DS",0.125246720116182,0,1,3015,"3015.04",,576,2023-02-09,1,2024,118,217,564,565,576,12,,
