"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","pevGARCH","controls","OL",0.95,0.683294758761441,0,3,2353,"2353.06",,552,2022-04-07,1,2022,89,217,554,552,566,-2,,
"abundance","pevGARCH","controls","OL",0.95,0.530693798322322,0,3,2353,"2353.06",,553,2022-04-07,3,2022,89,217,554,552,566,-1,,
"abundance","pevGARCH","controls","OL",0.95,0.473101716421598,0,2,2353,"2353.06",,554,2022-04-07,4,2022,89,217,554,552,566,0,,
"abundance","pevGARCH","controls","OL",0.95,0.392267088616548,0,2,2353,"2353.06",,555,2022-04-07,4,2022,89,217,554,552,566,1,,
"abundance","pevGARCH","controls","OL",0.95,0.32374651893154,0,2,2353,"2353.06",,556,2022-04-07,5,2022,89,217,554,552,566,2,,
"abundance","pevGARCH","controls","OL",0.95,0.255739780543711,0,2,2353,"2353.06",,557,2022-04-07,6,2022,89,217,554,552,566,3,,
"abundance","pevGARCH","controls","OL",0.95,0.233885252385,0,1,2353,"2353.06",,558,2022-04-07,7,2022,89,217,554,552,566,4,,
"abundance","pevGARCH","controls","OL",0.95,0.244287911577108,0,1,2353,"2353.06",,559,2022-04-07,8,2022,89,217,554,552,566,5,,
"abundance","pevGARCH","controls","OL",0.95,0.393990989329688,0,2,2353,"2353.06",,560,2022-04-07,9,2022,89,217,554,552,566,6,,
"abundance","pevGARCH","controls","OL",0.95,0.532683941335919,0,2,2353,"2353.06",,561,2022-04-07,10,2022,89,217,554,552,566,7,,
"abundance","pevGARCH","controls","OL",0.95,0.619636566368524,0,3,2353,"2353.06",,562,2022-04-07,11,2022,89,217,554,552,566,8,,
"abundance","pevGARCH","controls","OL",0.95,0.657332377661121,0,3,2353,"2353.06",,563,2022-04-07,12,2022,89,217,554,552,566,9,,
"abundance","pevGARCH","controls","OL",0.95,0.619130525845351,0,3,2353,"2353.06",,564,2022-04-07,1,2023,89,217,554,552,566,10,,
"abundance","pevGARCH","controls","OL",0.95,0.558810384162655,0,2,2353,"2353.06",,565,2022-04-07,2,2023,89,217,554,552,566,11,,
"abundance","pevGARCH","controls","OL",0.95,0.538040482498733,0,2,2353,"2353.06",,566,2022-04-07,3,2023,89,217,554,552,566,12,,
