"","currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","pevGARCH","controls","total",10.1868169685042,4,17,0.95,1932,1932.02,NA,549,2021-11-11,11,2021,74,217,549,549,561,0,NA,NA
"2","abundance","pevGARCH","controls","total",11.6162756889162,4,21,0.95,1932,1932.02,NA,550,2021-11-11,12,2021,74,217,549,549,561,1,NA,NA
"3","abundance","pevGARCH","controls","total",13.1590294477819,4,26,0.95,1932,1932.02,NA,551,2021-11-11,1,2022,74,217,549,549,561,2,NA,NA
"4","abundance","pevGARCH","controls","total",14.3639523993281,3,28,0.95,1932,1932.02,NA,552,2021-11-11,2,2022,74,217,549,549,561,3,NA,NA
"5","abundance","pevGARCH","controls","total",15.2352718060366,4,28,0.95,1932,1932.02,NA,553,2021-11-11,3,2022,74,217,549,549,561,4,NA,NA
"6","abundance","pevGARCH","controls","total",15.8626149091314,5,29,0.95,1932,1932.02,NA,554,2021-11-11,4,2022,74,217,549,549,561,5,NA,NA
"7","abundance","pevGARCH","controls","total",15.9120513782568,5,30,0.95,1932,1932.02,NA,555,2021-11-11,4,2022,74,217,549,549,561,6,NA,NA
"8","abundance","pevGARCH","controls","total",15.1362298811096,4,29,0.95,1932,1932.02,NA,556,2021-11-11,5,2022,74,217,549,549,561,7,NA,NA
"9","abundance","pevGARCH","controls","total",14.4844585397438,4,27,0.95,1932,1932.02,NA,557,2021-11-11,6,2022,74,217,549,549,561,8,NA,NA
"10","abundance","pevGARCH","controls","total",13.9537762559152,4,26,0.95,1932,1932.02,NA,558,2021-11-11,7,2022,74,217,549,549,561,9,NA,NA
"11","abundance","pevGARCH","controls","total",13.8674945406631,3,27,0.95,1932,1932.02,NA,559,2021-11-11,8,2022,74,217,549,549,561,10,NA,NA
"12","abundance","pevGARCH","controls","total",13.9336967624605,3,26,0.95,1932,1932.02,NA,560,2021-11-11,9,2022,74,217,549,549,561,11,NA,NA
"13","abundance","pevGARCH","controls","total",14.2710699319799,4,26,0.95,1932,1932.02,NA,561,2021-11-11,10,2022,74,217,549,549,561,12,NA,NA
