"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","pevGARCH","exclosures","PE",0.95,0.361440304395853,0,2,2822,"2822.08",,559,2022-08-25,8,2022,109,217,558,559,570,1,,
"abundance","pevGARCH","exclosures","PE",0.95,0.489552954151949,0,2,2822,"2822.08",,560,2022-08-25,9,2022,109,217,558,559,570,2,,
"abundance","pevGARCH","exclosures","PE",0.95,0.5420632324177,0,3,2822,"2822.08",,561,2022-08-25,10,2022,109,217,558,559,570,3,,
"abundance","pevGARCH","exclosures","PE",0.95,0.571089379544408,0,3,2822,"2822.08",,562,2022-08-25,11,2022,109,217,558,559,570,4,,
"abundance","pevGARCH","exclosures","PE",0.95,0.60711001674411,0,3,2822,"2822.08",,563,2022-08-25,12,2022,109,217,558,559,570,5,,
"abundance","pevGARCH","exclosures","PE",0.95,0.64328051927875,0,3,2822,"2822.08",,564,2022-08-25,1,2023,109,217,558,559,570,6,,
"abundance","pevGARCH","exclosures","PE",0.95,0.672719849448092,0,3,2822,"2822.08",,565,2022-08-25,2,2023,109,217,558,559,570,7,,
"abundance","pevGARCH","exclosures","PE",0.95,0.669888604527959,0,3,2822,"2822.08",,566,2022-08-25,3,2023,109,217,558,559,570,8,,
"abundance","pevGARCH","exclosures","PE",0.95,0.643737073484412,0,3,2822,"2822.08",,567,2022-08-25,4,2023,109,217,558,559,570,9,,
"abundance","pevGARCH","exclosures","PE",0.95,0.612655940104982,0,3,2822,"2822.08",,568,2022-08-25,5,2023,109,217,558,559,570,10,,
"abundance","pevGARCH","exclosures","PE",0.95,0.585123758500543,0,3,2822,"2822.08",,569,2022-08-25,6,2023,109,217,558,559,570,11,,
"abundance","pevGARCH","exclosures","PE",0.95,0.575070778527928,0,3,2822,"2822.08",,570,2022-08-25,7,2023,109,217,558,559,570,12,,
