"","currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","jags_RW","controls","DM",13.007,6.534,19.789,0.95,2899,2899.01,NA,559,2022-09-22,8,2022,113,217,559,559,571,0,NA,NA
"2","abundance","jags_RW","controls","DM",22.496,0.092,76.836,0.95,2899,2899.01,NA,560,2022-09-22,9,2022,113,217,559,559,571,1,NA,NA
"3","abundance","jags_RW","controls","DM",32.057,0,162.634,0.95,2899,2899.01,NA,561,2022-09-22,10,2022,113,217,559,559,571,2,NA,NA
"4","abundance","jags_RW","controls","DM",38.282,0.462,196.9,0.95,2899,2899.01,NA,562,2022-09-22,11,2022,113,217,559,559,571,3,NA,NA
"5","abundance","jags_RW","controls","DM",42.508,0.269,196.9,0.95,2899,2899.01,NA,563,2022-09-22,12,2022,113,217,559,559,571,4,NA,NA
"6","abundance","jags_RW","controls","DM",45.238,0.15,196.9,0.95,2899,2899.01,NA,564,2022-09-22,1,2023,113,217,559,559,571,5,NA,NA
"7","abundance","jags_RW","controls","DM",46.618,0.065,196.9,0.95,2899,2899.01,NA,565,2022-09-22,2,2023,113,217,559,559,571,6,NA,NA
"8","abundance","jags_RW","controls","DM",47.378,0.012,196.9,0.95,2899,2899.01,NA,566,2022-09-22,3,2023,113,217,559,559,571,7,NA,NA
"9","abundance","jags_RW","controls","DM",47.18,0,196.9,0.95,2899,2899.01,NA,567,2022-09-22,4,2023,113,217,559,559,571,8,NA,NA
"10","abundance","jags_RW","controls","DM",46.997,0,196.9,0.95,2899,2899.01,NA,568,2022-09-22,5,2023,113,217,559,559,571,9,NA,NA
"11","abundance","jags_RW","controls","DM",46.52,0,196.9,0.95,2899,2899.01,NA,569,2022-09-22,6,2023,113,217,559,559,571,10,NA,NA
"12","abundance","jags_RW","controls","DM",46.028,0,196.9,0.95,2899,2899.01,NA,570,2022-09-22,7,2023,113,217,559,559,571,11,NA,NA
"13","abundance","jags_RW","controls","DM",46.053,0,196.9,0.95,2899,2899.01,NA,571,2022-09-22,8,2023,113,217,559,559,571,12,NA,NA
