"","currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","nbsGARCH","controls","total",20.5561873580456,12,30,0.95,2068,2068.02,NA,552,2022-01-13,2,2022,79,217,551,552,563,1,NA,NA
"2","abundance","nbsGARCH","controls","total",20.5977191837344,10,33,0.95,2068,2068.02,NA,553,2022-01-13,3,2022,79,217,551,552,563,2,NA,NA
"3","abundance","nbsGARCH","controls","total",19.9405536346623,8,35,0.95,2068,2068.02,NA,554,2022-01-13,4,2022,79,217,551,552,563,3,NA,NA
"4","abundance","nbsGARCH","controls","total",18.7033179381689,7,33,0.95,2068,2068.02,NA,555,2022-01-13,4,2022,79,217,551,552,563,4,NA,NA
"5","abundance","nbsGARCH","controls","total",17.1732622978263,6,31,0.95,2068,2068.02,NA,556,2022-01-13,5,2022,79,217,551,552,563,5,NA,NA
"6","abundance","nbsGARCH","controls","total",15.7247584022934,5,29,0.95,2068,2068.02,NA,557,2022-01-13,6,2022,79,217,551,552,563,6,NA,NA
"7","abundance","nbsGARCH","controls","total",14.6222545761923,4,29,0.95,2068,2068.02,NA,558,2022-01-13,7,2022,79,217,551,552,563,7,NA,NA
"8","abundance","nbsGARCH","controls","total",14.029388829166,3,27,0.95,2068,2068.02,NA,559,2022-01-13,8,2022,79,217,551,552,563,8,NA,NA
"9","abundance","nbsGARCH","controls","total",14.0135627605659,3,28,0.95,2068,2068.02,NA,560,2022-01-13,9,2022,79,217,551,552,563,9,NA,NA
"10","abundance","nbsGARCH","controls","total",14.52994796018,3,30,0.95,2068,2068.02,NA,561,2022-01-13,10,2022,79,217,551,552,563,10,NA,NA
"11","abundance","nbsGARCH","controls","total",15.464305841698,4,29,0.95,2068,2068.02,NA,562,2022-01-13,11,2022,79,217,551,552,563,11,NA,NA
"12","abundance","nbsGARCH","controls","total",16.6092889689037,5,31,0.95,2068,2068.02,NA,563,2022-01-13,12,2022,79,217,551,552,563,12,NA,NA
