"cast_date","cast_month","cast_year","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-07-07",4,2022,"abundance","jags_RW","dm_controls","DM",21.213,12.636,30.077,102,0.95,"2657.1",2657,NA,555,217,557,555,569,-2,NA,NA
"2022-07-07",5,2022,"abundance","jags_RW","dm_controls","DM",35.649,0.134,125.827,102,0.95,"2657.1",2657,NA,556,217,557,555,569,-1,NA,NA
"2022-07-07",6,2022,"abundance","jags_RW","dm_controls","DM",45.584,1.644,196.9,102,0.95,"2657.1",2657,NA,557,217,557,555,569,0,NA,NA
"2022-07-07",7,2022,"abundance","jags_RW","dm_controls","DM",50.501,0.879,196.9,102,0.95,"2657.1",2657,NA,558,217,557,555,569,1,NA,NA
"2022-07-07",8,2022,"abundance","jags_RW","dm_controls","DM",53.127,0.526,196.9,102,0.95,"2657.1",2657,NA,559,217,557,555,569,2,NA,NA
"2022-07-07",9,2022,"abundance","jags_RW","dm_controls","DM",54.969,0.306,196.9,102,0.95,"2657.1",2657,NA,560,217,557,555,569,3,NA,NA
"2022-07-07",10,2022,"abundance","jags_RW","dm_controls","DM",54.802,0.18,196.9,102,0.95,"2657.1",2657,NA,561,217,557,555,569,4,NA,NA
"2022-07-07",11,2022,"abundance","jags_RW","dm_controls","DM",54.401,0.107,196.9,102,0.95,"2657.1",2657,NA,562,217,557,555,569,5,NA,NA
"2022-07-07",12,2022,"abundance","jags_RW","dm_controls","DM",53.942,0.056,196.9,102,0.95,"2657.1",2657,NA,563,217,557,555,569,6,NA,NA
"2022-07-07",1,2023,"abundance","jags_RW","dm_controls","DM",53.319,0.007,196.9,102,0.95,"2657.1",2657,NA,564,217,557,555,569,7,NA,NA
"2022-07-07",2,2023,"abundance","jags_RW","dm_controls","DM",52.179,0,196.9,102,0.95,"2657.1",2657,NA,565,217,557,555,569,8,NA,NA
"2022-07-07",3,2023,"abundance","jags_RW","dm_controls","DM",51.65,0,196.9,102,0.95,"2657.1",2657,NA,566,217,557,555,569,9,NA,NA
"2022-07-07",4,2023,"abundance","jags_RW","dm_controls","DM",50.084,0,196.9,102,0.95,"2657.1",2657,NA,567,217,557,555,569,10,NA,NA
"2022-07-07",5,2023,"abundance","jags_RW","dm_controls","DM",49.201,0,196.9,102,0.95,"2657.1",2657,NA,568,217,557,555,569,11,NA,NA
"2022-07-07",6,2023,"abundance","jags_RW","dm_controls","DM",48.2,0,196.9,102,0.95,"2657.1",2657,NA,569,217,557,555,569,12,NA,NA
