"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","pevGARCH","all","RO",0.95,0.0511233770252313,0,1,2776,"2776.18",,558,2022-08-11,7,2022,107,217,558,558,570,0,,
"abundance","pevGARCH","all","RO",0.95,0.0517814946395712,0,1,2776,"2776.18",,559,2022-08-11,8,2022,107,217,558,558,570,1,,
"abundance","pevGARCH","all","RO",0.95,0.0910850118633501,0,1,2776,"2776.18",,560,2022-08-11,9,2022,107,217,558,558,570,2,,
"abundance","pevGARCH","all","RO",0.95,0.177154699529395,0,1,2776,"2776.18",,561,2022-08-11,10,2022,107,217,558,558,570,3,,
"abundance","pevGARCH","all","RO",0.95,0.344445039124287,0,2,2776,"2776.18",,562,2022-08-11,11,2022,107,217,558,558,570,4,,
"abundance","pevGARCH","all","RO",0.95,0.658977953326417,0,3,2776,"2776.18",,563,2022-08-11,12,2022,107,217,558,558,570,5,,
"abundance","pevGARCH","all","RO",0.95,0.969377290655442,0,4,2776,"2776.18",,564,2022-08-11,1,2023,107,217,558,558,570,6,,
"abundance","pevGARCH","all","RO",0.95,0.568544015116734,0,3,2776,"2776.18",,565,2022-08-11,2,2023,107,217,558,558,570,7,,
"abundance","pevGARCH","all","RO",0.95,0.340080788893506,0,2,2776,"2776.18",,566,2022-08-11,3,2023,107,217,558,558,570,8,,
"abundance","pevGARCH","all","RO",0.95,0.0886004718047854,0,1,2776,"2776.18",,567,2022-08-11,4,2023,107,217,558,558,570,9,,
"abundance","pevGARCH","all","RO",0.95,0.0417767100767639,0,1,2776,"2776.18",,568,2022-08-11,5,2023,107,217,558,558,570,10,,
"abundance","pevGARCH","all","RO",0.95,0.0273366048481331,0,0,2776,"2776.18",,569,2022-08-11,6,2023,107,217,558,558,570,11,,
"abundance","pevGARCH","all","RO",0.95,0.0201324546396194,0,0,2776,"2776.18",,570,2022-08-11,7,2023,107,217,558,558,570,12,,
