"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","sAutoArima","all","total",312.7959976911254,207.48827330784144,418.1037220744094,217,567,568,580,0.95,126,,3249
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","sAutoArima","all","total",312.59929245277124,187.55057981363143,437.64800509191105,217,567,568,580,0.95,126,,3249
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","sAutoArima","all","total",303.39460389379576,164.7622760584328,442.0269317291587,217,567,568,580,0.95,126,,3249
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","sAutoArima","all","total",284.43119045701934,135.97234877249304,432.89003214154565,217,567,568,580,0.95,126,,3249
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","sAutoArima","all","total",258.4194991845244,102.65676578822362,414.18223258082514,217,567,568,580,0.95,126,,3249
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","sAutoArima","all","total",228.31612329045808,67.03328068460243,389.59896589631376,217,567,568,580,0.95,126,,3249
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","sAutoArima","all","total",200.6142087242235,35.113102837451976,366.11531461099503,217,567,568,580,0.95,126,,3249
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","sAutoArima","all","total",179.5599359932807,10.810595168247715,348.3092768183137,217,567,568,580,0.95,126,,3249
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","sAutoArima","all","total",169.32299989476155,-1.9413988681767762,340.58739865769985,217,567,568,580,0.95,126,,3249
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","sAutoArima","all","total",170.69421732339964,-2.5254228540953534,343.91385750089466,217,567,568,580,0.95,126,,3249
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","sAutoArima","all","total",181.8385040789078,7.094248373963637,356.58275978385194,217,567,568,580,0.95,126,,3249
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","sAutoArima","all","total",199.05305989404627,23.117264553843597,374.98885523424894,217,567,568,580,0.95,126,,3249
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","sAutoArima","all","total",216.5941140986738,39.72547148610846,393.46275671123914,217,567,568,580,0.95,126,,3249
