"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","sNaiveArima","controls","DM",20.186139205429324,8.761734408851563,31.610544002007085,217,567,568,580,0.95,126,,3392
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","sNaiveArima","controls","DM",18.800076120678895,4.808094937368812,32.792057303988976,217,567,568,580,0.95,126,,3392
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","sNaiveArima","controls","DM",17.599940721643883,1.4433925162833745,33.75648892700439,217,567,568,580,0.95,126,,3392
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","sNaiveArima","controls","DM",16.799874956022606,-1.2636950784465597,34.86344499049177,217,567,568,580,0.95,126,,3392
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","sNaiveArima","controls","DM",16.667388451553027,-3.12026110235324,36.45503800545929,217,567,568,580,0.95,126,,3392
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","sNaiveArima","controls","DM",17.21684950986684,-4.15625478843857,38.589953808172254,217,567,568,580,0.95,126,,3392
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","sNaiveArima","controls","DM",18.292260914781778,-4.556548678373744,41.1410705079373,217,567,568,580,0.95,126,,3392
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","sNaiveArima","controls","DM",19.66417967176339,-4.570642636277373,43.899001979804154,217,567,568,580,0.95,126,,3392
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","sNaiveArima","controls","DM",20.916227069454106,-4.629518658168422,46.46197279707663,217,567,568,580,0.95,126,,3392
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","sNaiveArima","controls","DM",21.815004067990653,-4.977600084244703,48.60760822022601,217,567,568,580,0.95,126,,3392
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","sNaiveArima","controls","DM",22.075236776056492,-5.908725590563673,50.05919914267666,217,567,568,580,0.95,126,,3392
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","sNaiveArima","controls","DM",21.65803765345036,-7.468593841016144,50.784669147916865,217,567,568,580,0.95,126,,3392
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","sNaiveArima","controls","DM",20.67163439308873,-9.554499575589478,50.897768361766936,217,567,568,580,0.95,126,,3392
