"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","nbsGARCH","exclosures","PP",28.422526125014606,6,66,217,567,568,580,0.95,126,,3491
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","nbsGARCH","exclosures","PP",34.774728108036804,4,109,217,567,568,580,0.95,126,,3491
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","nbsGARCH","exclosures","PP",37.41745423571676,3,131,217,567,568,580,0.95,126,,3491
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","nbsGARCH","exclosures","PP",33.584244034172286,1,126,217,567,568,580,0.95,126,,3491
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","nbsGARCH","exclosures","PP",25.470405888098103,0,93,217,567,568,580,0.95,126,,3491
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","nbsGARCH","exclosures","PP",17.01268489461485,0,66,217,567,568,580,0.95,126,,3491
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","nbsGARCH","exclosures","PP",10.880999234979901,0,44,217,567,568,580,0.95,126,,3491
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","nbsGARCH","exclosures","PP",7.440834077396113,0,32,217,567,568,580,0.95,126,,3491
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","nbsGARCH","exclosures","PP",5.960378488385903,0,25,217,567,568,580,0.95,126,,3491
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","nbsGARCH","exclosures","PP",5.946131827310985,0,25,217,567,568,580,0.95,126,,3491
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","nbsGARCH","exclosures","PP",7.255134796011092,0,32,217,567,568,580,0.95,126,,3491
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","nbsGARCH","exclosures","PP",9.838485129088806,0,40,217,567,568,580,0.95,126,,3491
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","nbsGARCH","exclosures","PP",13.795456209007016,0,62,217,567,568,580,0.95,126,,3491
