"","currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","jags_RW","controls","DM",13.953,7.279,21.225,0.95,2987,2987.01,NA,560,2022-10-20,9,2022,117,217,560,560,572,0,NA,NA
"2","abundance","jags_RW","controls","DM",23.987,0.177,81.92,0.95,2987,2987.01,NA,561,2022-10-20,10,2022,117,217,560,560,572,1,NA,NA
"3","abundance","jags_RW","controls","DM",33.651,0,172.26,0.95,2987,2987.01,NA,562,2022-10-20,11,2022,117,217,560,560,572,2,NA,NA
"4","abundance","jags_RW","controls","DM",39.296,0.517,196.9,0.95,2987,2987.01,NA,563,2022-10-20,12,2022,117,217,560,560,572,3,NA,NA
"5","abundance","jags_RW","controls","DM",43.032,0.274,196.9,0.95,2987,2987.01,NA,564,2022-10-20,1,2023,117,217,560,560,572,4,NA,NA
"6","abundance","jags_RW","controls","DM",44.995,0.159,196.9,0.95,2987,2987.01,NA,565,2022-10-20,2,2023,117,217,560,560,572,5,NA,NA
"7","abundance","jags_RW","controls","DM",46.314,0.07,196.9,0.95,2987,2987.01,NA,566,2022-10-20,3,2023,117,217,560,560,572,6,NA,NA
"8","abundance","jags_RW","controls","DM",46.358,0.022,196.9,0.95,2987,2987.01,NA,567,2022-10-20,4,2023,117,217,560,560,572,7,NA,NA
"9","abundance","jags_RW","controls","DM",47.049,0,196.9,0.95,2987,2987.01,NA,568,2022-10-20,5,2023,117,217,560,560,572,8,NA,NA
"10","abundance","jags_RW","controls","DM",46.989,0,196.9,0.95,2987,2987.01,NA,569,2022-10-20,6,2023,117,217,560,560,572,9,NA,NA
"11","abundance","jags_RW","controls","DM",46.775,0,196.9,0.95,2987,2987.01,NA,570,2022-10-20,7,2023,117,217,560,560,572,10,NA,NA
"12","abundance","jags_RW","controls","DM",46.372,0,196.9,0.95,2987,2987.01,NA,571,2022-10-20,8,2023,117,217,560,560,572,11,NA,NA
"13","abundance","jags_RW","controls","DM",45.645,0,196.9,0.95,2987,2987.01,NA,572,2022-10-20,9,2023,117,217,560,560,572,12,NA,NA
