"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","AutoArima","exclosures","OL",0.95,0.0991375930895245,-0.942183049343995,1.14045823552304,2462,"2462.05",,554,2022-05-12,4,2022,94,217,555,554,567,-1,,
"abundance","AutoArima","exclosures","OL",0.95,0.115230368474023,-0.957716708894551,1.1881774458426,2462,"2462.05",,555,2022-05-12,4,2022,94,217,555,554,567,0,,
"abundance","AutoArima","exclosures","OL",0.95,0.144016181463412,-0.976015319970293,1.26404768289712,2462,"2462.05",,556,2022-05-12,5,2022,94,217,555,554,567,1,,
"abundance","AutoArima","exclosures","OL",0.95,0.185268697801497,-1.01177098989103,1.38230838549402,2462,"2462.05",,557,2022-05-12,6,2022,94,217,555,554,567,2,,
"abundance","AutoArima","exclosures","OL",0.95,0.185268697801497,-1.01177098989103,1.38230838549402,2462,"2462.05",,558,2022-05-12,7,2022,94,217,555,554,567,3,,
"abundance","AutoArima","exclosures","OL",0.95,0.185268697801497,-1.01177098989103,1.38230838549402,2462,"2462.05",,559,2022-05-12,8,2022,94,217,555,554,567,4,,
"abundance","AutoArima","exclosures","OL",0.95,0.185268697801497,-1.01177098989103,1.38230838549402,2462,"2462.05",,560,2022-05-12,9,2022,94,217,555,554,567,5,,
"abundance","AutoArima","exclosures","OL",0.95,0.185268697801497,-1.01177098989103,1.38230838549402,2462,"2462.05",,561,2022-05-12,10,2022,94,217,555,554,567,6,,
"abundance","AutoArima","exclosures","OL",0.95,0.185268697801497,-1.01177098989103,1.38230838549402,2462,"2462.05",,562,2022-05-12,11,2022,94,217,555,554,567,7,,
"abundance","AutoArima","exclosures","OL",0.95,0.185268697801497,-1.01177098989103,1.38230838549402,2462,"2462.05",,563,2022-05-12,12,2022,94,217,555,554,567,8,,
"abundance","AutoArima","exclosures","OL",0.95,0.185268697801497,-1.01177098989103,1.38230838549402,2462,"2462.05",,564,2022-05-12,1,2023,94,217,555,554,567,9,,
"abundance","AutoArima","exclosures","OL",0.95,0.185268697801497,-1.01177098989103,1.38230838549402,2462,"2462.05",,565,2022-05-12,2,2023,94,217,555,554,567,10,,
"abundance","AutoArima","exclosures","OL",0.95,0.185268697801497,-1.01177098989103,1.38230838549402,2462,"2462.05",,566,2022-05-12,3,2023,94,217,555,554,567,11,,
"abundance","AutoArima","exclosures","OL",0.95,0.185268697801497,-1.01177098989103,1.38230838549402,2462,"2462.05",,567,2022-05-12,4,2023,94,217,555,554,567,12,,
