"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2023-03-16",3,2023,566,"abundance","jags_logistic_competition_covariates","controls","DM",21.949,15.969,28.565,123,0.95,217,565,3121
"2023-03-16",4,2023,567,"abundance","jags_logistic_competition_covariates","controls","DM",21.853,13.976,30.629,123,0.95,217,565,3121
"2023-03-16",5,2023,568,"abundance","jags_logistic_competition_covariates","controls","DM",21.766,12.336,31.951,123,0.95,217,565,3121
"2023-03-16",6,2023,569,"abundance","jags_logistic_competition_covariates","controls","DM",21.704,11.338,33.399,123,0.95,217,565,3121
"2023-03-16",7,2023,570,"abundance","jags_logistic_competition_covariates","controls","DM",21.655,10.613,34.769,123,0.95,217,565,3121
"2023-03-16",8,2023,571,"abundance","jags_logistic_competition_covariates","controls","DM",21.588,10.125,35.35,123,0.95,217,565,3121
"2023-03-16",9,2023,572,"abundance","jags_logistic_competition_covariates","controls","DM",21.527,9.464,35.771,123,0.95,217,565,3121
"2023-03-16",10,2023,573,"abundance","jags_logistic_competition_covariates","controls","DM",21.445,8.629,36.18,123,0.95,217,565,3121
"2023-03-16",11,2023,574,"abundance","jags_logistic_competition_covariates","controls","DM",21.286,8.262,36.582,123,0.95,217,565,3121
"2023-03-16",12,2023,575,"abundance","jags_logistic_competition_covariates","controls","DM",21.121,8.142,36.95,123,0.95,217,565,3121
"2023-03-16",1,2024,576,"abundance","jags_logistic_competition_covariates","controls","DM",20.976,7.626,36.608,123,0.95,217,565,3121
"2023-03-16",2,2024,577,"abundance","jags_logistic_competition_covariates","controls","DM",20.868,7.594,37.044,123,0.95,217,565,3121
