"","currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","ESSS",0.95,"controls","DM",22.1547548794115,14.988335120844,29.3211746379789,2699,2699.01,NA,555,2022-07-21,4,2022,104,217,557,555,569,-2,NA,NA
"2","abundance","ESSS",0.95,"controls","DM",22.1547548794115,13.1456121472106,31.1638976116123,2699,2699.01,NA,556,2022-07-21,5,2022,104,217,557,555,569,-1,NA,NA
"3","abundance","ESSS",0.95,"controls","DM",22.1547548794115,11.6204426862804,32.6890670725425,2699,2699.01,NA,557,2022-07-21,6,2022,104,217,557,555,569,0,NA,NA
"4","abundance","ESSS",0.95,"controls","DM",22.1547548794115,10.2897300587239,34.019779700099,2699,2699.01,NA,558,2022-07-21,7,2022,104,217,557,555,569,1,NA,NA
"5","abundance","ESSS",0.95,"controls","DM",22.1547548794115,9.09390136179194,35.215608397031,2699,2699.01,NA,559,2022-07-21,8,2022,104,217,557,555,569,2,NA,NA
"6","abundance","ESSS",0.95,"controls","DM",22.1547548794115,7.99873230165692,36.310777457166,2699,2699.01,NA,560,2022-07-21,9,2022,104,217,557,555,569,3,NA,NA
"7","abundance","ESSS",0.95,"controls","DM",22.1547548794115,6.98240977935925,37.3270999794637,2699,2699.01,NA,561,2022-07-21,10,2022,104,217,557,555,569,4,NA,NA
"8","abundance","ESSS",0.95,"controls","DM",22.1547548794115,6.03001809246636,38.2794916663565,2699,2699.01,NA,562,2022-07-21,11,2022,104,217,557,555,569,5,NA,NA
"9","abundance","ESSS",0.95,"controls","DM",22.1547548794115,5.13082416228733,39.1786855965356,2699,2699.01,NA,563,2022-07-21,12,2022,104,217,557,555,569,6,NA,NA
"10","abundance","ESSS",0.95,"controls","DM",22.1547548794115,4.27679924475835,40.0327105140646,2699,2699.01,NA,564,2022-07-21,1,2023,104,217,557,555,569,7,NA,NA
"11","abundance","ESSS",0.95,"controls","DM",22.1547548794115,3.46175142122404,40.8477583375989,2699,2699.01,NA,565,2022-07-21,2,2023,104,217,557,555,569,8,NA,NA
"12","abundance","ESSS",0.95,"controls","DM",22.1547548794115,2.68078612876926,41.6287236300537,2699,2699.01,NA,566,2022-07-21,3,2023,104,217,557,555,569,9,NA,NA
"13","abundance","ESSS",0.95,"controls","DM",22.1547548794115,1.92995476880045,42.3795549900225,2699,2699.01,NA,567,2022-07-21,4,2023,104,217,557,555,569,10,NA,NA
"14","abundance","ESSS",0.95,"controls","DM",22.1547548794115,1.20601696689384,43.1034927919291,2699,2699.01,NA,568,2022-07-21,5,2023,104,217,557,555,569,11,NA,NA
"15","abundance","ESSS",0.95,"controls","DM",22.1547548794115,0.506274546128587,43.8032352126943,2699,2699.01,NA,569,2022-07-21,6,2023,104,217,557,555,569,12,NA,NA
