"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2022-06-09",4,2022,555,"abundance","jags_logistic","dm_controls","DM",21.126,12.536,29.819,98,0.95,217,556,2568
"2022-06-09",5,2022,556,"abundance","jags_logistic","dm_controls","DM",33.913,0.279,119.168,98,0.95,217,556,2568
"2022-06-09",6,2022,557,"abundance","jags_logistic","dm_controls","DM",42.922,1.472,196.9,98,0.95,217,556,2568
"2022-06-09",7,2022,558,"abundance","jags_logistic","dm_controls","DM",47.641,0.792,196.9,98,0.95,217,556,2568
"2022-06-09",8,2022,559,"abundance","jags_logistic","dm_controls","DM",49.274,0.447,196.9,98,0.95,217,556,2568
"2022-06-09",9,2022,560,"abundance","jags_logistic","dm_controls","DM",49.292,0.255,196.9,98,0.95,217,556,2568
"2022-06-09",10,2022,561,"abundance","jags_logistic","dm_controls","DM",49.289,0.152,196.9,98,0.95,217,556,2568
"2022-06-09",11,2022,562,"abundance","jags_logistic","dm_controls","DM",49.154,0.08,196.9,98,0.95,217,556,2568
"2022-06-09",12,2022,563,"abundance","jags_logistic","dm_controls","DM",48.733,0.027,196.9,98,0.95,217,556,2568
"2022-06-09",1,2023,564,"abundance","jags_logistic","dm_controls","DM",48.16,0,196.9,98,0.95,217,556,2568
"2022-06-09",2,2023,565,"abundance","jags_logistic","dm_controls","DM",47.074,0,196.9,98,0.95,217,556,2568
"2022-06-09",3,2023,566,"abundance","jags_logistic","dm_controls","DM",45.859,0,196.9,98,0.95,217,556,2568
"2022-06-09",4,2023,567,"abundance","jags_logistic","dm_controls","DM",44.801,0,196.9,98,0.95,217,556,2568
"2022-06-09",5,2023,568,"abundance","jags_logistic","dm_controls","DM",43.675,0,196.9,98,0.95,217,556,2568
