"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbsGARCH",0.95,"exclosures","PP",44.8871812971015,11,103,2620,"2620.14",,555,2022-06-23,4,2022,100,217,556,555,568,-1,,
"abundance","nbsGARCH",0.95,"exclosures","PP",53.5135185073708,7,159,2620,"2620.14",,556,2022-06-23,5,2022,100,217,556,555,568,0,,
"abundance","nbsGARCH",0.95,"exclosures","PP",58.7894055363739,5,226,2620,"2620.14",,557,2022-06-23,6,2022,100,217,556,555,568,1,,
"abundance","nbsGARCH",0.95,"exclosures","PP",55.569350500122,4,215,2620,"2620.14",,558,2022-06-23,7,2022,100,217,556,555,568,2,,
"abundance","nbsGARCH",0.95,"exclosures","PP",44.565870252773,2,171,2620,"2620.14",,559,2022-06-23,8,2022,100,217,556,555,568,3,,
"abundance","nbsGARCH",0.95,"exclosures","PP",30.910717117489,2,125,2620,"2620.14",,560,2022-06-23,9,2022,100,217,556,555,568,4,,
"abundance","nbsGARCH",0.95,"exclosures","PP",19.9379472840355,0,77,2620,"2620.14",,561,2022-06-23,10,2022,100,217,556,555,568,5,,
"abundance","nbsGARCH",0.95,"exclosures","PP",13.1566882842014,0,47,2620,"2620.14",,562,2022-06-23,11,2022,100,217,556,555,568,6,,
"abundance","nbsGARCH",0.95,"exclosures","PP",9.72734351813126,0,33,2620,"2620.14",,563,2022-06-23,12,2022,100,217,556,555,568,7,,
"abundance","nbsGARCH",0.95,"exclosures","PP",8.37855973644543,0,26,2620,"2620.14",,564,2022-06-23,1,2023,100,217,556,555,568,8,,
"abundance","nbsGARCH",0.95,"exclosures","PP",8.72871980065629,0,29,2620,"2620.14",,565,2022-06-23,2,2023,100,217,556,555,568,9,,
"abundance","nbsGARCH",0.95,"exclosures","PP",10.9193577130193,0,37,2620,"2620.14",,566,2022-06-23,3,2023,100,217,556,555,568,10,,
"abundance","nbsGARCH",0.95,"exclosures","PP",15.6454287544559,0,62,2620,"2620.14",,567,2022-06-23,4,2023,100,217,556,555,568,11,,
"abundance","nbsGARCH",0.95,"exclosures","PP",22.4878573525786,1,76,2620,"2620.14",,568,2022-06-23,5,2023,100,217,556,555,568,12,,
