"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbGARCH",0.95,"controls","total",60.7791110150902,36,93,2725,"2725.19",,555,2022-07-28,4,2022,105,217,557,555,569,-2,,
"abundance","nbGARCH",0.95,"controls","total",56.7042727146291,27,93,2725,"2725.19",,556,2022-07-28,5,2022,105,217,557,555,569,-1,,
"abundance","nbGARCH",0.95,"controls","total",53.490583511996,23,98,2725,"2725.19",,557,2022-07-28,6,2022,105,217,557,555,569,0,,
"abundance","nbGARCH",0.95,"controls","total",50.9833794515781,21,96,2725,"2725.19",,558,2022-07-28,7,2022,105,217,557,555,569,1,,
"abundance","nbGARCH",0.95,"controls","total",48.9708518316939,17,93,2725,"2725.19",,559,2022-07-28,8,2022,105,217,557,555,569,2,,
"abundance","nbGARCH",0.95,"controls","total",47.3918631664908,16,90,2725,"2725.19",,560,2022-07-28,9,2022,105,217,557,555,569,3,,
"abundance","nbGARCH",0.95,"controls","total",46.1497750096013,15,87,2725,"2725.19",,561,2022-07-28,10,2022,105,217,557,555,569,4,,
"abundance","nbGARCH",0.95,"controls","total",45.4424704799841,13,91,2725,"2725.19",,562,2022-07-28,11,2022,105,217,557,555,569,5,,
"abundance","nbGARCH",0.95,"controls","total",44.9589910131586,13,89,2725,"2725.19",,563,2022-07-28,12,2022,105,217,557,555,569,6,,
"abundance","nbGARCH",0.95,"controls","total",44.3544047731427,13,84,2725,"2725.19",,564,2022-07-28,1,2023,105,217,557,555,569,7,,
"abundance","nbGARCH",0.95,"controls","total",43.6615607830266,13,88,2725,"2725.19",,565,2022-07-28,2,2023,105,217,557,555,569,8,,
"abundance","nbGARCH",0.95,"controls","total",43.351176579852,13,83,2725,"2725.19",,566,2022-07-28,3,2023,105,217,557,555,569,9,,
"abundance","nbGARCH",0.95,"controls","total",43.7644000456567,12,90,2725,"2725.19",,567,2022-07-28,4,2023,105,217,557,555,569,10,,
"abundance","nbGARCH",0.95,"controls","total",43.9946620691287,12,90,2725,"2725.19",,568,2022-07-28,5,2023,105,217,557,555,569,11,,
"abundance","nbGARCH",0.95,"controls","total",44.0885323716179,11,88,2725,"2725.19",,569,2022-07-28,6,2023,105,217,557,555,569,12,,
