"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","ESSS","controls","SF",5.377151767662851e-54,-0.9457973498704152,0.9457973498704152,217,567,568,580,0.95,126,,3310
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","ESSS","controls","SF",5.377151767662851e-54,-1.1923424181543962,1.1923424181543962,217,567,568,580,0.95,126,,3310
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","ESSS","controls","SF",5.377151767662851e-54,-1.396004390121552,1.396004390121552,217,567,568,580,0.95,126,,3310
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","ESSS","controls","SF",5.377151767662851e-54,-1.5735234578318233,1.5735234578318233,217,567,568,580,0.95,126,,3310
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","ESSS","controls","SF",5.377151767662851e-54,-1.7329523615654847,1.7329523615654847,217,567,568,580,0.95,126,,3310
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","ESSS","controls","SF",5.377151767662851e-54,-1.8789017277558089,1.8789017277558089,217,567,568,580,0.95,126,,3310
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","ESSS","controls","SF",5.377151767662851e-54,-2.0143037302433155,2.0143037302433155,217,567,568,580,0.95,126,,3310
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","ESSS","controls","SF",5.377151767662851e-54,-2.141160277228332,2.141160277228332,217,567,568,580,0.95,126,,3310
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","ESSS","controls","SF",5.377151767662851e-54,-2.2609102476411755,2.2609102476411755,217,567,568,580,0.95,126,,3310
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","ESSS","controls","SF",5.377151767662851e-54,-2.374629015866953,2.374629015866953,217,567,568,580,0.95,126,,3310
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","ESSS","controls","SF",5.377151767662851e-54,-2.4831453397064025,2.4831453397064025,217,567,568,580,0.95,126,,3310
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","ESSS","controls","SF",5.377151767662851e-54,-2.5871139505661516,2.5871139505661516,217,567,568,580,0.95,126,,3310
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","ESSS","controls","SF",5.377151767662851e-54,-2.6870627845888477,2.6870627845888477,217,567,568,580,0.95,126,,3310
