"","currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","nbsGARCH",0.95,"controls","DM",19.5638819349235,12,29,2687,2687.01,NA,555,2022-07-14,4,2022,103,217,557,555,569,-2,NA,NA
"2","abundance","nbsGARCH",0.95,"controls","DM",17.8761061865624,8,28,2687,2687.01,NA,556,2022-07-14,5,2022,103,217,557,555,569,-1,NA,NA
"3","abundance","nbsGARCH",0.95,"controls","DM",16.2910271167234,6,28,2687,2687.01,NA,557,2022-07-14,6,2022,103,217,557,555,569,0,NA,NA
"4","abundance","nbsGARCH",0.95,"controls","DM",15.0894476898114,5,27,2687,2687.01,NA,558,2022-07-14,7,2022,103,217,557,555,569,1,NA,NA
"5","abundance","nbsGARCH",0.95,"controls","DM",14.4431835650906,4,28,2687,2687.01,NA,559,2022-07-14,8,2022,103,217,557,555,569,2,NA,NA
"6","abundance","nbsGARCH",0.95,"controls","DM",14.4146285581923,4,28,2687,2687.01,NA,560,2022-07-14,9,2022,103,217,557,555,569,3,NA,NA
"7","abundance","nbsGARCH",0.95,"controls","DM",14.9449283823745,4,29,2687,2687.01,NA,561,2022-07-14,10,2022,103,217,557,555,569,4,NA,NA
"8","abundance","nbsGARCH",0.95,"controls","DM",15.8857618303449,4,29,2687,2687.01,NA,562,2022-07-14,11,2022,103,217,557,555,569,5,NA,NA
"9","abundance","nbsGARCH",0.95,"controls","DM",17.03824729933,4,32,2687,2687.01,NA,563,2022-07-14,12,2022,103,217,557,555,569,6,NA,NA
"10","abundance","nbsGARCH",0.95,"controls","DM",18.10027590966,4,34,2687,2687.01,NA,564,2022-07-14,1,2023,103,217,557,555,569,7,NA,NA
"11","abundance","nbsGARCH",0.95,"controls","DM",18.6948430286055,5,35,2687,2687.01,NA,565,2022-07-14,2,2023,103,217,557,555,569,8,NA,NA
"12","abundance","nbsGARCH",0.95,"controls","DM",18.601644603431,5,33,2687,2687.01,NA,566,2022-07-14,3,2023,103,217,557,555,569,9,NA,NA
"13","abundance","nbsGARCH",0.95,"controls","DM",17.8431224998939,5,32,2687,2687.01,NA,567,2022-07-14,4,2023,103,217,557,555,569,10,NA,NA
"14","abundance","nbsGARCH",0.95,"controls","DM",16.6446880832754,5,32,2687,2687.01,NA,568,2022-07-14,5,2023,103,217,557,555,569,11,NA,NA
"15","abundance","nbsGARCH",0.95,"controls","DM",15.345156084557,4,29,2687,2687.01,NA,569,2022-07-14,6,2023,103,217,557,555,569,12,NA,NA
