"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","nbGARCH","all","PE",25.853736600008954,8,54,217,567,568,580,0.95,126,,3426
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","nbGARCH","all","PE",22.39591862748757,3,64,217,567,568,580,0.95,126,,3426
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","nbGARCH","all","PE",19.489103707064483,2,66,217,567,568,580,0.95,126,,3426
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","nbGARCH","all","PE",17.01123778624617,1,63,217,567,568,580,0.95,126,,3426
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","nbGARCH","all","PE",15.03104893366628,1,57,217,567,568,580,0.95,126,,3426
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","nbGARCH","all","PE",13.726052836566861,0,53,217,567,568,580,0.95,126,,3426
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","nbGARCH","all","PE",12.712581777636183,0,49,217,567,568,580,0.95,126,,3426
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","nbGARCH","all","PE",12.032970520939486,0,53,217,567,568,580,0.95,126,,3426
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","nbGARCH","all","PE",11.49156868537687,0,46,217,567,568,580,0.95,126,,3426
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","nbGARCH","all","PE",11.057430194088171,0,40,217,567,568,580,0.95,126,,3426
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","nbGARCH","all","PE",10.90732374738135,0,35,217,567,568,580,0.95,126,,3426
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","nbGARCH","all","PE",10.785019308246156,0,35,217,567,568,580,0.95,126,,3426
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","nbGARCH","all","PE",10.72937750984825,0,37,217,567,568,580,0.95,126,,3426
