"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","AutoArima","exclosures","PH",0.95,0.00740084595956162,-0.160660772520631,0.175462464439755,3071,"3071.09",,565,2023-03-02,2,2023,121,217,565,565,577,0,,
"abundance","AutoArima","exclosures","PH",0.95,0.0073451272119056,-0.160721254718059,0.17541150914187,3071,"3071.09",,566,2023-03-02,3,2023,121,217,565,565,577,1,,
"abundance","AutoArima","exclosures","PH",0.95,0.0073451272119056,-0.160721254718059,0.17541150914187,3071,"3071.09",,567,2023-03-02,4,2023,121,217,565,565,577,2,,
"abundance","AutoArima","exclosures","PH",0.95,0.0073451272119056,-0.160721254718059,0.17541150914187,3071,"3071.09",,568,2023-03-02,5,2023,121,217,565,565,577,3,,
"abundance","AutoArima","exclosures","PH",0.95,0.0073451272119056,-0.160721254718059,0.17541150914187,3071,"3071.09",,569,2023-03-02,6,2023,121,217,565,565,577,4,,
"abundance","AutoArima","exclosures","PH",0.95,0.0073451272119056,-0.160721254718059,0.17541150914187,3071,"3071.09",,570,2023-03-02,7,2023,121,217,565,565,577,5,,
"abundance","AutoArima","exclosures","PH",0.95,0.0073451272119056,-0.160721254718059,0.17541150914187,3071,"3071.09",,571,2023-03-02,8,2023,121,217,565,565,577,6,,
"abundance","AutoArima","exclosures","PH",0.95,0.0073451272119056,-0.160721254718059,0.17541150914187,3071,"3071.09",,572,2023-03-02,9,2023,121,217,565,565,577,7,,
"abundance","AutoArima","exclosures","PH",0.95,0.0073451272119056,-0.160721254718059,0.17541150914187,3071,"3071.09",,573,2023-03-02,10,2023,121,217,565,565,577,8,,
"abundance","AutoArima","exclosures","PH",0.95,0.0073451272119056,-0.160721254718059,0.17541150914187,3071,"3071.09",,574,2023-03-02,11,2023,121,217,565,565,577,9,,
"abundance","AutoArima","exclosures","PH",0.95,0.0073451272119056,-0.160721254718059,0.17541150914187,3071,"3071.09",,575,2023-03-02,12,2023,121,217,565,565,577,10,,
"abundance","AutoArima","exclosures","PH",0.95,0.0073451272119056,-0.160721254718059,0.17541150914187,3071,"3071.09",,576,2023-03-02,1,2024,121,217,565,565,577,11,,
"abundance","AutoArima","exclosures","PH",0.95,0.0073451272119056,-0.160721254718059,0.17541150914187,3071,"3071.09",,577,2023-03-02,2,2024,121,217,565,565,577,12,,
