"cast_date","cast_month","cast_year","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_id","cast_group","confidence_level","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2020-10-22",2,2020,"abundance","GPEDM","exclosures","SF",0.0180697959965574,-0.536358551484624,0.572498143477738,"1326.18",53,0.95,1326,NA,528,217,536,528,548,-8,NA,NA
"2020-10-22",3,2020,"abundance","GPEDM","exclosures","SF",0.066172674373947,-0.488467346003508,0.620812694751402,"1326.18",53,0.95,1326,NA,529,217,536,528,548,-7,NA,NA
"2020-10-22",4,2020,"abundance","GPEDM","exclosures","SF",0.193631966374217,-0.364073351815272,0.751337284563707,"1326.18",53,0.95,1326,NA,530,217,536,528,548,-6,NA,NA
"2020-10-22",5,2020,"abundance","GPEDM","exclosures","SF",0.566132751270588,-0.0138348797370195,1.1461003822782,"1326.18",53,0.95,1326,NA,531,217,536,528,548,-5,NA,NA
"2020-10-22",6,2020,"abundance","GPEDM","exclosures","SF",1.56095713185881,0.879808312949615,2.242105950768,"1326.18",53,0.95,1326,NA,532,217,536,528,548,-4,NA,NA
"2020-10-22",7,2020,"abundance","GPEDM","exclosures","SF",2.21791408771131,1.2072264133741,3.22860176204852,"1326.18",53,0.95,1326,NA,533,217,536,528,548,-3,NA,NA
"2020-10-22",8,2020,"abundance","GPEDM","exclosures","SF",1.40377601143746,0.0848311733505704,2.72272084952435,"1326.18",53,0.95,1326,NA,534,217,536,528,548,-2,NA,NA
"2020-10-22",9,2020,"abundance","GPEDM","exclosures","SF",2.59930666710762,0.760249127769866,4.43836420644537,"1326.18",53,0.95,1326,NA,535,217,536,528,548,-1,NA,NA
"2020-10-22",10,2020,"abundance","GPEDM","exclosures","SF",4.08386641598888,1.73387885272354,6.43385397925422,"1326.18",53,0.95,1326,NA,536,217,536,528,548,0,NA,NA
"2020-10-22",11,2020,"abundance","GPEDM","exclosures","SF",3.24073287334521,0.641144643422851,5.84032110326756,"1326.18",53,0.95,1326,NA,537,217,536,528,548,1,NA,NA
"2020-10-22",12,2020,"abundance","GPEDM","exclosures","SF",0.477419267063321,-2.25543719313217,3.21027572725881,"1326.18",53,0.95,1326,NA,538,217,536,528,548,2,NA,NA
"2020-10-22",1,2021,"abundance","GPEDM","exclosures","SF",0.0165170689617702,-2.71845724428264,2.75149138220618,"1326.18",53,0.95,1326,NA,539,217,536,528,548,3,NA,NA
"2020-10-22",2,2021,"abundance","GPEDM","exclosures","SF",0.00782168181146775,-2.72710065071839,2.74274401434132,"1326.18",53,0.95,1326,NA,540,217,536,528,548,4,NA,NA
"2020-10-22",3,2021,"abundance","GPEDM","exclosures","SF",0.0262228970646963,-2.70794265988654,2.76038845401593,"1326.18",53,0.95,1326,NA,541,217,536,528,548,5,NA,NA
"2020-10-22",4,2021,"abundance","GPEDM","exclosures","SF",-0.131006256796386,-2.77451557576447,2.5125030621717,"1326.18",53,0.95,1326,NA,542,217,536,528,548,6,NA,NA
"2020-10-22",5,2021,"abundance","GPEDM","exclosures","SF",1.274671042585,-0.867066102673488,3.41640818784349,"1326.18",53,0.95,1326,NA,543,217,536,528,548,7,NA,NA
"2020-10-22",6,2021,"abundance","GPEDM","exclosures","SF",1.00396083717519,-1.28206682774736,3.28998850209773,"1326.18",53,0.95,1326,NA,544,217,536,528,548,8,NA,NA
"2020-10-22",7,2021,"abundance","GPEDM","exclosures","SF",0.908067099797993,-0.474097608606436,2.29023180820242,"1326.18",53,0.95,1326,NA,545,217,536,528,548,9,NA,NA
"2020-10-22",8,2021,"abundance","GPEDM","exclosures","SF",2.25412235798659,0.675268165807967,3.83297655016521,"1326.18",53,0.95,1326,NA,546,217,536,528,548,10,NA,NA
"2020-10-22",9,2021,"abundance","GPEDM","exclosures","SF",2.46233373255839,0.417410096939103,4.50725736817768,"1326.18",53,0.95,1326,NA,547,217,536,528,548,11,NA,NA
"2020-10-22",10,2021,"abundance","GPEDM","exclosures","SF",2.97870498662799,0.734560258534194,5.2228497147218,"1326.18",53,0.95,1326,NA,548,217,536,528,548,12,NA,NA
