"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","NaiveArima","all","PF",0.95,0,-8.90202069408864,8.90202069408864,2392,"2392.11",,552,2022-04-21,1,2022,91,217,554,552,566,-2,,
"abundance","NaiveArima","all","PF",0.95,0,-12.5893583981061,12.5893583981061,2392,"2392.11",,553,2022-04-21,3,2022,91,217,554,552,566,-1,,
"abundance","NaiveArima","all","PF",0.95,0,-15.4187521321911,15.4187521321911,2392,"2392.11",,554,2022-04-21,4,2022,91,217,554,552,566,0,,
"abundance","NaiveArima","all","PF",0.95,0,-17.8040413881773,17.8040413881773,2392,"2392.11",,555,2022-04-21,4,2022,91,217,554,552,566,1,,
"abundance","NaiveArima","all","PF",0.95,0,-19.905523409092,19.905523409092,2392,"2392.11",,556,2022-04-21,5,2022,91,217,554,552,566,2,,
"abundance","NaiveArima","all","PF",0.95,0,-21.8054083802137,21.8054083802137,2392,"2392.11",,557,2022-04-21,6,2022,91,217,554,552,566,3,,
"abundance","NaiveArima","all","PF",0.95,0,-23.5525329225091,23.5525329225091,2392,"2392.11",,558,2022-04-21,7,2022,91,217,554,552,566,4,,
"abundance","NaiveArima","all","PF",0.95,0,-25.1787167962122,25.1787167962122,2392,"2392.11",,559,2022-04-21,8,2022,91,217,554,552,566,5,,
"abundance","NaiveArima","all","PF",0.95,0,-26.7060620822659,26.7060620822659,2392,"2392.11",,560,2022-04-21,9,2022,91,217,554,552,566,6,,
"abundance","NaiveArima","all","PF",0.95,0,-28.1506611712731,28.1506611712731,2392,"2392.11",,561,2022-04-21,10,2022,91,217,554,552,566,7,,
"abundance","NaiveArima","all","PF",0.95,0,-29.5246625182711,29.5246625182711,2392,"2392.11",,562,2022-04-21,11,2022,91,217,554,552,566,8,,
"abundance","NaiveArima","all","PF",0.95,0,-30.8375042643822,30.8375042643822,2392,"2392.11",,563,2022-04-21,12,2022,91,217,554,552,566,9,,
"abundance","NaiveArima","all","PF",0.95,0,-32.0966920677781,32.0966920677781,2392,"2392.11",,564,2022-04-21,1,2023,91,217,554,552,566,10,,
"abundance","NaiveArima","all","PF",0.95,0,-33.3083114872512,33.3083114872512,2392,"2392.11",,565,2022-04-21,2,2023,91,217,554,552,566,11,,
"abundance","NaiveArima","all","PF",0.95,0,-34.4773778957991,34.4773778957991,2392,"2392.11",,566,2022-04-21,3,2023,91,217,554,552,566,12,,
