"","currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","jags_RW","controls","DM",7.235,2.786,12.376,0.95,1916,1916.01,NA,549,2021-11-11,11,2021,74,217,549,549,561,0,NA,NA
"2","abundance","jags_RW","controls","DM",12.871,0,44.66,0.95,1916,1916.01,NA,550,2021-11-11,12,2021,74,217,549,549,561,1,NA,NA
"3","abundance","jags_RW","controls","DM",19.43,0,87.317,0.95,1916,1916.01,NA,551,2021-11-11,1,2022,74,217,549,549,561,2,NA,NA
"4","abundance","jags_RW","controls","DM",25.105,0,139.311,0.95,1916,1916.01,NA,552,2021-11-11,2,2022,74,217,549,549,561,3,NA,NA
"5","abundance","jags_RW","controls","DM",29.484,0,189.974,0.95,1916,1916.01,NA,553,2021-11-11,3,2022,74,217,549,549,561,4,NA,NA
"6","abundance","jags_RW","controls","DM",33.242,0.028,196.9,0.95,1916,1916.01,NA,554,2021-11-11,4,2022,74,217,549,549,561,5,NA,NA
"7","abundance","jags_RW","controls","DM",35.084,0,196.9,0.95,1916,1916.01,NA,555,2021-11-11,4,2022,74,217,549,549,561,6,NA,NA
"8","abundance","jags_RW","controls","DM",36.366,0,196.9,0.95,1916,1916.01,NA,556,2021-11-11,5,2022,74,217,549,549,561,7,NA,NA
"9","abundance","jags_RW","controls","DM",37.881,0,196.9,0.95,1916,1916.01,NA,557,2021-11-11,6,2022,74,217,549,549,561,8,NA,NA
"10","abundance","jags_RW","controls","DM",38.451,0,196.9,0.95,1916,1916.01,NA,558,2021-11-11,7,2022,74,217,549,549,561,9,NA,NA
"11","abundance","jags_RW","controls","DM",38.801,0,196.9,0.95,1916,1916.01,NA,559,2021-11-11,8,2022,74,217,549,549,561,10,NA,NA
"12","abundance","jags_RW","controls","DM",39.224,0,196.9,0.95,1916,1916.01,NA,560,2021-11-11,9,2022,74,217,549,549,561,11,NA,NA
"13","abundance","jags_RW","controls","DM",39.479,0,196.9,0.95,1916,1916.01,NA,561,2021-11-11,10,2022,74,217,549,549,561,12,NA,NA
