"","currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","jags_logistic","controls","DM",21.143,12.48,30.01,0.95,2612,2612.01,NA,555,2022-06-23,4,2022,100,217,556,555,568,-1,NA,NA
"2","abundance","jags_logistic","controls","DM",34.298,0.227,123.285,0.95,2612,2612.01,NA,556,2022-06-23,5,2022,100,217,556,555,568,0,NA,NA
"3","abundance","jags_logistic","controls","DM",42.916,1.47,196.9,0.95,2612,2612.01,NA,557,2022-06-23,6,2022,100,217,556,555,568,1,NA,NA
"4","abundance","jags_logistic","controls","DM",47.682,0.793,196.9,0.95,2612,2612.01,NA,558,2022-06-23,7,2022,100,217,556,555,568,2,NA,NA
"5","abundance","jags_logistic","controls","DM",49.593,0.467,196.9,0.95,2612,2612.01,NA,559,2022-06-23,8,2022,100,217,556,555,568,3,NA,NA
"6","abundance","jags_logistic","controls","DM",50.056,0.261,196.9,0.95,2612,2612.01,NA,560,2022-06-23,9,2022,100,217,556,555,568,4,NA,NA
"7","abundance","jags_logistic","controls","DM",50.118,0.149,196.9,0.95,2612,2612.01,NA,561,2022-06-23,10,2022,100,217,556,555,568,5,NA,NA
"8","abundance","jags_logistic","controls","DM",49.68,0.074,196.9,0.95,2612,2612.01,NA,562,2022-06-23,11,2022,100,217,556,555,568,6,NA,NA
"9","abundance","jags_logistic","controls","DM",48.731,0.027,196.9,0.95,2612,2612.01,NA,563,2022-06-23,12,2022,100,217,556,555,568,7,NA,NA
"10","abundance","jags_logistic","controls","DM",48.24,0,196.9,0.95,2612,2612.01,NA,564,2022-06-23,1,2023,100,217,556,555,568,8,NA,NA
"11","abundance","jags_logistic","controls","DM",47.191,0,196.9,0.95,2612,2612.01,NA,565,2022-06-23,2,2023,100,217,556,555,568,9,NA,NA
"12","abundance","jags_logistic","controls","DM",45.726,0,196.9,0.95,2612,2612.01,NA,566,2022-06-23,3,2023,100,217,556,555,568,10,NA,NA
"13","abundance","jags_logistic","controls","DM",44.832,0,196.9,0.95,2612,2612.01,NA,567,2022-06-23,4,2023,100,217,556,555,568,11,NA,NA
"14","abundance","jags_logistic","controls","DM",43.66,0,196.9,0.95,2612,2612.01,NA,568,2022-06-23,5,2023,100,217,556,555,568,12,NA,NA
