"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","sNaiveArima","all","SH",5.247011139537485,-0.7263561425136373,11.220378421588608,217,567,568,580,0.95,126,,3389
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","sNaiveArima","all","SH",5.020489712393849,-2.295361231236578,12.336340656024277,217,567,568,580,0.95,126,,3389
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","sNaiveArima","all","SH",4.633010921995166,-3.8146061013172448,13.080627945307576,217,567,568,580,0.95,126,,3389
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","sNaiveArima","all","SH",4.150674258672462,-5.294048697333025,13.595397214677948,217,567,568,580,0.95,126,,3389
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","sNaiveArima","all","SH",3.73451884044018,-6.611656784341975,14.080694465222336,217,567,568,580,0.95,126,,3389
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","sNaiveArima","all","SH",3.4573702758130933,-7.717776631587088,14.632517183213274,217,567,568,580,0.95,126,,3389
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","sNaiveArima","all","SH",3.406327977773788,-8.540406586328457,15.353062541876033,217,567,568,580,0.95,126,,3389
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","sNaiveArima","all","SH",3.592013948224011,-9.079411586744605,16.263439483192627,217,567,568,580,0.95,126,,3389
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","sNaiveArima","all","SH",3.9542741242958552,-9.402581172943615,17.311129421535327,217,567,568,580,0.95,126,,3389
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","sNaiveArima","all","SH",4.426225296983617,-9.582562722489499,18.435013316456732,217,567,568,580,0.95,126,,3389
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","sNaiveArima","all","SH",4.86425065323261,-9.767451234028243,19.495952540493466,217,567,568,580,0.95,126,,3389
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","sNaiveArima","all","SH",5.174453504956288,-10.054704661561397,20.403611671473975,217,567,568,580,0.95,126,,3389
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","sNaiveArima","all","SH",5.272326648393978,-10.53171766956311,21.076370966351064,217,567,568,580,0.95,126,,3389
