"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","pevGARCH","all","PB",0.95,22.7400507345649,14,32,2508,"2508.08",,555,2022-05-19,4,2022,95,217,555,555,567,0,,
"abundance","pevGARCH","all","PB",0.95,23.6505066518319,12,38,2508,"2508.08",,556,2022-05-19,5,2022,95,217,555,555,567,1,,
"abundance","pevGARCH","all","PB",0.95,25.1483321140483,11,43,2508,"2508.08",,557,2022-05-19,6,2022,95,217,555,555,567,2,,
"abundance","pevGARCH","all","PB",0.95,26.7166431088379,11,47,2508,"2508.08",,558,2022-05-19,7,2022,95,217,555,555,567,3,,
"abundance","pevGARCH","all","PB",0.95,28.1612331729693,10,52,2508,"2508.08",,559,2022-05-19,8,2022,95,217,555,555,567,4,,
"abundance","pevGARCH","all","PB",0.95,28.5697099859505,9,53,2508,"2508.08",,560,2022-05-19,9,2022,95,217,555,555,567,5,,
"abundance","pevGARCH","all","PB",0.95,28.1072576990751,8,53,2508,"2508.08",,561,2022-05-19,10,2022,95,217,555,555,567,6,,
"abundance","pevGARCH","all","PB",0.95,27.7565818136707,7,54,2508,"2508.08",,562,2022-05-19,11,2022,95,217,555,555,567,7,,
"abundance","pevGARCH","all","PB",0.95,26.8368876139601,7,55,2508,"2508.08",,563,2022-05-19,12,2022,95,217,555,555,567,8,,
"abundance","pevGARCH","all","PB",0.95,25.9804431621591,6,54,2508,"2508.08",,564,2022-05-19,1,2023,95,217,555,555,567,9,,
"abundance","pevGARCH","all","PB",0.95,25.5778770041603,6,52,2508,"2508.08",,565,2022-05-19,2,2023,95,217,555,555,567,10,,
"abundance","pevGARCH","all","PB",0.95,27.3309070417273,6,59,2508,"2508.08",,566,2022-05-19,3,2023,95,217,555,555,567,11,,
"abundance","pevGARCH","all","PB",0.95,29.1610940592921,6,63,2508,"2508.08",,567,2022-05-19,4,2023,95,217,555,555,567,12,,
