"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","nbGARCH","all","PF",7.751657696991462,1,21,217,567,568,580,0.95,126,,3427
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","nbGARCH","all","PF",5.168948480013929,0,18,217,567,568,580,0.95,126,,3427
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","nbGARCH","all","PF",3.97336645152914,0,12,217,567,568,580,0.95,126,,3427
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","nbGARCH","all","PF",3.379156686779962,0,10,217,567,568,580,0.95,126,,3427
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","nbGARCH","all","PF",3.759079075995987,0,11,217,567,568,580,0.95,126,,3427
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","nbGARCH","all","PF",3.26934855515186,0,10,217,567,568,580,0.95,126,,3427
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","nbGARCH","all","PF",3.013138377453902,0,10,217,567,568,580,0.95,126,,3427
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","nbGARCH","all","PF",3.2731548582431604,0,11,217,567,568,580,0.95,126,,3427
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","nbGARCH","all","PF",3.014759459849163,0,11,217,567,568,580,0.95,126,,3427
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","nbGARCH","all","PF",2.8819301633852272,0,9,217,567,568,580,0.95,126,,3427
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","nbGARCH","all","PF",3.7712561974531464,0,12,217,567,568,580,0.95,126,,3427
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","nbGARCH","all","PF",5.003373654980667,0,16,217,567,568,580,0.95,126,,3427
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","nbGARCH","all","PF",6.4075916863927285,0,20,217,567,568,580,0.95,126,,3427
