"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","ESSS",0.95,"controls","OT",7.44090149962735,4.18487928816763,10.6969237110871,3165,"3165.06",,566,2023-04-13,3,2023,125,217,566,566,578,0,,
"abundance","ESSS",0.95,"controls","OT",7.44090149962735,3.49753791016598,11.3842650890887,3165,"3165.06",,567,2023-04-13,4,2023,125,217,566,566,578,1,,
"abundance","ESSS",0.95,"controls","OT",7.44090149962735,2.91336882101969,11.968434178235,3165,"3165.06",,568,2023-04-13,5,2023,125,217,566,566,578,2,,
"abundance","ESSS",0.95,"controls","OT",7.44090149962735,2.39640074008426,12.4854022591704,3165,"3165.06",,569,2023-04-13,6,2023,125,217,566,566,578,3,,
"abundance","ESSS",0.95,"controls","OT",7.44090149962735,1.92769701673345,12.9541059825213,3165,"3165.06",,570,2023-04-13,7,2023,125,217,566,566,578,4,,
"abundance","ESSS",0.95,"controls","OT",7.44090149962735,1.49583132112045,13.3859716781342,3165,"3165.06",,571,2023-04-13,8,2023,125,217,566,566,578,5,,
"abundance","ESSS",0.95,"controls","OT",7.44090149962735,1.09328027711079,13.7885227221439,3165,"3165.06",,572,2023-04-13,9,2023,125,217,566,566,578,6,,
"abundance","ESSS",0.95,"controls","OT",7.44090149962735,0.714778475052699,14.167024524202,3165,"3165.06",,573,2023-04-13,10,2023,125,217,566,566,578,7,,
"abundance","ESSS",0.95,"controls","OT",7.44090149962735,0.356470209898876,14.5253327893558,3165,"3165.06",,574,2023-04-13,11,2023,125,217,566,566,578,8,,
"abundance","ESSS",0.95,"controls","OT",7.44090149962735,0.0154316521325502,14.8663713471221,3165,"3165.06",,575,2023-04-13,12,2023,125,217,566,566,578,9,,
"abundance","ESSS",0.95,"controls","OT",7.44090149962735,-0.310616946020899,15.1924199452756,3165,"3165.06",,576,2023-04-13,1,2024,125,217,566,566,578,10,,
"abundance","ESSS",0.95,"controls","OT",7.44090149962735,-0.623493950150374,15.5052969494051,3165,"3165.06",,577,2023-04-13,2,2024,125,217,566,566,578,11,,
"abundance","ESSS",0.95,"controls","OT",7.44090149962735,-0.924677364238931,15.8064803634936,3165,"3165.06",,578,2023-04-13,3,2024,125,217,566,566,578,12,,
