"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","NaiveArima","exclosures","NA",0,-0.9247785058591363,0.9247785058591363,217,567,568,580,0.95,126,,3361
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","NaiveArima","exclosures","NA",0,-1.1326177322241537,1.1326177322241537,217,567,568,580,0.95,126,,3361
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","NaiveArima","exclosures","NA",0,-1.3078343051771173,1.3078343051771173,217,567,568,580,0.95,126,,3361
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","NaiveArima","exclosures","NA",0,-1.4622032048411198,1.4622032048411198,217,567,568,580,0.95,126,,3361
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","NaiveArima","exclosures","NA",0,-1.601763357895657,1.601763357895657,217,567,568,580,0.95,126,,3361
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","NaiveArima","exclosures","NA",0,-1.7301021637888032,1.7301021637888032,217,567,568,580,0.95,126,,3361
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","NaiveArima","exclosures","NA",0,-1.8495570117182727,1.8495570117182727,217,567,568,580,0.95,126,,3361
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","NaiveArima","exclosures","NA",0,-1.9617514577656763,1.9617514577656763,217,567,568,580,0.95,126,,3361
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","NaiveArima","exclosures","NA",0,-2.0678676032317167,2.0678676032317167,217,567,568,580,0.95,126,,3361
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","NaiveArima","exclosures","NA",0,-2.1687978391138283,2.1687978391138283,217,567,568,580,0.95,126,,3361
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","NaiveArima","exclosures","NA",0,-2.2652354644483075,2.2652354644483075,217,567,568,580,0.95,126,,3361
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","NaiveArima","exclosures","NA",0,-2.357731823563458,2.357731823563458,217,567,568,580,0.95,126,,3361
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","NaiveArima","exclosures","NA",0,-2.446733944321163,2.446733944321163,217,567,568,580,0.95,126,,3361
