"cast_date","cast_month","cast_year","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-09-01",8,2022,"abundance","jags_logistic","dm_controls","DM",12.958,6.661,19.93,110,0.95,"2832.1",2832,NA,559,217,559,559,571,0,NA,NA
"2022-09-01",9,2022,"abundance","jags_logistic","dm_controls","DM",22.004,0.087,76.245,110,0.95,"2832.1",2832,NA,560,217,559,559,571,1,NA,NA
"2022-09-01",10,2022,"abundance","jags_logistic","dm_controls","DM",30.641,0,151.664,110,0.95,"2832.1",2832,NA,561,217,559,559,571,2,NA,NA
"2022-09-01",11,2022,"abundance","jags_logistic","dm_controls","DM",36.493,0.447,196.9,110,0.95,"2832.1",2832,NA,562,217,559,559,571,3,NA,NA
"2022-09-01",12,2022,"abundance","jags_logistic","dm_controls","DM",39.936,0.263,196.9,110,0.95,"2832.1",2832,NA,563,217,559,559,571,4,NA,NA
"2022-09-01",1,2023,"abundance","jags_logistic","dm_controls","DM",41.56,0.135,196.9,110,0.95,"2832.1",2832,NA,564,217,559,559,571,5,NA,NA
"2022-09-01",2,2023,"abundance","jags_logistic","dm_controls","DM",42.432,0.062,196.9,110,0.95,"2832.1",2832,NA,565,217,559,559,571,6,NA,NA
"2022-09-01",3,2023,"abundance","jags_logistic","dm_controls","DM",42.553,0.019,196.9,110,0.95,"2832.1",2832,NA,566,217,559,559,571,7,NA,NA
"2022-09-01",4,2023,"abundance","jags_logistic","dm_controls","DM",42.314,0,196.9,110,0.95,"2832.1",2832,NA,567,217,559,559,571,8,NA,NA
"2022-09-01",5,2023,"abundance","jags_logistic","dm_controls","DM",41.903,0,196.9,110,0.95,"2832.1",2832,NA,568,217,559,559,571,9,NA,NA
"2022-09-01",6,2023,"abundance","jags_logistic","dm_controls","DM",41.999,0,196.9,110,0.95,"2832.1",2832,NA,569,217,559,559,571,10,NA,NA
"2022-09-01",7,2023,"abundance","jags_logistic","dm_controls","DM",41.544,0,196.9,110,0.95,"2832.1",2832,NA,570,217,559,559,571,11,NA,NA
"2022-09-01",8,2023,"abundance","jags_logistic","dm_controls","DM",41.648,0,196.9,110,0.95,"2832.1",2832,NA,571,217,559,559,571,12,NA,NA
