"","currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","NaiveArima","controls","DM",0.95,20,11.7270028862039,28.2729971137961,2343,2343.01,NA,552,2022-04-07,1,2022,89,217,554,552,566,-2,NA,NA
"2","abundance","NaiveArima","controls","DM",0.95,20,8.30021528019613,31.6997847198039,2343,2343.01,NA,553,2022-04-07,3,2022,89,217,554,552,566,-1,NA,NA
"3","abundance","NaiveArima","controls","DM",0.95,20,5.67074866803453,34.3292513319655,2343,2343.01,NA,554,2022-04-07,4,2022,89,217,554,552,566,0,NA,NA
"4","abundance","NaiveArima","controls","DM",0.95,20,3.45400577240786,36.5459942275921,2343,2343.01,NA,555,2022-04-07,4,2022,89,217,554,552,566,1,NA,NA
"5","abundance","NaiveArima","controls","DM",0.95,20,1.50101607589243,38.4989839241076,2343,2343.01,NA,556,2022-04-07,5,2022,89,217,554,552,566,2,NA,NA
"6","abundance","NaiveArima","controls","DM",0.95,20,-0.264621572318305,40.2646215723183,2343,2343.01,NA,557,2022-04-07,6,2022,89,217,554,552,566,3,NA,NA
"7","abundance","NaiveArima","controls","DM",0.95,20,-1.88829296025952,41.8882929602595,2343,2343.01,NA,558,2022-04-07,7,2022,89,217,554,552,566,4,NA,NA
"8","abundance","NaiveArima","controls","DM",0.95,20,-3.39956943960774,43.3995694396077,2343,2343.01,NA,559,2022-04-07,8,2022,89,217,554,552,566,5,NA,NA
"9","abundance","NaiveArima","controls","DM",0.95,20,-4.8189913413882,44.8189913413882,2343,2343.01,NA,560,2022-04-07,9,2022,89,217,554,552,566,6,NA,NA
"10","abundance","NaiveArima","controls","DM",0.95,20,-6.16151395559478,46.1615139555948,2343,2343.01,NA,561,2022-04-07,10,2022,89,217,554,552,566,7,NA,NA
"11","abundance","NaiveArima","controls","DM",0.95,20,-7.43842731815471,47.4384273181547,2343,2343.01,NA,562,2022-04-07,11,2022,89,217,554,552,566,8,NA,NA
"12","abundance","NaiveArima","controls","DM",0.95,20,-8.65850266393094,48.6585026639309,2343,2343.01,NA,563,2022-04-07,12,2022,89,217,554,552,566,9,NA,NA
"13","abundance","NaiveArima","controls","DM",0.95,20,-9.82871529555731,49.8287152955573,2343,2343.01,NA,564,2022-04-07,1,2023,89,217,554,552,566,10,NA,NA
"14","abundance","NaiveArima","controls","DM",0.95,20,-10.9547207615946,50.9547207615946,2343,2343.01,NA,565,2022-04-07,2,2023,89,217,554,552,566,11,NA,NA
"15","abundance","NaiveArima","controls","DM",0.95,20,-12.0411800449542,52.0411800449542,2343,2343.01,NA,566,2022-04-07,3,2023,89,217,554,552,566,12,NA,NA
