"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","NaiveArima","controls","DO",5,-0.7536248450454108,10.753624845045412,217,567,568,580,0.95,126,,3346
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","NaiveArima","controls","DO",5,-2.0467225208805937,12.046722520880593,217,567,568,580,0.95,126,,3346
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","NaiveArima","controls","DO",5,-3.136854288670019,13.136854288670019,217,567,568,580,0.95,126,,3346
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","NaiveArima","controls","DO",5,-4.0972796562384275,14.097279656238427,217,567,568,580,0.95,126,,3346
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","NaiveArima","controls","DO",5,-4.965570559309262,14.965570559309262,217,567,568,580,0.95,126,,3346
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","NaiveArima","controls","DO",5,-5.764046451095117,15.764046451095117,217,567,568,580,0.95,126,,3346
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","NaiveArima","controls","DO",5,-6.507249690090822,16.507249690090823,217,567,568,580,0.95,126,,3346
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","NaiveArima","controls","DO",5,-7.205281433005027,17.205281433005027,217,567,568,580,0.95,126,,3346
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","NaiveArima","controls","DO",5,-7.865496270553233,17.865496270553233,217,567,568,580,0.95,126,,3346
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","NaiveArima","controls","DO",5,-8.493446324656318,18.49344632465632,217,567,568,580,0.95,126,,3346
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","NaiveArima","controls","DO",5,-9.093445041761187,19.093445041761186,217,567,568,580,0.95,126,,3346
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","NaiveArima","controls","DO",5,-9.668922679389407,19.668922679389407,217,567,568,580,0.95,126,,3346
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","NaiveArima","controls","DO",5,-10.222660477152699,20.2226604771527,217,567,568,580,0.95,126,,3346
