"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","nbGARCH","controls","SF",0.12431505042715547,0,1,217,567,568,580,0.95,126,,3445
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","nbGARCH","controls","SF",0.1393482238037135,0,1,217,567,568,580,0.95,126,,3445
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","nbGARCH","controls","SF",0.14116315711949354,0,1,217,567,568,580,0.95,126,,3445
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","nbGARCH","controls","SF",0.14138222952398008,0,1,217,567,568,580,0.95,126,,3445
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","nbGARCH","controls","SF",0.14140867215753775,0,1,217,567,568,580,0.95,126,,3445
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","nbGARCH","controls","SF",0.14141186384630383,0,1,217,567,568,580,0.95,126,,3445
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","nbGARCH","controls","SF",0.14141224909092343,0,1,217,567,568,580,0.95,126,,3445
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","nbGARCH","controls","SF",0.14141229559085547,0,1,217,567,568,580,0.95,126,,3445
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","nbGARCH","controls","SF",0.141412301203176,0,1,217,567,568,580,0.95,126,,3445
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","nbGARCH","controls","SF",0.1414123018805918,0,1,217,567,568,580,0.95,126,,3445
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","nbGARCH","controls","SF",0.1414123019623499,0,1,217,567,568,580,0.95,126,,3445
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","nbGARCH","controls","SF",0.14141230197222582,0,1,217,567,568,580,0.95,126,,3445
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","nbGARCH","controls","SF",0.1414123019734179,0,1,217,567,568,580,0.95,126,,3445
