"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","AutoArima","exclosures","PF",0.95,0,-3.6145228499128,3.6145228499128,2738,"2738.09",,558,2022-08-04,7,2022,106,217,558,558,570,0,,
"abundance","AutoArima","exclosures","PF",0.95,0,-4.24439599420591,4.24439599420591,2738,"2738.09",,559,2022-08-04,8,2022,106,217,558,558,570,1,,
"abundance","AutoArima","exclosures","PF",0.95,0,-5.05202233462926,5.05202233462926,2738,"2738.09",,560,2022-08-04,9,2022,106,217,558,558,570,2,,
"abundance","AutoArima","exclosures","PF",0.95,0,-5.67326170274053,5.67326170274053,2738,"2738.09",,561,2022-08-04,10,2022,106,217,558,558,570,3,,
"abundance","AutoArima","exclosures","PF",0.95,0,-6.25489983368628,6.25489983368628,2738,"2738.09",,562,2022-08-04,11,2022,106,217,558,558,570,4,,
"abundance","AutoArima","exclosures","PF",0.95,0,-6.78024821798993,6.78024821798993,2738,"2738.09",,563,2022-08-04,12,2022,106,217,558,558,570,5,,
"abundance","AutoArima","exclosures","PF",0.95,0,-7.26973847766144,7.26973847766144,2738,"2738.09",,564,2022-08-04,1,2023,106,217,558,558,570,6,,
"abundance","AutoArima","exclosures","PF",0.95,0,-7.72766768809355,7.72766768809355,2738,"2738.09",,565,2022-08-04,2,2023,106,217,558,558,570,7,,
"abundance","AutoArima","exclosures","PF",0.95,0,-8.16013031896026,8.16013031896026,2738,"2738.09",,566,2022-08-04,3,2023,106,217,558,558,570,8,,
"abundance","AutoArima","exclosures","PF",0.95,0,-8.57073999860443,8.57073999860443,2738,"2738.09",,567,2022-08-04,4,2023,106,217,558,558,570,9,,
"abundance","AutoArima","exclosures","PF",0.95,0,-8.96257636102847,8.96257636102847,2738,"2738.09",,568,2022-08-04,5,2023,106,217,558,558,570,10,,
"abundance","AutoArima","exclosures","PF",0.95,0,-9.33797927794008,9.33797927794008,2738,"2738.09",,569,2022-08-04,6,2023,106,217,558,558,570,11,,
"abundance","AutoArima","exclosures","PF",0.95,0,-9.69886460031993,9.69886460031993,2738,"2738.09",,570,2022-08-04,7,2023,106,217,558,558,570,12,,
