"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","sNaiveArima","exclosures","BA",-0.014769548080980022,-2.1354855250723,2.10594642891034,217,567,568,580,0.95,126,,3407
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","sNaiveArima","exclosures","BA",-0.037764427862773314,-2.6351004443610955,2.559571588635549,217,567,568,580,0.95,126,,3407
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","sNaiveArima","exclosures","BA",-0.06306969082529118,-3.062214987427725,2.9360756057771424,217,567,568,580,0.95,126,,3407
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","sNaiveArima","exclosures","BA",-0.08625576400974164,-3.4394021428106467,3.2668906147911634,217,567,568,580,0.95,126,,3407
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","sNaiveArima","exclosures","BA",-0.09957678128286566,-3.772764601854902,3.5736110392891702,217,567,568,580,0.95,126,,3407
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","sNaiveArima","exclosures","BA",-0.10080725456816586,-4.06830355484771,3.8666890457113787,217,567,568,580,0.95,126,,3407
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","sNaiveArima","exclosures","BA",-0.0893605988621401,-4.33079255284478,4.1520713551204995,217,567,568,580,0.95,126,,3407
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","sNaiveArima","exclosures","BA",-0.06768655842901808,-4.566404503332668,4.431031386474633,217,567,568,580,0.95,126,,3407
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","sNaiveArima","exclosures","BA",-0.0424703163252129,-4.784535401847685,4.699594769197259,217,567,568,580,0.95,126,,3407
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","sNaiveArima","exclosures","BA",-0.018394284908270303,-4.991914105202985,4.955125535386445,217,567,568,580,0.95,126,,3407
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","sNaiveArima","exclosures","BA",-0.002925961964007101,-5.197597994960652,5.191746071032637,217,567,568,580,0.95,126,,3407
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","sNaiveArima","exclosures","BA",0.0008212690758298835,-5.405964805657534,5.407607343809194,217,567,568,580,0.95,126,,3407
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","sNaiveArima","exclosures","BA",-0.008238473352596892,-5.619125549873006,5.602648603167813,217,567,568,580,0.95,126,,3407
