"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","pevGARCH","exclosures","OT",0.95,0.968762854722515,0,3,3183,"3183.05",,566,2023-04-13,3,2023,125,217,566,566,578,0,,
"abundance","pevGARCH","exclosures","OT",0.95,1.03154318550345,0,4,3183,"3183.05",,567,2023-04-13,4,2023,125,217,566,566,578,1,,
"abundance","pevGARCH","exclosures","OT",0.95,1.2621607643683,0,5,3183,"3183.05",,568,2023-04-13,5,2023,125,217,566,566,578,2,,
"abundance","pevGARCH","exclosures","OT",0.95,1.43713840917223,0,5,3183,"3183.05",,569,2023-04-13,6,2023,125,217,566,566,578,3,,
"abundance","pevGARCH","exclosures","OT",0.95,1.5486374903187,0,5,3183,"3183.05",,570,2023-04-13,7,2023,125,217,566,566,578,4,,
"abundance","pevGARCH","exclosures","OT",0.95,1.70444735061048,0,5,3183,"3183.05",,571,2023-04-13,8,2023,125,217,566,566,578,5,,
"abundance","pevGARCH","exclosures","OT",0.95,1.64407510286109,0,5,3183,"3183.05",,572,2023-04-13,9,2023,125,217,566,566,578,6,,
"abundance","pevGARCH","exclosures","OT",0.95,1.53845722199249,0,5,3183,"3183.05",,573,2023-04-13,10,2023,125,217,566,566,578,7,,
"abundance","pevGARCH","exclosures","OT",0.95,1.43400365328417,0,6,3183,"3183.05",,574,2023-04-13,11,2023,125,217,566,566,578,8,,
"abundance","pevGARCH","exclosures","OT",0.95,1.2324324643329,0,4,3183,"3183.05",,575,2023-04-13,12,2023,125,217,566,566,578,9,,
"abundance","pevGARCH","exclosures","OT",0.95,1.08898872970058,0,4,3183,"3183.05",,576,2023-04-13,1,2024,125,217,566,566,578,10,,
"abundance","pevGARCH","exclosures","OT",0.95,1.04332129361779,0,4,3183,"3183.05",,577,2023-04-13,2,2024,125,217,566,566,578,11,,
"abundance","pevGARCH","exclosures","OT",0.95,1.09252957628522,0,4,3183,"3183.05",,578,2023-04-13,3,2024,125,217,566,566,578,12,,
