"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbGARCH","all","SH",0.615357173867096,0,4,0.95,427,"427.21",,527,2020-01-29,1,2020,19,217,527,527,539,0,,
"abundance","nbGARCH","all","SH",0.98746433278583,0,5,0.95,427,"427.21",,528,2020-01-29,2,2020,19,217,527,527,539,1,,
"abundance","nbGARCH","all","SH",1.21494153722444,0,6,0.95,427,"427.21",,529,2020-01-29,3,2020,19,217,527,527,539,2,,
"abundance","nbGARCH","all","SH",1.35966741473001,0,7,0.95,427,"427.21",,530,2020-01-29,4,2020,19,217,527,527,539,3,,
"abundance","nbGARCH","all","SH",1.44249609173037,0,7,0.95,427,"427.21",,531,2020-01-29,5,2020,19,217,527,527,539,4,,
"abundance","nbGARCH","all","SH",1.49307044195187,0,8,0.95,427,"427.21",,532,2020-01-29,6,2020,19,217,527,527,539,5,,
"abundance","nbGARCH","all","SH",1.44350731240466,0,7,0.95,427,"427.21",,533,2020-01-29,7,2020,19,217,527,527,539,6,,
"abundance","nbGARCH","all","SH",1.49265601511128,0,9,0.95,427,"427.21",,534,2020-01-29,8,2020,19,217,527,527,539,7,,
"abundance","nbGARCH","all","SH",1.52956990261066,0,9,0.95,427,"427.21",,535,2020-01-29,9,2020,19,217,527,527,539,8,,
"abundance","nbGARCH","all","SH",1.54628738632549,0,8,0.95,427,"427.21",,536,2020-01-29,10,2020,19,217,527,527,539,9,,
"abundance","nbGARCH","all","SH",1.55484345894487,0,8,0.95,427,"427.21",,537,2020-01-29,11,2020,19,217,527,527,539,10,,
"abundance","nbGARCH","all","SH",1.56164003509622,0,9,0.95,427,"427.21",,538,2020-01-29,12,2020,19,217,527,527,539,11,,
"abundance","nbGARCH","all","SH",1.56498406350184,0,9,0.95,427,"427.21",,539,2020-01-29,1,2021,19,217,527,527,539,12,,
