"","currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","nbGARCH",0.95,"controls","DM",19.966711595152,12,29,2529,2529.01,NA,555,2022-05-26,4,2022,96,217,555,555,567,0,NA,NA
"2","abundance","nbGARCH",0.95,"controls","DM",19.1262858957797,9,31,2529,2529.01,NA,556,2022-05-26,5,2022,96,217,555,555,567,1,NA,NA
"3","abundance","nbGARCH",0.95,"controls","DM",18.4343455362271,8,32,2529,2529.01,NA,557,2022-05-26,6,2022,96,217,555,555,567,2,NA,NA
"4","abundance","nbGARCH",0.95,"controls","DM",17.9010255977612,7,32,2529,2529.01,NA,558,2022-05-26,7,2022,96,217,555,555,567,3,NA,NA
"5","abundance","nbGARCH",0.95,"controls","DM",17.4717222868883,6,32,2529,2529.01,NA,559,2022-05-26,8,2022,96,217,555,555,567,4,NA,NA
"6","abundance","nbGARCH",0.95,"controls","DM",17.1250027169215,5,33,2529,2529.01,NA,560,2022-05-26,9,2022,96,217,555,555,567,5,NA,NA
"7","abundance","nbGARCH",0.95,"controls","DM",16.8617270343101,5,32,2529,2529.01,NA,561,2022-05-26,10,2022,96,217,555,555,567,6,NA,NA
"8","abundance","nbGARCH",0.95,"controls","DM",16.7352100086238,5,31,2529,2529.01,NA,562,2022-05-26,11,2022,96,217,555,555,567,7,NA,NA
"9","abundance","nbGARCH",0.95,"controls","DM",16.6583540483929,4,32,2529,2529.01,NA,563,2022-05-26,12,2022,96,217,555,555,567,8,NA,NA
"10","abundance","nbGARCH",0.95,"controls","DM",16.6032431250342,4,32,2529,2529.01,NA,564,2022-05-26,1,2023,96,217,555,555,567,9,NA,NA
"11","abundance","nbGARCH",0.95,"controls","DM",16.5797279373349,4,31,2529,2529.01,NA,565,2022-05-26,2,2023,96,217,555,555,567,10,NA,NA
"12","abundance","nbGARCH",0.95,"controls","DM",16.5854627189584,4,32,2529,2529.01,NA,566,2022-05-26,3,2023,96,217,555,555,567,11,NA,NA
"13","abundance","nbGARCH",0.95,"controls","DM",16.5505619558261,5,31,2529,2529.01,NA,567,2022-05-26,4,2023,96,217,555,555,567,12,NA,NA
