"cast_id","cast_id.1","species","model","RMSE","coverage"
"3",3,"PF","AutoArima",0,1
"3",3,"PH","AutoArima",0.00791145083807183,1
"3",3,"PL","AutoArima",0.0411052452647031,1
"3",3,"PM","AutoArima",0.000342759962118975,1
"3",3,"PP","AutoArima",11.0403061751649,1
"3",3,"RF","AutoArima",0.00791145083807183,1
"3",3,"RM","AutoArima",0.292990713233434,1
"3",3,"RO","AutoArima",0.0738147704556469,1
"3",3,"SF","AutoArima",0.290772418843426,1
"3",3,"SH","AutoArima",0.310042680989109,1
"3",3,"total","AutoArima",16.3009321511748,1
"4",4,"BA","ESSS",7.00556927453208e-34,1
"4",4,"DM","ESSS",9.58173157570366,0.75
"4",4,"DO","ESSS",2.99297172617325,1
"4",4,"DS","ESSS",2.0902002522494e-05,1
"4",4,"NA","ESSS",0.369527755426056,1
"4",4,"OL","ESSS",1.89569980635378,1
"4",4,"OT","ESSS",1.62998419405824,1
"4",4,"PB","ESSS",2.12139117036474,1
"4",4,"PE","ESSS",3.29005290730148,1
"4",4,"PF","ESSS",0.437812733632074,1
"4",4,"PH","ESSS",3.72748463715512e-05,1
"4",4,"PL","ESSS",2.46016106533741e-12,1
"4",4,"PM","ESSS",2.3362292021441e-30,1
"4",4,"PP","ESSS",71.5356175844114,1
"4",4,"RF","ESSS",0.0489976722224775,1
"4",4,"RM","ESSS",2.06155281280883,1
"4",4,"RO","ESSS",1.26232680265796e-32,1
"4",4,"SF","ESSS",6.14715064192571e-19,1
"4",4,"SH","ESSS",1.03413811175985e-12,1
"4",4,"SO","ESSS",0.0118053331498639,1
"4",4,"total","ESSS",73.7134777480281,1
"5",5,"BA","ESSS",4.73178081436351e-15,1
"5",5,"DM","ESSS",9.87212629929774,0.75
"5",5,"DO","ESSS",0.498827021717665,1
"5",5,"DS","ESSS",0.00129115881974999,1
"5",5,"NA","ESSS",5.49987896073211e-07,1
"5",5,"OL","ESSS",0.607542926217902,1
"5",5,"OT","ESSS",1.50516140935823,1
"5",5,"PB","ESSS",0.5,1
"5",5,"PE","ESSS",0.875211840217745,1
"5",5,"PF","ESSS",2.51061651023897e-07,1
"5",5,"PL","ESSS",0.0130296390808162,1
"5",5,"PM","ESSS",1.71726690966057e-06,1
"5",5,"PP","ESSS",14.2127691049487,1
"5",5,"RM","ESSS",5.35355808733069e-14,1
"5",5,"RO","ESSS",3.11630496403064e-21,1
"5",5,"SF","ESSS",4.17811885289928e-26,1
"5",5,"SH","ESSS",1.12818370936299e-120,1
"5",5,"total","ESSS",11.0310759650585,1
"6",6,"BA","ESSS",3.5060979861515e-16,1
"6",6,"DM","ESSS",0.499917273992156,1
"6",6,"DO","ESSS",7.42183958090181e-21,1
"6",6,"NA","ESSS",2.44551450582448e-18,1
"6",6,"OL","ESSS",1.54192309169808e-16,1
"6",6,"OT","ESSS",0.462222945093381,1
"6",6,"PB","ESSS",2.39772785420948,1
"6",6,"PE","ESSS",1.15392365367478,1
"6",6,"PF","ESSS",1.59879909967502e-14,1
"6",6,"PH","ESSS",0.00651652821684824,1
"6",6,"PL","ESSS",0.0358660839165839,1
"6",6,"PM","ESSS",1.94612747916357e-18,1
"6",6,"PP","ESSS",11.1355287256571,1
"6",6,"RF","ESSS",0.00651652821684824,1
"6",6,"RM","ESSS",0.866025403784439,1
"6",6,"RO","ESSS",1.15754024189253e-11,1
"6",6,"SF","ESSS",2.89988034743938e-46,1
"6",6,"SH","ESSS",1.67643488213699e-29,1
"6",6,"total","ESSS",16.7023186103075,1
"7",7,"BA","NaiveArima",0,1
"7",7,"DM","NaiveArima",10.5,1
"7",7,"DO","NaiveArima",2.73861278752583,1
"7",7,"DS","NaiveArima",0,1
"7",7,"NA","NaiveArima",0,1
"7",7,"OL","NaiveArima",3,1
"7",7,"OT","NaiveArima",1.58113883008419,1
"7",7,"PB","NaiveArima",2.12132034355964,1
"7",7,"PE","NaiveArima",2.91547594742265,1
"7",7,"PF","NaiveArima",0.5,1
"7",7,"PH","NaiveArima",0,1
"7",7,"PL","NaiveArima",0,1
"7",7,"PM","NaiveArima",0,1
"7",7,"PP","NaiveArima",71.5367038659177,1
"7",7,"RF","NaiveArima",0,1
"7",7,"RM","NaiveArima",2.06155281280883,1
"7",7,"RO","NaiveArima",0,1
"7",7,"SF","NaiveArima",0,1
"7",7,"SH","NaiveArima",0,1
"7",7,"SO","NaiveArima",0,1
"7",7,"total","NaiveArima",58.9978813178914,1
"8",8,"BA","NaiveArima",0,1
"8",8,"DM","NaiveArima",9.19238815542512,0.75
"8",8,"DO","NaiveArima",0.5,1
"8",8,"DS","NaiveArima",0,1
"8",8,"NA","NaiveArima",0,1
"8",8,"OL","NaiveArima",1,1
"8",8,"OT","NaiveArima",1.5,1
"8",8,"PB","NaiveArima",0.5,1
"8",8,"PE","NaiveArima",1,1
"8",8,"PF","NaiveArima",0,1
"8",8,"PL","NaiveArima",0,1
"8",8,"PM","NaiveArima",0,1
"8",8,"PP","NaiveArima",14.2126704035519,1
"8",8,"RM","NaiveArima",0,1
"8",8,"RO","NaiveArima",0,1
"8",8,"SF","NaiveArima",0,1
"8",8,"SH","NaiveArima",0,1
"8",8,"total","NaiveArima",10.7819293264239,1
"9",9,"BA","NaiveArima",0,1
"9",9,"DM","NaiveArima",0.5,1
"9",9,"DO","NaiveArima",0,1
"9",9,"NA","NaiveArima",0,1
"9",9,"OL","NaiveArima",0,1
"9",9,"OT","NaiveArima",0.5,1
"9",9,"PB","NaiveArima",2.39791576165636,1
"9",9,"PE","NaiveArima",1,1
"9",9,"PF","NaiveArima",0,1
"9",9,"PH","NaiveArima",0,1
"9",9,"PL","NaiveArima",0,1
"9",9,"PM","NaiveArima",0,1
"9",9,"PP","NaiveArima",11.13552872566,1
"9",9,"RF","NaiveArima",0,1
"9",9,"RM","NaiveArima",0.866025403784439,1
"9",9,"RO","NaiveArima",0,1
"9",9,"SF","NaiveArima",0,1
"9",9,"SH","NaiveArima",0,1
"9",9,"total","NaiveArima",12.2065556157337,1
"10",10,"BA","nbGARCH",1.04799596870569,1
"10",10,"DM","nbGARCH",6.36112419262073,1
"10",10,"DO","nbGARCH",2.29353471660478,1
"10",10,"DS","nbGARCH",0.370336379411757,1
"10",10,"NA","nbGARCH",1.42150798196473,1
"10",10,"OL","nbGARCH",2.42610692385989,1
"10",10,"OT","nbGARCH",2.58635961123331,1
"10",10,"PB","nbGARCH",2.93651192467499,1
"10",10,"PE","nbGARCH",2.08300862167331,1
"10",10,"PF","nbGARCH",2.13657489920862,1
"10",10,"PH","nbGARCH",0.0462263800482367,1
"10",10,"PL","nbGARCH",0.49997365599106,1
"10",10,"PM","nbGARCH",1.52203242236806,1
"10",10,"PP","nbGARCH",63.4171954803896,1
"10",10,"RF","nbGARCH",0.0181994834405743,1
"10",10,"RM","nbGARCH",0.861032834737116,1
"10",10,"RO","nbGARCH",0.222639121626295,1
"10",10,"SF","nbGARCH",2.48428462264988,1
"10",10,"SH","nbGARCH",1.08819378457818,1
"10",10,"SO","nbGARCH",2.45757457702868e-19,1
"10",10,"total","nbGARCH",78.59932440048,0.75
"11",11,"BA","nbGARCH",0.15795358633239,1
"11",11,"DM","nbGARCH",6.51809649229563,0.75
"11",11,"DO","nbGARCH",1.64298197270322,1
"11",11,"DS","nbGARCH",0.0934627496230233,1
"11",11,"NA","nbGARCH",0.119832471925476,1
"11",11,"OL","nbGARCH",0.474197335521393,1
"11",11,"OT","nbGARCH",1.64614836985239,1
"11",11,"PB","nbGARCH",1.4246639441567,1
"11",11,"PE","nbGARCH",0.902692126082177,1
"11",11,"PF","nbGARCH",0.568111922124705,1
"11",11,"PL","nbGARCH",0.0133312978334162,1
"11",11,"PM","nbGARCH",0.188688059788203,1
"11",11,"PP","nbGARCH",8.38389614622109,1
"11",11,"RM","nbGARCH",0.347145150360867,1
"11",11,"RO","nbGARCH",0.00248088353422819,1
"11",11,"SF","nbGARCH",0.126661831520274,1
"11",11,"SH","nbGARCH",0.102604489741366,1
"11",11,"total","nbGARCH",11.972182537252,1
"12",12,"BA","nbGARCH",0.217548112569445,1
"12",12,"DM","nbGARCH",0.524490467076278,1
"12",12,"DO","nbGARCH",0.375023773350249,1
"12",12,"NA","nbGARCH",0.0934705654387098,1
"12",12,"OL","nbGARCH",0.191391597018082,1
"12",12,"OT","nbGARCH",0.939310670018132,1
"12",12,"PB","nbGARCH",3.89924567644856,1
"12",12,"PE","nbGARCH",1.0327080667912,1
"12",12,"PF","nbGARCH",1.1894689665099,1
"12",12,"PH","nbGARCH",0.00428636345181941,1
"12",12,"PL","nbGARCH",0.0360447956304394,1
"12",12,"PM","nbGARCH",0.36300467341282,1
"12",12,"PP","nbGARCH",8.41946026673619,1
"12",12,"RF","nbGARCH",0.00428636345181941,1
"12",12,"RM","nbGARCH",0.412643054153835,0.25
"12",12,"RO","nbGARCH",0.0741304577522917,1
"12",12,"SF","nbGARCH",0.325120942785185,1
"12",12,"SH","nbGARCH",0.308220365674289,1
"12",12,"total","nbGARCH",13.739428453465,0.5
"13",13,"BA","nbsGARCH",0.462297606122842,1
"13",13,"DM","nbsGARCH",2.37687602850802,1
"13",13,"DO","nbsGARCH",3.35901558611139,1
"13",13,"DS","nbsGARCH",0.261406746335614,1
"13",13,"NA","nbsGARCH",1.35324507545432,1
"13",13,"OL","nbsGARCH",2.73189598409948,1
"13",13,"OT","nbsGARCH",2.76071800747003,1
"13",13,"PB","nbsGARCH",2.07244029463188,1
"13",13,"PE","nbsGARCH",2.26724619324285,1
"13",13,"PF","nbsGARCH",2.21657951461508,1
"13",13,"PH","nbsGARCH",0.0279033893856168,1
"13",13,"PL","nbsGARCH",0.76359123444764,1
"13",13,"PM","nbsGARCH",1.74871005152978,1
"13",13,"PP","nbsGARCH",22.0538686484746,1
"13",13,"RF","nbsGARCH",0.025471735400258,1
"13",13,"RM","nbsGARCH",2.33796886255564,1
"13",13,"RO","nbsGARCH",0.384341241064312,1
"13",13,"SF","nbsGARCH",1.35097099749071,1
"13",13,"SH","nbsGARCH",0.767494761472745,1
"13",13,"SO","nbsGARCH",7.44732897156953e-18,1
"13",13,"total","nbsGARCH",50.4215236384912,1
"14",14,"BA","nbsGARCH",0.109953806658387,1
"14",14,"DM","nbsGARCH",5.47164390207306,1
"14",14,"DO","nbsGARCH",1.82500401463751,1
"14",14,"DS","nbsGARCH",0.125695625527042,1
"14",14,"NA","nbsGARCH",0.092002178120143,1
"14",14,"OL","nbsGARCH",0.681174609073059,1
"14",14,"OT","nbsGARCH",1.8264565692394,1
"14",14,"PB","nbsGARCH",1.21439635323947,1
"14",14,"PE","nbsGARCH",0.833474524060891,1
"14",14,"PF","nbsGARCH",0.467584873481324,1
"14",14,"PL","nbsGARCH",0.0118532332443313,1
"14",14,"PM","nbsGARCH",0.14441695911304,1
"14",14,"PP","nbsGARCH",4.58606137336784,1
"14",14,"RM","nbsGARCH",0.468978760727184,1
"14",14,"RO","nbsGARCH",0.00427641764302661,1
"14",14,"SF","nbsGARCH",0.130024783727619,1
"14",14,"SH","nbsGARCH",0.0980007147901298,1
"14",14,"total","nbsGARCH",8.80768644822809,1
"15",15,"BA","nbsGARCH",0.145793288622304,1
"15",15,"DM","nbsGARCH",0.531920528951289,1
"15",15,"DO","nbsGARCH",0.472994284378289,1
"15",15,"NA","nbsGARCH",0.0917814487898558,1
"15",15,"OL","nbsGARCH",0.204742258373792,1
"15",15,"OT","nbsGARCH",0.920085460896378,1
"15",15,"PB","nbsGARCH",2.78148753152508,1
"15",15,"PE","nbsGARCH",1.00881816281049,1
"15",15,"PF","nbsGARCH",0.901571149275935,1
"15",15,"PH","nbsGARCH",0.00171778874532022,1
"15",15,"PL","nbsGARCH",0.0226441091616271,1
"15",15,"PM","nbsGARCH",0.411313793481156,1
"15",15,"PP","nbsGARCH",4.47517594170819,1
"15",15,"RF","nbsGARCH",0.00171778874532022,1
"15",15,"RM","nbsGARCH",0.699514788853896,1
"15",15,"RO","nbsGARCH",0.259578326418729,1
"15",15,"SF","nbsGARCH",0.222597842159473,1
"15",15,"SH","nbsGARCH",0.155126853694147,1
"15",15,"total","nbsGARCH",10.4132237699051,0.75
"16",16,"BA","pevGARCH",1.22930503913833,1
"16",16,"DM","pevGARCH",3.46285010876344,1
"16",16,"DO","pevGARCH",2.78164110241892,1
"16",16,"DS","pevGARCH",0.399927551375916,1
"16",16,"NA","pevGARCH",1.46678826554727,1
"16",16,"OL","pevGARCH",2.54233527652014,1
"16",16,"OT","pevGARCH",2.35583636090544,1
"16",16,"PB","pevGARCH",2.34677985795049,1
"16",16,"PE","pevGARCH",2.11944213683719,1
"16",16,"PF","pevGARCH",1.63244150754593,1
"16",16,"PH","pevGARCH",0.0462263800482367,1
"16",16,"PL","pevGARCH",0.608685490096889,1
"16",16,"PM","pevGARCH",1.65977614966774,1
"16",16,"PP","pevGARCH",35.7050587857067,0
"16",16,"RF","pevGARCH",0.0897008363394893,1
"16",16,"RM","pevGARCH",1.58168982706798,1
"16",16,"RO","pevGARCH",0.521689874332776,1
"16",16,"SF","pevGARCH",1.08399871472964,1
"16",16,"SH","pevGARCH",0.84228467882422,1
"16",16,"SO","pevGARCH",4.44541368291867e-07,1
"16",16,"total","pevGARCH",73.008798141761,0
"17",17,"BA","pevGARCH",0.20865276721015,1
"17",17,"DM","pevGARCH",5.42905125159206,1
"17",17,"DO","pevGARCH",1.80189013494883,1
"17",17,"DS","pevGARCH",0.132770542099004,1
"17",17,"NA","pevGARCH",0.0871395061395811,1
"17",17,"OL","pevGARCH",0.531866344823382,1
"17",17,"OT","pevGARCH",1.83330524636081,1
"17",17,"PB","pevGARCH",1.22108882014283,1
"17",17,"PE","pevGARCH",0.870343959709532,1
"17",17,"PF","pevGARCH",0.518736023433221,1
"17",17,"PL","pevGARCH",0.0133312978334162,1
"17",17,"PM","pevGARCH",0.188688059788203,1
"17",17,"PP","pevGARCH",6.56319061563115,0.25
"17",17,"RM","pevGARCH",0.43493422616292,1
"17",17,"RO","pevGARCH",0.0171439657514933,1
"17",17,"SF","pevGARCH",0.147461557167697,1
"17",17,"SH","pevGARCH",0.0850347568729924,1
"17",17,"total","pevGARCH",11.1961313848426,0.75
"18",18,"BA","pevGARCH",0.217548112569445,1
"18",18,"DM","pevGARCH",0.530219769200229,1
"18",18,"DO","pevGARCH",0.489849691012486,1
"18",18,"NA","pevGARCH",0.110883580275123,1
"18",18,"OL","pevGARCH",0.191391597018082,1
"18",18,"OT","pevGARCH",0.846826303322863,1
"18",18,"PB","pevGARCH",3.5319897059013,1
"18",18,"PE","pevGARCH",0.984686401655062,1
"18",18,"PF","pevGARCH",0.796428619456147,1
"18",18,"PH","pevGARCH",0.00428636345181941,1
"18",18,"PL","pevGARCH",0.0408653787610123,1
"18",18,"PM","pevGARCH",0.531910000976935,1
"18",18,"PP","pevGARCH",6.33355667814195,0.25
"18",18,"RF","pevGARCH",0.00428636345181941,1
"18",18,"RM","pevGARCH",0.395969067335244,1
"18",18,"RO","pevGARCH",0.190919141303885,1
"18",18,"SF","pevGARCH",0.325120942785185,1
"18",18,"SH","pevGARCH",0.227159921661988,1
"18",18,"total","pevGARCH",13.4286365465439,0
"19",19,"BA","simplexEDM",0.0391061452513967,1
"19",19,"DM","simplexEDM",10.5214138045521,0.5
"19",19,"DO","simplexEDM",2.37699547675602,0.75
"19",19,"DS","simplexEDM",0.0350877192982458,1
"19",19,"NA","simplexEDM",0.886372991583894,1
"19",19,"OL","simplexEDM",1.41418157554809,1
"19",19,"OT","simplexEDM",2.48774037189234,1
"19",19,"PB","simplexEDM",3.2144400711783,0.75
"19",19,"PE","simplexEDM",2.47120970752429,1
"19",19,"PF","simplexEDM",0.411660402533243,1
"19",19,"PH","simplexEDM",0.0247933884297522,1
"19",19,"PL","simplexEDM",0.0414201183431954,1
"19",19,"PM","simplexEDM",0.153284671532847,1
"19",19,"PP","simplexEDM",24.3105153133705,0.75
"19",19,"RF","simplexEDM",0.0178571428571429,1
"19",19,"RM","simplexEDM",1.29692146948523,0.75
"19",19,"RO","simplexEDM",0.067484662576687,1
"19",19,"SF","simplexEDM",0.023391812865497,1
"19",19,"SH","simplexEDM",0.156756756756757,1
"19",19,"SO","simplexEDM",0.0119047619047619,1
"19",19,"total","simplexEDM",54.2778363243105,0
"20",20,"BA","simplexEDM",0.0281124497991967,1
"20",20,"DM","simplexEDM",6.31420175691475,0.75
"20",20,"DO","simplexEDM",0.433230521710362,1
"20",20,"DS","simplexEDM",0.0203252032520325,1
"20",20,"NA","simplexEDM",0.0275229357798166,1
"20",20,"OL","simplexEDM",0.684210526315789,1
"20",20,"OT","simplexEDM",1.49446256806483,1
"20",20,"PB","simplexEDM",0.471669317365344,0.75
"20",20,"PE","simplexEDM",0.971306934864177,0.75
"20",20,"PF","simplexEDM",0.0573770491803278,1
"20",20,"PH","simplexEDM",0,1
"20",20,"PL","simplexEDM",0.0132450331125828,1
"20",20,"PM","simplexEDM",0.029126213592233,1
"20",20,"PP","simplexEDM",6.66504093783857,0.5
"20",20,"RF","simplexEDM",0,1
"20",20,"RM","simplexEDM",0.0972762645914399,1
"20",20,"RO","simplexEDM",0.00711743772241997,1
"20",20,"SF","simplexEDM",0.0285714285714287,1
"20",20,"SH","simplexEDM",0.0217391304347825,1
"20",20,"SO","simplexEDM",0,1
"20",20,"total","simplexEDM",10.7819293264239,0.5
"21",21,"BA","simplexEDM",0.0483870967741934,1
"21",21,"DM","simplexEDM",0.434969153472852,1
"21",21,"DO","simplexEDM",0.0743801652892565,1
"21",21,"DS","simplexEDM",0,1
"21",21,"NA","simplexEDM",0.020746887966805,1
"21",21,"OL","simplexEDM",0.0271493212669684,1
"21",21,"OT","simplexEDM",0.94745199883962,1
"21",21,"PB","simplexEDM",2.59647641057886,1
"21",21,"PE","simplexEDM",1.07518405924087,0.5
"21",21,"PF","simplexEDM",0.144736842105263,1
"21",21,"PH","simplexEDM",0.00657894736842109,1
"21",21,"PL","simplexEDM",0.0224719101123596,1
"21",21,"PM","simplexEDM",0.0621468926553673,1
"21",21,"PP","simplexEDM",10.1128426087336,1
"21",21,"RF","simplexEDM",0.00657894736842109,1
"21",21,"RM","simplexEDM",0.721141071111918,1
"21",21,"RO","simplexEDM",0.0190114068441064,1
"21",21,"SF","simplexEDM",0.0165975103734439,1
"21",21,"SH","simplexEDM",0.0321100917431194,1
"21",21,"SO","simplexEDM",0,1
"21",21,"total","simplexEDM",12.5015998976131,0.5
"22",22,"BA","AutoArima",1.15512280865789e-05,1
"22",22,"DM","AutoArima",11.4933101437904,1
"22",22,"DO","AutoArima",2.03161722653969,1
"22",22,"DS","AutoArima",0.256286279291312,1
"22",22,"NA","AutoArima",0.341839674174498,1
"22",22,"OL","AutoArima",1.87882540222727,1
"22",22,"OT","AutoArima",1.59622213217908,1
"22",22,"PB","AutoArima",2.07187027522679,1
"22",22,"PE","AutoArima",2.61802978983039,1
"22",22,"PF","AutoArima",0.5,1
"22",22,"PH","AutoArima",0.0440606322608266,1
"22",22,"PL","AutoArima",0.388832247776448,1
"22",22,"PM","AutoArima",0,1
"22",22,"PP","AutoArima",59.3794415693785,1
"22",22,"RF","AutoArima",0.0236475449420157,1
"22",22,"RM","AutoArima",1.69469706678206,1
"22",22,"RO","AutoArima",0.288721502446165,1
"22",22,"SF","AutoArima",1.05135799276592,1
"22",22,"SH","AutoArima",1.25343410874409,1
"22",22,"SO","AutoArima",0.0118360020730206,1
"22",22,"total","AutoArima",75.1812250736875,1
"23",23,"BA","AutoArima",5.92406585293582e-07,1
"23",23,"DM","AutoArima",10.023205414147,0.75
"23",23,"DO","AutoArima",2.88311852282838,1
"23",23,"DS","AutoArima",9.86887599588843e-130,1
"23",23,"NA","AutoArima",0.00185377440935754,1
"23",23,"OL","AutoArima",1,1
"23",23,"OT","AutoArima",1.81499819762175,1
"23",23,"PB","AutoArima",0.499999900855779,1
"23",23,"PE","AutoArima",0.910451636816158,0.75
"23",23,"PF","AutoArima",0,1
"23",23,"PL","AutoArima",0.0161675556169787,1
"23",23,"PM","AutoArima",0.000577408996088071,1
"23",23,"PP","AutoArima",12.3452366740065,1
"23",23,"RM","AutoArima",0.334660287112103,1
"23",23,"RO","AutoArima",5.51339509453289e-06,1
"23",23,"SF","AutoArima",0.167663889083004,1
"23",23,"SH","AutoArima",0.107429511788669,1
"23",23,"total","AutoArima",18.4275496196411,1
"24",24,"BA","AutoArima",1.18248467676804e-05,1
"24",24,"DM","AutoArima",0.602553428509536,1
"24",24,"DO","AutoArima",0,1
"24",24,"NA","AutoArima",0.074424219146556,1
"24",24,"OL","AutoArima",0.146903235380991,1
"24",24,"OT","AutoArima",0.436128783278542,1
"24",24,"PB","AutoArima",2.30466482836017,1
"24",24,"PE","AutoArima",1.17841134702953,1
"24",24,"PF","AutoArima",0,1
"24",24,"PH","AutoArima",0.00791145083807183,1
"24",24,"PL","AutoArima",0.0411052452647031,1
"24",24,"PM","AutoArima",0.000342759962118975,1
"24",24,"PP","AutoArima",11.0403061751649,1
"24",24,"RF","AutoArima",0.00791145083807183,1
"24",24,"RM","AutoArima",0.292990713233434,1
"24",24,"RO","AutoArima",0.0738147704556469,1
"24",24,"SF","AutoArima",0.290772418843426,1
"24",24,"SH","AutoArima",0.310042680989109,1
"24",24,"total","AutoArima",16.3009321511748,1
"25",25,"BA","ESSS",7.00556927453208e-34,1
"25",25,"DM","ESSS",9.58173157570366,0.75
"25",25,"DO","ESSS",2.99297172617325,1
"25",25,"DS","ESSS",2.0902002522494e-05,1
"25",25,"NA","ESSS",0.369527755426056,1
"25",25,"OL","ESSS",1.89569980635378,1
"25",25,"OT","ESSS",1.62998419405824,1
"25",25,"PB","ESSS",2.12139117036474,1
"25",25,"PE","ESSS",3.29005290730148,1
"25",25,"PF","ESSS",0.437812733632074,1
"25",25,"PH","ESSS",3.72748463715512e-05,1
"25",25,"PL","ESSS",2.46016106533741e-12,1
"25",25,"PM","ESSS",2.3362292021441e-30,1
"25",25,"PP","ESSS",71.5356175844114,1
"25",25,"RF","ESSS",0.0489976722224775,1
"25",25,"RM","ESSS",2.06155281280883,1
"25",25,"RO","ESSS",1.26232680265796e-32,1
"25",25,"SF","ESSS",6.14715064192571e-19,1
"25",25,"SH","ESSS",1.03413811175985e-12,1
"25",25,"SO","ESSS",0.0118053331498639,1
"25",25,"total","ESSS",73.7134777480281,1
"26",26,"BA","ESSS",4.73178081436351e-15,1
"26",26,"DM","ESSS",9.87212629929774,0.75
"26",26,"DO","ESSS",0.498827021717665,1
"26",26,"DS","ESSS",0.00129115881974999,1
"26",26,"NA","ESSS",5.49987896073211e-07,1
"26",26,"OL","ESSS",0.607542926217902,1
"26",26,"OT","ESSS",1.50516140935823,1
"26",26,"PB","ESSS",0.5,1
"26",26,"PE","ESSS",0.875211840217745,1
"26",26,"PF","ESSS",2.51061651023897e-07,1
"26",26,"PL","ESSS",0.0130296390808162,1
"26",26,"PM","ESSS",1.71726690966057e-06,1
"26",26,"PP","ESSS",14.2127691049487,1
"26",26,"RM","ESSS",5.35355808733069e-14,1
"26",26,"RO","ESSS",3.11630496403064e-21,1
"26",26,"SF","ESSS",4.17811885289928e-26,1
"26",26,"SH","ESSS",1.12818370936299e-120,1
"26",26,"total","ESSS",11.0310759650585,1
"27",27,"BA","ESSS",3.5060979861515e-16,1
"27",27,"DM","ESSS",0.499917273992156,1
"27",27,"DO","ESSS",7.42183958090181e-21,1
"27",27,"NA","ESSS",2.44551450582448e-18,1
"27",27,"OL","ESSS",1.54192309169808e-16,1
"27",27,"OT","ESSS",0.462222945093381,1
"27",27,"PB","ESSS",2.39772785420948,1
"27",27,"PE","ESSS",1.15392365367478,1
"27",27,"PF","ESSS",1.59879909967502e-14,1
"27",27,"PH","ESSS",0.00651652821684824,1
"27",27,"PL","ESSS",0.0358660839165839,1
"27",27,"PM","ESSS",1.94612747916357e-18,1
"27",27,"PP","ESSS",11.1355287256571,1
"27",27,"RF","ESSS",0.00651652821684824,1
"27",27,"RM","ESSS",0.866025403784439,1
"27",27,"RO","ESSS",1.15754024189253e-11,1
"27",27,"SF","ESSS",2.89988034743938e-46,1
"27",27,"SH","ESSS",1.67643488213699e-29,1
"27",27,"total","ESSS",16.7023186103075,1
"28",28,"BA","jags_RW",0.0545435605731786,1
"28",28,"DM","jags_RW",53.9058901164798,1
"28",28,"DO","jags_RW",4.97048254699682,1
"28",28,"DS","jags_RW",0.0789382670192347,1
"28",28,"NA","jags_RW",0.563336045358363,1
"28",28,"OL","jags_RW",2.05661256681953,0.75
"28",28,"OT","jags_RW",9.89410401451289,1
"28",28,"PB","jags_RW",2.71944930086957,0.75
"28",28,"PE","jags_RW",2.84919966832793,0.75
"28",28,"PF","jags_RW",0.796210870310121,1
"28",28,"PH","jags_RW",0.0507247474118896,1
"28",28,"PL","jags_RW",0.167,0
"28",28,"PM","jags_RW",0.0787559521560117,1
"28",28,"PP","jags_RW",240.327215370003,0.25
"28",28,"RF","jags_RW",0.0352526594741446,1
"28",28,"RM","jags_RW",1.72613209228031,0.5
"28",28,"RO","jags_RW",0.0827496223556337,1
"28",28,"SF","jags_RW",0.0323805497173844,1
"28",28,"SH","jags_RW",0.571466096982139,1
"28",28,"SO","jags_RW",0.024688053791257,1
"28",28,"total","jags_RW",257.098575395703,0.75
"29",29,"BA","jags_RW",0.141,0
"29",29,"DM","jags_RW",3.01809853218877,1
