"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","sAutoArima","controls","SH",0.10486093770787033,-0.7652545578512746,0.9749764332670152,217,567,568,580,0.95,126,,3264
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","sAutoArima","controls","SH",0.11009958329032263,-0.8880084204048293,1.1082075869854746,217,567,568,580,0.95,126,,3264
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","sAutoArima","controls","SH",0.07522199147478995,-0.9553758260012076,1.1058198089507876,217,567,568,580,0.95,126,,3264
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","sAutoArima","controls","SH",0.014574229419339224,-1.0160235880566584,1.0451720468953367,217,567,568,580,0.95,126,,3264
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","sAutoArima","controls","SH",-0.019072807688077884,-1.0496706251640755,1.0115250097879196,217,567,568,580,0.95,126,,3264
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","sAutoArima","controls","SH",-0.020126251458927713,-1.0507240689349253,1.0104715660170698,217,567,568,580,0.95,126,,3264
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","sAutoArima","controls","SH",0.012303590361092409,-1.0182942271149051,1.04290140783709,217,567,568,580,0.95,126,,3264
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","sAutoArima","controls","SH",0.07127887575967046,-0.959318941716327,1.101876693235668,217,567,568,580,0.95,126,,3264
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","sAutoArima","controls","SH",0.1386339477485417,-0.8919638697274559,1.1692317652245392,217,567,568,580,0.95,126,,3264
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","sAutoArima","controls","SH",0.2018583069515089,-0.8287395105244887,1.2324561244275065,217,567,568,580,0.95,126,,3264
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","sAutoArima","controls","SH",0.24131828804918715,-0.7892795294268105,1.2719161055251846,217,567,568,580,0.95,126,,3264
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","sAutoArima","controls","SH",0.24912093760229698,-0.7814768798737006,1.2797187550782945,217,567,568,580,0.95,126,,3264
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","sAutoArima","controls","SH",0.22295884403205934,-0.8076389734439382,1.253556661508057,217,567,568,580,0.95,126,,3264
