"cast_date","cast_month","cast_year","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2023-02-16",2,2023,"abundance","jags_logistic_covariates","controls","DM",7.211,0.056,23.018,119,0.95,"3031.1",3031,NA,565,217,564,565,576,1,NA,NA
"2023-02-16",3,2023,"abundance","jags_logistic_covariates","controls","DM",7.254,0.056,23.199,119,0.95,"3031.1",3031,NA,566,217,564,565,576,2,NA,NA
"2023-02-16",4,2023,"abundance","jags_logistic_covariates","controls","DM",7.358,0.058,23.608,119,0.95,"3031.1",3031,NA,567,217,564,565,576,3,NA,NA
"2023-02-16",5,2023,"abundance","jags_logistic_covariates","controls","DM",7.55,0.062,24.331,119,0.95,"3031.1",3031,NA,568,217,564,565,576,4,NA,NA
"2023-02-16",6,2023,"abundance","jags_logistic_covariates","controls","DM",7.722,0.066,24.968,119,0.95,"3031.1",3031,NA,569,217,564,565,576,5,NA,NA
"2023-02-16",7,2023,"abundance","jags_logistic_covariates","controls","DM",7.809,0.068,25.293,119,0.95,"3031.1",3031,NA,570,217,564,565,576,6,NA,NA
"2023-02-16",8,2023,"abundance","jags_logistic_covariates","controls","DM",7.608,0.06,24.619,119,0.95,"3031.1",3031,NA,571,217,564,565,576,7,NA,NA
"2023-02-16",9,2023,"abundance","jags_logistic_covariates","controls","DM",7.239,0.049,23.303,119,0.95,"3031.1",3031,NA,572,217,564,565,576,8,NA,NA
"2023-02-16",10,2023,"abundance","jags_logistic_covariates","controls","DM",6.816,0.04,21.721,119,0.95,"3031.1",3031,NA,573,217,564,565,576,9,NA,NA
"2023-02-16",11,2023,"abundance","jags_logistic_covariates","controls","DM",6.635,0.037,21.037,119,0.95,"3031.1",3031,NA,574,217,564,565,576,10,NA,NA
"2023-02-16",12,2023,"abundance","jags_logistic_covariates","controls","DM",6.633,0.036,21.05,119,0.95,"3031.1",3031,NA,575,217,564,565,576,11,NA,NA
"2023-02-16",1,2024,"abundance","jags_logistic_covariates","controls","DM",6.72,0.037,21.41,119,0.95,"3031.1",3031,NA,576,217,564,565,576,12,NA,NA
