"cast_date","cast_month","cast_year","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_id","cast_group","confidence_level","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2020-09-10",2,2020,"abundance","jags_RW","exclosures","PF",0.014,0,0.078,"1221.9",49,0.95,1221,NA,528,217,534,528,546,-6,NA,NA
"2020-09-10",3,2020,"abundance","jags_RW","exclosures","PF",0.024,0,0.121,"1221.9",49,0.95,1221,NA,529,217,534,528,546,-5,NA,NA
"2020-09-10",4,2020,"abundance","jags_RW","exclosures","PF",0.035,0,0.156,"1221.9",49,0.95,1221,NA,530,217,534,528,546,-4,NA,NA
"2020-09-10",5,2020,"abundance","jags_RW","exclosures","PF",0.049,0,0.206,"1221.9",49,0.95,1221,NA,531,217,534,528,546,-3,NA,NA
"2020-09-10",6,2020,"abundance","jags_RW","exclosures","PF",0.068,0,0.259,"1221.9",49,0.95,1221,NA,532,217,534,528,546,-2,NA,NA
"2020-09-10",7,2020,"abundance","jags_RW","exclosures","PF",0.09,0,0.329,"1221.9",49,0.95,1221,NA,533,217,534,528,546,-1,NA,NA
"2020-09-10",8,2020,"abundance","jags_RW","exclosures","PF",0.123,0,0.394,"1221.9",49,0.95,1221,NA,534,217,534,528,546,0,NA,NA
"2020-09-10",9,2020,"abundance","jags_RW","exclosures","PF",0.151,0,0.488,"1221.9",49,0.95,1221,NA,535,217,534,528,546,1,NA,NA
"2020-09-10",10,2020,"abundance","jags_RW","exclosures","PF",0.192,0,0.553,"1221.9",49,0.95,1221,NA,536,217,534,528,546,2,NA,NA
"2020-09-10",11,2020,"abundance","jags_RW","exclosures","PF",0.24,0,0.65,"1221.9",49,0.95,1221,NA,537,217,534,528,546,3,NA,NA
"2020-09-10",12,2020,"abundance","jags_RW","exclosures","PF",0.29,0,0.734,"1221.9",49,0.95,1221,NA,538,217,534,528,546,4,NA,NA
"2020-09-10",1,2021,"abundance","jags_RW","exclosures","PF",0.377,0,0.844,"1221.9",49,0.95,1221,NA,539,217,534,528,546,5,NA,NA
"2020-09-10",2,2021,"abundance","jags_RW","exclosures","PF",0.469,0,0.955,"1221.9",49,0.95,1221,NA,540,217,534,528,546,6,NA,NA
"2020-09-10",3,2021,"abundance","jags_RW","exclosures","PF",0.522,0,1.094,"1221.9",49,0.95,1221,NA,541,217,534,528,546,7,NA,NA
"2020-09-10",4,2021,"abundance","jags_RW","exclosures","PF",0.618,0,1.206,"1221.9",49,0.95,1221,NA,542,217,534,528,546,8,NA,NA
"2020-09-10",5,2021,"abundance","jags_RW","exclosures","PF",0.717,0,1.374,"1221.9",49,0.95,1221,NA,543,217,534,528,546,9,NA,NA
"2020-09-10",6,2021,"abundance","jags_RW","exclosures","PF",0.783,0,1.486,"1221.9",49,0.95,1221,NA,544,217,534,528,546,10,NA,NA
"2020-09-10",7,2021,"abundance","jags_RW","exclosures","PF",0.952,0,1.685,"1221.9",49,0.95,1221,NA,545,217,534,528,546,11,NA,NA
"2020-09-10",8,2021,"abundance","jags_RW","exclosures","PF",1.087,0,1.893,"1221.9",49,0.95,1221,NA,546,217,534,528,546,12,NA,NA
