"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","ESSS","controls","PM",8.11744955118185e-14,-0.9642201450575212,0.9642201450576835,217,567,568,580,0.95,126,,3307
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","ESSS","controls","PM",8.11744955118185e-14,-1.0119236203070692,1.0119236203072317,217,567,568,580,0.95,126,,3307
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","ESSS","controls","PM",8.11744955118185e-14,-1.0574773465828877,1.0574773465830503,217,567,568,580,0.95,126,,3307
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","ESSS","controls","PM",8.11744955118185e-14,-1.101148157032742,1.1011481570329045,217,567,568,580,0.95,126,,3307
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","ESSS","controls","PM",8.11744955118185e-14,-1.143151866086577,1.1431518660867395,217,567,568,580,0.95,126,,3307
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","ESSS","controls","PM",8.11744955118185e-14,-1.183665963917964,1.1836659639181266,217,567,568,580,0.95,126,,3307
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","ESSS","controls","PM",8.11744955118185e-14,-1.2228385172779206,1.2228385172780831,217,567,568,580,0.95,126,,3307
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","ESSS","controls","PM",8.11744955118185e-14,-1.2607945766615127,1.2607945766616753,217,567,568,580,0.95,126,,3307
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","ESSS","controls","PM",8.11744955118185e-14,-1.2976408939840416,1.2976408939842041,217,567,568,580,0.95,126,,3307
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","ESSS","controls","PM",8.11744955118185e-14,-1.333469465319819,1.3334694653199815,217,567,568,580,0.95,126,,3307
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","ESSS","controls","PM",8.11744955118185e-14,-1.3683602377082376,1.3683602377084,217,567,568,580,0.95,126,,3307
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","ESSS","controls","PM",8.11744955118185e-14,-1.4023832091627328,1.4023832091628954,217,567,568,580,0.95,126,,3307
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","ESSS","controls","PM",8.11744955118185e-14,-1.435600080294713,1.4356000802948756,217,567,568,580,0.95,126,,3307
