"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","AutoArima","exclosures","NA",0.95,0.082802150398674,-0.548030063142179,0.713634363939527,2694,"2694.04",,555,2022-07-21,4,2022,104,217,557,555,569,-2,,
"abundance","AutoArima","exclosures","NA",0.95,0.108398465178007,-0.551872995836759,0.768669926192773,2694,"2694.04",,556,2022-07-21,5,2022,104,217,557,555,569,-1,,
"abundance","AutoArima","exclosures","NA",0.95,0.108398465178007,-0.551872995836759,0.768669926192773,2694,"2694.04",,557,2022-07-21,6,2022,104,217,557,555,569,0,,
"abundance","AutoArima","exclosures","NA",0.95,0.108398465178007,-0.551872995836759,0.768669926192773,2694,"2694.04",,558,2022-07-21,7,2022,104,217,557,555,569,1,,
"abundance","AutoArima","exclosures","NA",0.95,0.108398465178007,-0.551872995836759,0.768669926192773,2694,"2694.04",,559,2022-07-21,8,2022,104,217,557,555,569,2,,
"abundance","AutoArima","exclosures","NA",0.95,0.108398465178007,-0.551872995836759,0.768669926192773,2694,"2694.04",,560,2022-07-21,9,2022,104,217,557,555,569,3,,
"abundance","AutoArima","exclosures","NA",0.95,0.108398465178007,-0.551872995836759,0.768669926192773,2694,"2694.04",,561,2022-07-21,10,2022,104,217,557,555,569,4,,
"abundance","AutoArima","exclosures","NA",0.95,0.108398465178007,-0.551872995836759,0.768669926192773,2694,"2694.04",,562,2022-07-21,11,2022,104,217,557,555,569,5,,
"abundance","AutoArima","exclosures","NA",0.95,0.108398465178007,-0.551872995836759,0.768669926192773,2694,"2694.04",,563,2022-07-21,12,2022,104,217,557,555,569,6,,
"abundance","AutoArima","exclosures","NA",0.95,0.108398465178007,-0.551872995836759,0.768669926192773,2694,"2694.04",,564,2022-07-21,1,2023,104,217,557,555,569,7,,
"abundance","AutoArima","exclosures","NA",0.95,0.108398465178007,-0.551872995836759,0.768669926192773,2694,"2694.04",,565,2022-07-21,2,2023,104,217,557,555,569,8,,
"abundance","AutoArima","exclosures","NA",0.95,0.108398465178007,-0.551872995836759,0.768669926192773,2694,"2694.04",,566,2022-07-21,3,2023,104,217,557,555,569,9,,
"abundance","AutoArima","exclosures","NA",0.95,0.108398465178007,-0.551872995836759,0.768669926192773,2694,"2694.04",,567,2022-07-21,4,2023,104,217,557,555,569,10,,
"abundance","AutoArima","exclosures","NA",0.95,0.108398465178007,-0.551872995836759,0.768669926192773,2694,"2694.04",,568,2022-07-21,5,2023,104,217,557,555,569,11,,
"abundance","AutoArima","exclosures","NA",0.95,0.108398465178007,-0.551872995836759,0.768669926192773,2694,"2694.04",,569,2022-07-21,6,2023,104,217,557,555,569,12,,
