"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","ESSS","all","NA",0.17719565890639324,-2.707946816331752,3.0623381341445386,217,567,568,580,0.95,126,,3283
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","ESSS","all","NA",0.17719565890639324,-2.967363899809753,3.3217552176225396,217,567,568,580,0.95,126,,3283
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","ESSS","all","NA",0.17719565890639324,-3.20695305741842,3.5613443752312066,217,567,568,580,0.95,126,,3283
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","ESSS","all","NA",0.17719565890639324,-3.4306666236776686,3.785057941490455,217,567,568,580,0.95,126,,3283
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","ESSS","all","NA",0.17719565890639324,-3.6412959236406306,3.995687241453417,217,567,568,580,0.95,126,,3283
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","ESSS","all","NA",0.17719565890639324,-3.84089912368302,4.195290441495807,217,567,568,580,0.95,126,,3283
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","ESSS","all","NA",0.17719565890639324,-4.031045469850614,4.3854367876634015,217,567,568,580,0.95,126,,3283
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","ESSS","all","NA",0.17719565890639324,-4.212963918335857,4.567355236148645,217,567,568,580,0.95,126,,3283
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","ESSS","all","NA",0.17719565890639324,-4.387638273400635,4.742029591213423,217,567,568,580,0.95,126,,3283
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","ESSS","all","NA",0.17719565890639324,-4.555870635308325,4.910261953121112,217,567,568,580,0.95,126,,3283
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","ESSS","all","NA",0.17719565890639324,-4.718325177666692,5.0727164954794794,217,567,568,580,0.95,126,,3283
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","ESSS","all","NA",0.17719565890639324,-4.875559230974081,5.229950548786868,217,567,568,580,0.95,126,,3283
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","ESSS","all","NA",0.17719565890639324,-5.02804590062769,5.382437218440478,217,567,568,580,0.95,126,,3283
