"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","psGARCH","controls","RM",1.0925885218813767,0,3,217,567,568,580,0.95,126,,3571
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","psGARCH","controls","RM",0.5721849471068289,0,3,217,567,568,580,0.95,126,,3571
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","psGARCH","controls","RM",0.4300881206274665,0,2,217,567,568,580,0.95,126,,3571
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","psGARCH","controls","RM",0.3912760610394459,0,2,217,567,568,580,0.95,126,,3571
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","psGARCH","controls","RM",0.3806739463995553,0,2,217,567,568,580,0.95,126,,3571
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","psGARCH","controls","RM",0.3777777319462333,0,2,217,567,568,580,0.95,126,,3571
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","psGARCH","controls","RM",0.3769865572830278,0,2,217,567,568,580,0.95,126,,3571
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","psGARCH","controls","RM",0.3767704273263495,0,2,217,567,568,580,0.95,126,,3571
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","psGARCH","controls","RM",0.37671138576697183,0,2,217,567,568,580,0.95,126,,3571
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","psGARCH","controls","RM",0.3766952570157715,0,2,217,567,568,580,0.95,126,,3571
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","psGARCH","controls","RM",0.3766419350289627,0,2,217,567,568,580,0.95,126,,3571
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","psGARCH","controls","RM",0.3766046290198947,0,2,217,567,568,580,0.95,126,,3571
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","psGARCH","controls","RM",0.3766043735990193,0,2,217,567,568,580,0.95,126,,3571
