"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","ESSS","all","OL",0.9130726378657784,-2.2773652644466105,4.103510540178167,217,567,568,580,0.95,126,,3284
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","ESSS","all","OL",0.9130726378657784,-2.9902580735378095,4.8164033492693665,217,567,568,580,0.95,126,,3284
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","ESSS","all","OL",0.9130726378657784,-3.5917122933669434,5.4178575690985005,217,567,568,580,0.95,126,,3284
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","ESSS","all","OL",0.9130726378657784,-4.121823975843024,5.947969251574581,217,567,568,580,0.95,126,,3284
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","ESSS","all","OL",0.9130726378657784,-4.601207056238549,6.4273523319701065,217,567,568,580,0.95,126,,3284
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","ESSS","all","OL",0.9130726378657784,-5.042124854987527,6.868270130719084,217,567,568,580,0.95,126,,3284
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","ESSS","all","OL",0.9130726378657784,-5.452575311319069,7.278720587050626,217,567,568,580,0.95,126,,3284
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","ESSS","all","OL",0.9130726378657784,-5.838117660669452,7.664262936401009,217,567,568,580,0.95,126,,3284
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","ESSS","all","OL",0.9130726378657784,-6.202801664081325,8.028946939812881,217,567,568,580,0.95,126,,3284
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","ESSS","all","OL",0.9130726378657784,-6.549685814287564,8.37583109001912,217,567,568,580,0.95,126,,3284
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","ESSS","all","OL",0.9130726378657784,-6.881147037589944,8.707292313321501,217,567,568,580,0.95,126,,3284
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","ESSS","all","OL",0.9130726378657784,-7.199076090019829,9.025221365751385,217,567,568,580,0.95,126,,3284
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","ESSS","all","OL",0.9130726378657784,-7.505006336425862,9.331151612157418,217,567,568,580,0.95,126,,3284
