"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbsGARCH","all","NA",1.3263785639522,0,5,0.95,2065,"2065.05",,552,2022-01-13,2,2022,79,217,551,552,563,1,,
"abundance","nbsGARCH","all","NA",1.55690963396643,0,6,0.95,2065,"2065.05",,553,2022-01-13,3,2022,79,217,551,552,563,2,,
"abundance","nbsGARCH","all","NA",1.78677379325223,0,7,0.95,2065,"2065.05",,554,2022-01-13,4,2022,79,217,551,552,563,3,,
"abundance","nbsGARCH","all","NA",1.92368537687733,0,8,0.95,2065,"2065.05",,555,2022-01-13,4,2022,79,217,551,552,563,4,,
"abundance","nbsGARCH","all","NA",2.045020892351,0,8,0.95,2065,"2065.05",,556,2022-01-13,5,2022,79,217,551,552,563,5,,
"abundance","nbsGARCH","all","NA",2.12998080868652,0,8,0.95,2065,"2065.05",,557,2022-01-13,6,2022,79,217,551,552,563,6,,
"abundance","nbsGARCH","all","NA",2.16689773511069,0,9,0.95,2065,"2065.05",,558,2022-01-13,7,2022,79,217,551,552,563,7,,
"abundance","nbsGARCH","all","NA",2.15877900776,0,8,0.95,2065,"2065.05",,559,2022-01-13,8,2022,79,217,551,552,563,8,,
"abundance","nbsGARCH","all","NA",2.15082952674098,0,8,0.95,2065,"2065.05",,560,2022-01-13,9,2022,79,217,551,552,563,9,,
"abundance","nbsGARCH","all","NA",2.094706451735,0,8,0.95,2065,"2065.05",,561,2022-01-13,10,2022,79,217,551,552,563,10,,
"abundance","nbsGARCH","all","NA",1.97307143536282,0,8,0.95,2065,"2065.05",,562,2022-01-13,11,2022,79,217,551,552,563,11,,
"abundance","nbsGARCH","all","NA",1.9703101336072,0,8,0.95,2065,"2065.05",,563,2022-01-13,12,2022,79,217,551,552,563,12,,
