"cast_date","cast_month","cast_year","currency","model","cast_group","confidence_level","dataset","species","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-04-28",4,2022,"abundance","ESSS",92,0.95,"exclosures","BA",2.01136949351415e-27,-1.30502048727245,1.30502048727245,"2414.1",2414,NA,554,217,554,554,566,0,NA,NA
"2022-04-28",4,2022,"abundance","ESSS",92,0.95,"exclosures","BA",2.01136949351415e-27,-1.50734692162449,1.50734692162449,"2414.1",2414,NA,555,217,554,554,566,1,NA,NA
"2022-04-28",5,2022,"abundance","ESSS",92,0.95,"exclosures","BA",2.01136949351415e-27,-1.68555955458739,1.68555955458739,"2414.1",2414,NA,556,217,554,554,566,2,NA,NA
"2022-04-28",6,2022,"abundance","ESSS",92,0.95,"exclosures","BA",2.01136949351415e-27,-1.84665299447158,1.84665299447158,"2414.1",2414,NA,557,217,554,554,566,3,NA,NA
"2022-04-28",7,2022,"abundance","ESSS",92,0.95,"exclosures","BA",2.01136949351415e-27,-1.99477907346173,1.99477907346173,"2414.1",2414,NA,558,217,554,554,566,4,NA,NA
"2022-04-28",8,2022,"abundance","ESSS",92,0.95,"exclosures","BA",2.01136949351415e-27,-2.1326415127374,2.1326415127374,"2414.1",2414,NA,559,217,554,554,566,5,NA,NA
"2022-04-28",9,2022,"abundance","ESSS",92,0.95,"exclosures","BA",2.01136949351415e-27,-2.26211761227856,2.26211761227856,"2414.1",2414,NA,560,217,554,554,566,6,NA,NA
"2022-04-28",10,2022,"abundance","ESSS",92,0.95,"exclosures","BA",2.01136949351415e-27,-2.38457383230439,2.38457383230439,"2414.1",2414,NA,561,217,554,554,566,7,NA,NA
"2022-04-28",11,2022,"abundance","ESSS",92,0.95,"exclosures","BA",2.01136949351415e-27,-2.50104150937982,2.50104150937982,"2414.1",2414,NA,562,217,554,554,566,8,NA,NA
"2022-04-28",12,2022,"abundance","ESSS",92,0.95,"exclosures","BA",2.01136949351415e-27,-2.61232174541554,2.61232174541554,"2414.1",2414,NA,563,217,554,554,566,9,NA,NA
"2022-04-28",1,2023,"abundance","ESSS",92,0.95,"exclosures","BA",2.01136949351415e-27,-2.71905152056758,2.71905152056758,"2414.1",2414,NA,564,217,554,554,566,10,NA,NA
"2022-04-28",2,2023,"abundance","ESSS",92,0.95,"exclosures","BA",2.01136949351415e-27,-2.82174723202325,2.82174723202325,"2414.1",2414,NA,565,217,554,554,566,11,NA,NA
"2022-04-28",3,2023,"abundance","ESSS",92,0.95,"exclosures","BA",2.01136949351415e-27,-2.92083442039443,2.92083442039443,"2414.1",2414,NA,566,217,554,554,566,12,NA,NA
