"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","ESSS",0.95,"exclosures","PL",0.032268813299848,-0.402055106722246,0.466592733321941,2742,"2742.12",,558,2022-08-04,7,2022,106,217,558,558,570,0,,
"abundance","ESSS",0.95,"exclosures","PL",0.032268813299848,-0.402055108894671,0.466592735494367,2742,"2742.12",,559,2022-08-04,8,2022,106,217,558,558,570,1,,
"abundance","ESSS",0.95,"exclosures","PL",0.032268813299848,-0.402055111067096,0.466592737666792,2742,"2742.12",,560,2022-08-04,9,2022,106,217,558,558,570,2,,
"abundance","ESSS",0.95,"exclosures","PL",0.032268813299848,-0.402055113239522,0.466592739839217,2742,"2742.12",,561,2022-08-04,10,2022,106,217,558,558,570,3,,
"abundance","ESSS",0.95,"exclosures","PL",0.032268813299848,-0.402055115411947,0.466592742011643,2742,"2742.12",,562,2022-08-04,11,2022,106,217,558,558,570,4,,
"abundance","ESSS",0.95,"exclosures","PL",0.032268813299848,-0.402055117584372,0.466592744184068,2742,"2742.12",,563,2022-08-04,12,2022,106,217,558,558,570,5,,
"abundance","ESSS",0.95,"exclosures","PL",0.032268813299848,-0.402055119756797,0.466592746356493,2742,"2742.12",,564,2022-08-04,1,2023,106,217,558,558,570,6,,
"abundance","ESSS",0.95,"exclosures","PL",0.032268813299848,-0.402055121929223,0.466592748528918,2742,"2742.12",,565,2022-08-04,2,2023,106,217,558,558,570,7,,
"abundance","ESSS",0.95,"exclosures","PL",0.032268813299848,-0.402055124101648,0.466592750701344,2742,"2742.12",,566,2022-08-04,3,2023,106,217,558,558,570,8,,
"abundance","ESSS",0.95,"exclosures","PL",0.032268813299848,-0.402055126274073,0.466592752873769,2742,"2742.12",,567,2022-08-04,4,2023,106,217,558,558,570,9,,
"abundance","ESSS",0.95,"exclosures","PL",0.032268813299848,-0.402055128446498,0.466592755046194,2742,"2742.12",,568,2022-08-04,5,2023,106,217,558,558,570,10,,
"abundance","ESSS",0.95,"exclosures","PL",0.032268813299848,-0.402055130618924,0.466592757218619,2742,"2742.12",,569,2022-08-04,6,2023,106,217,558,558,570,11,,
"abundance","ESSS",0.95,"exclosures","PL",0.032268813299848,-0.402055132791349,0.466592759391045,2742,"2742.12",,570,2022-08-04,7,2023,106,217,558,558,570,12,,
