"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2022-05-19",4,2022,555,"abundance","jags_RW","dm_controls","DM",21.228,12.83,30.129,95,0.95,217,555,2495
"2022-05-19",5,2022,556,"abundance","jags_RW","dm_controls","DM",35.243,0.173,124.434,95,0.95,217,555,2495
"2022-05-19",6,2022,557,"abundance","jags_RW","dm_controls","DM",45.022,1.589,196.9,95,0.95,217,555,2495
"2022-05-19",7,2022,558,"abundance","jags_RW","dm_controls","DM",50.34,0.851,196.9,95,0.95,217,555,2495
"2022-05-19",8,2022,559,"abundance","jags_RW","dm_controls","DM",53.621,0.5,196.9,95,0.95,217,555,2495
"2022-05-19",9,2022,560,"abundance","jags_RW","dm_controls","DM",54.359,0.296,196.9,95,0.95,217,555,2495
"2022-05-19",10,2022,561,"abundance","jags_RW","dm_controls","DM",54.254,0.173,196.9,95,0.95,217,555,2495
"2022-05-19",11,2022,562,"abundance","jags_RW","dm_controls","DM",54.286,0.113,196.9,95,0.95,217,555,2495
"2022-05-19",12,2022,563,"abundance","jags_RW","dm_controls","DM",54.046,0.048,196.9,95,0.95,217,555,2495
"2022-05-19",1,2023,564,"abundance","jags_RW","dm_controls","DM",53.617,0.007,196.9,95,0.95,217,555,2495
"2022-05-19",2,2023,565,"abundance","jags_RW","dm_controls","DM",52.215,0,196.9,95,0.95,217,555,2495
"2022-05-19",3,2023,566,"abundance","jags_RW","dm_controls","DM",51.036,0,196.9,95,0.95,217,555,2495
"2022-05-19",4,2023,567,"abundance","jags_RW","dm_controls","DM",50.625,0,196.9,95,0.95,217,555,2495
