"newmoonnumber","date","mintemp","maxtemp","meantemp","precipitation","warm_precip","ndvi","warm_precip_3_moon","ndvi_13_moon","ordii_controls","source"
567,"2023-04-20",6.09337700737847,33.1385125054253,21.1430544044539,6.58297334164381,6.58297334164381,0.172739333796594,8.36097334164381,2.5925369462588,3.64885614850878,"forecast"
568,"2023-05-19",7.6933839586046,39.542104932997,23.1358251924868,0.0967092049773782,0.0967092049773782,0.183406344133613,6.67968254662119,2.6406698012462,3.41795265002107,"forecast"
569,"2023-06-18",13.6267640855577,39.3421257866753,27.8097149786821,19.4851336169988,19.4851336169988,0.19465252352428,26.16481616362,2.69957067381132,3.25147080649074,"forecast"
570,"2023-07-17",15.6637212965224,35.6757736206055,25.6019928543656,92.7973015446216,92.7973015446216,0.20187247004148,112.379144366598,2.75573615802792,3.11214000305018,"forecast"
571,"2023-08-16",14.4054815504286,35.3748999701606,25.3750152880205,47.5623311998323,47.5623311998323,0.203290212527483,159.844766361453,2.74290254034177,3.01200752427334,"forecast"
572,"2023-09-14",10.6716876559787,35.5147043863932,22.8508995903863,15.8322752306238,15.8322752306238,0.198487039143844,156.191907975078,2.62908049410804,2.92712656864521,"forecast"
573,"2023-10-14",-2.33832465277778,27.0147026909722,13.2511961779832,15.3427491486073,13.1843355953693,0.188731772529415,76.5789420258254,2.45266159614296,2.89635574471141,"forecast"
574,"2023-11-12",-4.8897467719184,22.7151404486762,9.29780831631629,21.5734806746244,21.5734806746244,0.176448541156226,50.5900915006176,2.36019282775333,2.85661626451378,"forecast"
575,"2023-12-12",-5.44062794506477,17.4666284714408,6.13208350582172,0,0,0.164748507875843,34.7578162699938,2.29897419612821,2.84504237001271,"forecast"
576,"2024-01-10",-5.89528821728218,16.9198763779664,5.19203722942544,0,0,0.156613335167614,21.5734806746244,2.28550331760876,2.80751726396918,"forecast"
577,"2024-02-09",-5.45954178442224,20.0989887131608,7.05416686918863,0,0,0.154017991637531,0,2.28578526783452,2.7637269005618,"forecast"
578,"2024-03-09",-2.40518081402899,24.5417046649419,11.0864619897775,0,0,0.157417188874626,0,2.30304589906171,2.73227185763084,"forecast"
