"date","currency","model","level","species","aic","fit_start_newmoon","fit_end_newmoon","initial_newmoon"
"2018-05-11","abundance","AutoArima","All","total",2917.99856138593,217,504,504
"2018-05-11","abundance","AutoArima","Controls","total",2153.84758960215,217,504,504
"2018-05-11","abundance","ESSS","All","total",3714.08797844924,217,504,504
"2018-05-11","abundance","ESSS","Controls","total",2973.90393519709,217,504,504
"2018-05-11","abundance","nbGARCH","All","BA",451.06591509429,217,504,504
"2018-05-11","abundance","nbGARCH","All","DM",1895.09878432803,217,504,504
"2018-05-11","abundance","nbGARCH","All","DO",1625.97057412055,217,504,504
"2018-05-11","abundance","nbGARCH","All","DS",333.951389817619,217,504,504
"2018-05-11","abundance","nbGARCH","All","NA",959.558999881007,217,504,504
"2018-05-11","abundance","nbGARCH","All","OL",1510.4938369998,217,504,504
"2018-05-11","abundance","nbGARCH","All","OT",1588.89493371035,217,504,504
"2018-05-11","abundance","nbGARCH","All","PB",1893.61926747802,217,504,504
"2018-05-11","abundance","nbGARCH","All","PE",1288.3592027415,217,504,504
"2018-05-11","abundance","nbGARCH","All","PF",1224.10425859414,217,504,504
"2018-05-11","abundance","nbGARCH","All","PH",116.924050917213,217,504,504
"2018-05-11","abundance","nbGARCH","All","PL",432.516819245745,217,504,504
"2018-05-11","abundance","nbGARCH","All","PM",823.77680416094,217,504,504
"2018-05-11","abundance","nbGARCH","All","PP",2548.65106497472,217,504,504
"2018-05-11","abundance","nbGARCH","All","RF",63.7454418031699,217,504,504
"2018-05-11","abundance","nbGARCH","All","RM",1146.79596428292,217,504,504
"2018-05-11","abundance","nbGARCH","All","RO",317.495630459263,217,504,504
"2018-05-11","abundance","nbGARCH","All","SF",574.307981938848,217,504,504
"2018-05-11","abundance","nbGARCH","All","SH",630.337692508804,217,504,504
"2018-05-11","abundance","nbGARCH","All","SO",32.9813377646558,217,504,504
"2018-05-11","abundance","nbGARCH","All","total",2880.14125407504,217,504,504
"2018-05-11","abundance","nbGARCH","Controls","BA",268.436536757524,217,504,504
"2018-05-11","abundance","nbGARCH","Controls","DM",1553.03756680254,217,504,504
"2018-05-11","abundance","nbGARCH","Controls","DO",1015.72230252673,217,504,504
"2018-05-11","abundance","nbGARCH","Controls","DS",195.968042820494,217,504,504
"2018-05-11","abundance","nbGARCH","Controls","NA",212.134119814027,217,504,504
"2018-05-11","abundance","nbGARCH","Controls","OL",431.810995992953,217,504,504
"2018-05-11","abundance","nbGARCH","Controls","OT",988.412252051736,217,504,504
"2018-05-11","abundance","nbGARCH","Controls","PB",857.760530269882,217,504,504
"2018-05-11","abundance","nbGARCH","Controls","PE",369.717036775963,217,504,504
"2018-05-11","abundance","nbGARCH","Controls","PF",589.827338679802,217,504,504
"2018-05-11","abundance","nbGARCH","Controls","PH",1e+06,217,504,504
"2018-05-11","abundance","nbGARCH","Controls","PL",48.0722891972808,217,504,504
"2018-05-11","abundance","nbGARCH","Controls","PM",279.045971692517,217,504,504
"2018-05-11","abundance","nbGARCH","Controls","PP",1672.61070008032,217,504,504
"2018-05-11","abundance","nbGARCH","Controls","RF",1e+06,217,504,504
"2018-05-11","abundance","nbGARCH","Controls","RM",402.430852291485,217,504,504
"2018-05-11","abundance","nbGARCH","Controls","RO",92.6354743170207,217,504,504
"2018-05-11","abundance","nbGARCH","Controls","SF",264.855159628418,217,504,504
"2018-05-11","abundance","nbGARCH","Controls","SH",192.937050594304,217,504,504
"2018-05-11","abundance","nbGARCH","Controls","SO",1e+06,217,504,504
"2018-05-11","abundance","nbGARCH","Controls","total",2123.75122044129,217,504,504
"2018-05-11","abundance","pevGARCH","All","BA",757.738485128039,217,504,504
"2018-05-11","abundance","pevGARCH","All","DM",1885.36693894736,217,504,504
"2018-05-11","abundance","pevGARCH","All","DO",1625.16057746108,217,504,504
"2018-05-11","abundance","pevGARCH","All","DS",330.236839737682,217,504,504
"2018-05-11","abundance","pevGARCH","All","NA",951.905221226279,217,504,504
"2018-05-11","abundance","pevGARCH","All","OL",876.065920084769,217,504,504
"2018-05-11","abundance","pevGARCH","All","OT",1606.26214180316,217,504,504
"2018-05-11","abundance","pevGARCH","All","PB",2172.13536529348,217,504,504
"2018-05-11","abundance","pevGARCH","All","PE",1318.32864820682,217,504,504
"2018-05-11","abundance","pevGARCH","All","PF",1282.89614694806,217,504,504
"2018-05-11","abundance","pevGARCH","All","PH",110.7099774217,217,504,504
"2018-05-11","abundance","pevGARCH","All","PL",444.255072928862,217,504,504
"2018-05-11","abundance","pevGARCH","All","PM",858.648179650629,217,504,504
"2018-05-11","abundance","pevGARCH","All","PP",4786.91986416507,217,504,504
"2018-05-11","abundance","pevGARCH","All","RF",63.7454418031699,217,504,504
"2018-05-11","abundance","pevGARCH","All","RM",1295.0668017508,217,504,504
"2018-05-11","abundance","pevGARCH","All","RO",307.076250552859,217,504,504
"2018-05-11","abundance","pevGARCH","All","SF",648.05985623589,217,504,504
"2018-05-11","abundance","pevGARCH","All","SH",685.472480874476,217,504,504
"2018-05-11","abundance","pevGARCH","All","SO",16.5785127688707,217,504,504
"2018-05-11","abundance","pevGARCH","All","total",4112.96471222777,217,504,504
"2018-05-11","abundance","pevGARCH","Controls","BA",309.931136977582,217,504,504
"2018-05-11","abundance","pevGARCH","Controls","DM",1546.27057045993,217,504,504
"2018-05-11","abundance","pevGARCH","Controls","DO",1007.80363281502,217,504,504
"2018-05-11","abundance","pevGARCH","Controls","DS",194.096665934215,217,504,504
"2018-05-11","abundance","pevGARCH","Controls","NA",211.353519590509,217,504,504
"2018-05-11","abundance","pevGARCH","Controls","OL",434.232375835523,217,504,504
"2018-05-11","abundance","pevGARCH","Controls","OT",987.041331155225,217,504,504
"2018-05-11","abundance","pevGARCH","Controls","PB",822.606513073973,217,504,504
"2018-05-11","abundance","pevGARCH","Controls","PE",381.054340580685,217,504,504
"2018-05-11","abundance","pevGARCH","Controls","PF",623.237791187158,217,504,504
"2018-05-11","abundance","pevGARCH","Controls","PH",1e+06,217,504,504
"2018-05-11","abundance","pevGARCH","Controls","PL",48.0722891972808,217,504,504
"2018-05-11","abundance","pevGARCH","Controls","PM",279.607710572025,217,504,504
"2018-05-11","abundance","pevGARCH","Controls","PP",1969.04336378126,217,504,504
"2018-05-11","abundance","pevGARCH","Controls","RF",1e+06,217,504,504
"2018-05-11","abundance","pevGARCH","Controls","RM",402.076271020518,217,504,504
"2018-05-11","abundance","pevGARCH","Controls","RO",61.8333824047512,217,504,504
"2018-05-11","abundance","pevGARCH","Controls","SF",279.992386946657,217,504,504
"2018-05-11","abundance","pevGARCH","Controls","SH",181.980245892123,217,504,504
"2018-05-11","abundance","pevGARCH","Controls","SO",1e+06,217,504,504
"2018-05-11","abundance","pevGARCH","Controls","total",2241.60779375351,217,504,504
