"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2022-05-05",4,2022,554,"abundance","jags_RW","dm_controls","DM",26.9,17.257,37.182,93,0.95,217,555,2443
"2022-05-05",4,2022,555,"abundance","jags_RW","dm_controls","DM",43.603,0.328,159.645,93,0.95,217,555,2443
"2022-05-05",5,2022,556,"abundance","jags_RW","dm_controls","DM",53.73,2.081,196.9,93,0.95,217,555,2443
"2022-05-05",6,2022,557,"abundance","jags_RW","dm_controls","DM",58.294,1.142,196.9,93,0.95,217,555,2443
"2022-05-05",7,2022,558,"abundance","jags_RW","dm_controls","DM",59.272,0.695,196.9,93,0.95,217,555,2443
"2022-05-05",8,2022,559,"abundance","jags_RW","dm_controls","DM",59.653,0.422,196.9,93,0.95,217,555,2443
"2022-05-05",9,2022,560,"abundance","jags_RW","dm_controls","DM",59.263,0.253,196.9,93,0.95,217,555,2443
"2022-05-05",10,2022,561,"abundance","jags_RW","dm_controls","DM",58.212,0.152,196.9,93,0.95,217,555,2443
"2022-05-05",11,2022,562,"abundance","jags_RW","dm_controls","DM",56.881,0.086,196.9,93,0.95,217,555,2443
"2022-05-05",12,2022,563,"abundance","jags_RW","dm_controls","DM",55.787,0.036,196.9,93,0.95,217,555,2443
"2022-05-05",1,2023,564,"abundance","jags_RW","dm_controls","DM",54.569,0.001,196.9,93,0.95,217,555,2443
"2022-05-05",2,2023,565,"abundance","jags_RW","dm_controls","DM",53.291,0,196.9,93,0.95,217,555,2443
"2022-05-05",3,2023,566,"abundance","jags_RW","dm_controls","DM",52.527,0,196.9,93,0.95,217,555,2443
"2022-05-05",4,2023,567,"abundance","jags_RW","dm_controls","DM",51.085,0,196.9,93,0.95,217,555,2443
