"cast_id","cast_group","cast_date","start_moon","end_moon","lead_time","model","data_set","portalcasting_version","QAQC","notes"
305,14,"2020-01-10",217,526,12,"nbsGARCH","controls_interp","0.15.1",TRUE,NA
306,14,"2020-01-10",217,526,12,"nbsGARCH","exclosures_interp","0.15.1",TRUE,NA
307,14,"2020-01-10",217,526,12,"pevGARCH","all_interp","0.15.1",TRUE,NA
308,14,"2020-01-10",217,526,12,"pevGARCH","controls_interp","0.15.1",TRUE,NA
309,14,"2020-01-10",217,526,12,"pevGARCH","exclosures_interp","0.15.1",TRUE,NA
310,14,"2020-01-10",217,526,12,"simplexEDM","all_interp","0.15.1",TRUE,NA
311,14,"2020-01-10",217,526,12,"simplexEDM","controls_interp","0.15.1",TRUE,NA
312,14,"2020-01-10",217,526,12,"simplexEDM","exclosures_interp","0.15.1",TRUE,NA
313,15,"2020-01-16",217,526,12,"AutoArima","all","0.16.0",TRUE,NA
314,15,"2020-01-16",217,526,12,"AutoArima","controls","0.16.0",TRUE,NA
315,15,"2020-01-16",217,526,12,"AutoArima","exclosures","0.16.0",TRUE,NA
316,15,"2020-01-16",217,526,12,"ESSS","all_interp","0.16.0",TRUE,NA
317,15,"2020-01-16",217,526,12,"ESSS","controls_interp","0.16.0",TRUE,NA
318,15,"2020-01-16",217,526,12,"ESSS","exclosures_interp","0.16.0",TRUE,NA
319,15,"2020-01-16",217,526,12,"jags_RW","all","0.16.0",TRUE,NA
320,15,"2020-01-16",217,526,12,"jags_RW","controls","0.16.0",TRUE,NA
321,15,"2020-01-16",217,526,12,"jags_RW","exclosures","0.16.0",TRUE,NA
322,15,"2020-01-16",217,526,12,"NaiveArima","all","0.16.0",TRUE,NA
323,15,"2020-01-16",217,526,12,"NaiveArima","controls","0.16.0",TRUE,NA
324,15,"2020-01-16",217,526,12,"NaiveArima","exclosures","0.16.0",TRUE,NA
325,15,"2020-01-16",217,526,12,"nbGARCH","all_interp","0.16.0",TRUE,NA
326,15,"2020-01-16",217,526,12,"nbGARCH","controls_interp","0.16.0",TRUE,NA
327,15,"2020-01-16",217,526,12,"nbGARCH","exclosures_interp","0.16.0",TRUE,NA
328,15,"2020-01-16",217,526,12,"nbsGARCH","all_interp","0.16.0",TRUE,NA
329,15,"2020-01-16",217,526,12,"nbsGARCH","controls_interp","0.16.0",TRUE,NA
330,15,"2020-01-16",217,526,12,"nbsGARCH","exclosures_interp","0.16.0",TRUE,NA
331,15,"2020-01-16",217,526,12,"pevGARCH","all_interp","0.16.0",TRUE,NA
332,15,"2020-01-16",217,526,12,"pevGARCH","controls_interp","0.16.0",TRUE,NA
333,15,"2020-01-16",217,526,12,"pevGARCH","exclosures_interp","0.16.0",TRUE,NA
334,15,"2020-01-16",217,526,12,"simplexEDM","all_interp","0.16.0",TRUE,NA
335,15,"2020-01-16",217,526,12,"simplexEDM","controls_interp","0.16.0",TRUE,NA
336,15,"2020-01-16",217,526,12,"simplexEDM","exclosures_interp","0.16.0",TRUE,NA
337,16,"2020-01-17",217,526,12,"AutoArima","all","0.17.1",TRUE,NA
338,16,"2020-01-17",217,526,12,"AutoArima","controls","0.17.1",TRUE,NA
339,16,"2020-01-17",217,526,12,"AutoArima","exclosures","0.17.1",TRUE,NA
340,16,"2020-01-17",217,526,12,"ESSS","all_interp","0.17.1",TRUE,NA
341,16,"2020-01-17",217,526,12,"ESSS","controls_interp","0.17.1",TRUE,NA
342,16,"2020-01-17",217,526,12,"ESSS","exclosures_interp","0.17.1",TRUE,NA
343,16,"2020-01-17",217,526,12,"GPEDM","all_interp","0.17.1",TRUE,NA
344,16,"2020-01-17",217,526,12,"GPEDM","controls_interp","0.17.1",TRUE,NA
345,16,"2020-01-17",217,526,12,"GPEDM","exclosures_interp","0.17.1",TRUE,NA
346,16,"2020-01-17",217,526,12,"NaiveArima","all","0.17.1",TRUE,NA
347,16,"2020-01-17",217,526,12,"NaiveArima","controls","0.17.1",TRUE,NA
348,16,"2020-01-17",217,526,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
349,16,"2020-01-17",217,526,12,"nbGARCH","all_interp","0.17.1",TRUE,NA
350,16,"2020-01-17",217,526,12,"nbGARCH","controls_interp","0.17.1",TRUE,NA
351,16,"2020-01-17",217,526,12,"nbGARCH","exclosures_interp","0.17.1",TRUE,NA
352,16,"2020-01-17",217,526,12,"nbsGARCH","all_interp","0.17.1",TRUE,NA
353,16,"2020-01-17",217,526,12,"nbsGARCH","controls_interp","0.17.1",TRUE,NA
354,16,"2020-01-17",217,526,12,"nbsGARCH","exclosures_interp","0.17.1",TRUE,NA
355,16,"2020-01-17",217,526,12,"pevGARCH","all_interp","0.17.1",TRUE,NA
356,16,"2020-01-17",217,526,12,"pevGARCH","controls_interp","0.17.1",TRUE,NA
357,16,"2020-01-17",217,526,12,"pevGARCH","exclosures_interp","0.17.1",TRUE,NA
358,16,"2020-01-17",217,526,12,"simplexEDM","all_interp","0.17.1",TRUE,NA
359,16,"2020-01-17",217,526,12,"simplexEDM","controls_interp","0.17.1",TRUE,NA
360,16,"2020-01-17",217,526,12,"simplexEDM","exclosures_interp","0.17.1",TRUE,NA
361,17,"2020-01-23",217,526,12,"AutoArima","all","0.17.1",TRUE,NA
362,17,"2020-01-23",217,526,12,"AutoArima","controls","0.17.1",TRUE,NA
363,17,"2020-01-23",217,526,12,"AutoArima","exclosures","0.17.1",TRUE,NA
364,17,"2020-01-23",217,526,12,"ESSS","all_interp","0.17.1",TRUE,NA
365,17,"2020-01-23",217,526,12,"ESSS","controls_interp","0.17.1",TRUE,NA
366,17,"2020-01-23",217,526,12,"ESSS","exclosures_interp","0.17.1",TRUE,NA
367,17,"2020-01-23",217,526,12,"GPEDM","all_interp","0.17.1",TRUE,NA
368,17,"2020-01-23",217,526,12,"GPEDM","controls_interp","0.17.1",TRUE,NA
369,17,"2020-01-23",217,526,12,"GPEDM","exclosures_interp","0.17.1",TRUE,NA
370,17,"2020-01-23",217,526,12,"jags_RW","all","0.17.1",TRUE,NA
371,17,"2020-01-23",217,526,12,"jags_RW","controls","0.17.1",TRUE,NA
372,17,"2020-01-23",217,526,12,"jags_RW","exclosures","0.17.1",TRUE,NA
373,17,"2020-01-23",217,526,12,"NaiveArima","all","0.17.1",TRUE,NA
374,17,"2020-01-23",217,526,12,"NaiveArima","controls","0.17.1",TRUE,NA
375,17,"2020-01-23",217,526,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
376,17,"2020-01-23",217,526,12,"nbGARCH","all_interp","0.17.1",TRUE,NA
377,17,"2020-01-23",217,526,12,"nbGARCH","controls_interp","0.17.1",TRUE,NA
378,17,"2020-01-23",217,526,12,"nbGARCH","exclosures_interp","0.17.1",TRUE,NA
379,17,"2020-01-23",217,526,12,"nbsGARCH","all_interp","0.17.1",TRUE,NA
380,17,"2020-01-23",217,526,12,"nbsGARCH","controls_interp","0.17.1",TRUE,NA
381,17,"2020-01-23",217,526,12,"nbsGARCH","exclosures_interp","0.17.1",TRUE,NA
382,17,"2020-01-23",217,526,12,"pevGARCH","all_interp","0.17.1",TRUE,NA
383,17,"2020-01-23",217,526,12,"pevGARCH","controls_interp","0.17.1",TRUE,NA
384,17,"2020-01-23",217,526,12,"pevGARCH","exclosures_interp","0.17.1",TRUE,NA
385,17,"2020-01-23",217,526,12,"simplexEDM","all_interp","0.17.1",TRUE,NA
386,17,"2020-01-23",217,526,12,"simplexEDM","controls_interp","0.17.1",TRUE,NA
387,17,"2020-01-23",217,526,12,"simplexEDM","exclosures_interp","0.17.1",TRUE,NA
388,18,"2020-01-24",217,526,12,"AutoArima","all","0.17.1",TRUE,NA
389,18,"2020-01-24",217,526,12,"AutoArima","controls","0.17.1",TRUE,NA
390,18,"2020-01-24",217,526,12,"AutoArima","exclosures","0.17.1",TRUE,NA
391,18,"2020-01-24",217,526,12,"ESSS","all_interp","0.17.1",TRUE,NA
392,18,"2020-01-24",217,526,12,"ESSS","controls_interp","0.17.1",TRUE,NA
393,18,"2020-01-24",217,526,12,"ESSS","exclosures_interp","0.17.1",TRUE,NA
394,18,"2020-01-24",217,526,12,"GPEDM","all_interp","0.17.1",TRUE,NA
395,18,"2020-01-24",217,526,12,"GPEDM","controls_interp","0.17.1",TRUE,NA
396,18,"2020-01-24",217,526,12,"GPEDM","exclosures_interp","0.17.1",TRUE,NA
397,18,"2020-01-24",217,526,12,"NaiveArima","all","0.17.1",TRUE,NA
398,18,"2020-01-24",217,526,12,"NaiveArima","controls","0.17.1",TRUE,NA
399,18,"2020-01-24",217,526,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
400,18,"2020-01-24",217,526,12,"nbGARCH","all_interp","0.17.1",TRUE,NA
401,18,"2020-01-24",217,526,12,"nbGARCH","controls_interp","0.17.1",TRUE,NA
402,18,"2020-01-24",217,526,12,"nbGARCH","exclosures_interp","0.17.1",TRUE,NA
403,18,"2020-01-24",217,526,12,"nbsGARCH","all_interp","0.17.1",TRUE,NA
404,18,"2020-01-24",217,526,12,"nbsGARCH","controls_interp","0.17.1",TRUE,NA
405,18,"2020-01-24",217,526,12,"nbsGARCH","exclosures_interp","0.17.1",TRUE,NA
406,18,"2020-01-24",217,526,12,"pevGARCH","all_interp","0.17.1",TRUE,NA
407,18,"2020-01-24",217,526,12,"pevGARCH","controls_interp","0.17.1",TRUE,NA
408,18,"2020-01-24",217,526,12,"pevGARCH","exclosures_interp","0.17.1",TRUE,NA
409,18,"2020-01-24",217,526,12,"simplexEDM","all_interp","0.17.1",TRUE,NA
410,18,"2020-01-24",217,526,12,"simplexEDM","controls_interp","0.17.1",TRUE,NA
411,18,"2020-01-24",217,526,12,"simplexEDM","exclosures_interp","0.17.1",TRUE,NA
412,19,"2020-01-29",217,527,12,"AutoArima","all","0.17.1",TRUE,NA
413,19,"2020-01-29",217,527,12,"AutoArima","controls","0.17.1",TRUE,NA
414,19,"2020-01-29",217,527,12,"AutoArima","exclosures","0.17.1",TRUE,NA
415,19,"2020-01-29",217,527,12,"ESSS","all_interp","0.17.1",TRUE,NA
416,19,"2020-01-29",217,527,12,"ESSS","controls_interp","0.17.1",TRUE,NA
417,19,"2020-01-29",217,527,12,"ESSS","exclosures_interp","0.17.1",TRUE,NA
418,19,"2020-01-29",217,527,12,"GPEDM","all_interp","0.17.1",TRUE,NA
419,19,"2020-01-29",217,527,12,"GPEDM","controls_interp","0.17.1",TRUE,NA
420,19,"2020-01-29",217,527,12,"GPEDM","exclosures_interp","0.17.1",TRUE,NA
421,19,"2020-01-29",217,527,12,"jags_RW","all","0.17.1",TRUE,NA
422,19,"2020-01-29",217,527,12,"jags_RW","controls","0.17.1",TRUE,NA
423,19,"2020-01-29",217,527,12,"jags_RW","exclosures","0.17.1",TRUE,NA
424,19,"2020-01-29",217,527,12,"NaiveArima","all","0.17.1",TRUE,NA
425,19,"2020-01-29",217,527,12,"NaiveArima","controls","0.17.1",TRUE,NA
426,19,"2020-01-29",217,527,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
427,19,"2020-01-29",217,527,12,"nbGARCH","all_interp","0.17.1",TRUE,NA
428,19,"2020-01-29",217,527,12,"nbGARCH","controls_interp","0.17.1",TRUE,NA
429,19,"2020-01-29",217,527,12,"nbGARCH","exclosures_interp","0.17.1",TRUE,NA
430,19,"2020-01-29",217,527,12,"nbsGARCH","all_interp","0.17.1",TRUE,NA
431,19,"2020-01-29",217,527,12,"nbsGARCH","controls_interp","0.17.1",TRUE,NA
432,19,"2020-01-29",217,527,12,"nbsGARCH","exclosures_interp","0.17.1",TRUE,NA
433,19,"2020-01-29",217,527,12,"pevGARCH","all_interp","0.17.1",TRUE,NA
434,19,"2020-01-29",217,527,12,"pevGARCH","controls_interp","0.17.1",TRUE,NA
435,19,"2020-01-29",217,527,12,"pevGARCH","exclosures_interp","0.17.1",TRUE,NA
436,19,"2020-01-29",217,527,12,"simplexEDM","all_interp","0.17.1",TRUE,NA
437,19,"2020-01-29",217,527,12,"simplexEDM","controls_interp","0.17.1",TRUE,NA
438,19,"2020-01-29",217,527,12,"simplexEDM","exclosures_interp","0.17.1",TRUE,NA
439,20,"2020-01-31",217,527,12,"AutoArima","all","0.17.1",TRUE,NA
440,20,"2020-01-31",217,527,12,"AutoArima","controls","0.17.1",TRUE,NA
441,20,"2020-01-31",217,527,12,"AutoArima","exclosures","0.17.1",TRUE,NA
442,20,"2020-01-31",217,527,12,"ESSS","all_interp","0.17.1",TRUE,NA
443,20,"2020-01-31",217,527,12,"ESSS","controls_interp","0.17.1",TRUE,NA
444,20,"2020-01-31",217,527,12,"ESSS","exclosures_interp","0.17.1",TRUE,NA
445,20,"2020-01-31",217,527,12,"GPEDM","all_interp","0.17.1",TRUE,NA
446,20,"2020-01-31",217,527,12,"GPEDM","controls_interp","0.17.1",TRUE,NA
447,20,"2020-01-31",217,527,12,"GPEDM","exclosures_interp","0.17.1",TRUE,NA
448,20,"2020-01-31",217,527,12,"NaiveArima","all","0.17.1",TRUE,NA
449,20,"2020-01-31",217,527,12,"NaiveArima","controls","0.17.1",TRUE,NA
450,20,"2020-01-31",217,527,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
451,20,"2020-01-31",217,527,12,"nbGARCH","all_interp","0.17.1",TRUE,NA
452,20,"2020-01-31",217,527,12,"nbGARCH","controls_interp","0.17.1",TRUE,NA
453,20,"2020-01-31",217,527,12,"nbGARCH","exclosures_interp","0.17.1",TRUE,NA
454,20,"2020-01-31",217,527,12,"nbsGARCH","all_interp","0.17.1",TRUE,NA
455,20,"2020-01-31",217,527,12,"nbsGARCH","controls_interp","0.17.1",TRUE,NA
456,20,"2020-01-31",217,527,12,"nbsGARCH","exclosures_interp","0.17.1",TRUE,NA
457,20,"2020-01-31",217,527,12,"pevGARCH","all_interp","0.17.1",TRUE,NA
458,20,"2020-01-31",217,527,12,"pevGARCH","controls_interp","0.17.1",TRUE,NA
459,20,"2020-01-31",217,527,12,"pevGARCH","exclosures_interp","0.17.1",TRUE,NA
460,20,"2020-01-31",217,527,12,"simplexEDM","all_interp","0.17.1",TRUE,NA
461,20,"2020-01-31",217,527,12,"simplexEDM","controls_interp","0.17.1",TRUE,NA
462,20,"2020-01-31",217,527,12,"simplexEDM","exclosures_interp","0.17.1",TRUE,NA
463,21,"2020-02-06",217,527,12,"AutoArima","all","0.17.1",TRUE,NA
464,21,"2020-02-06",217,527,12,"AutoArima","controls","0.17.1",TRUE,NA
465,21,"2020-02-06",217,527,12,"AutoArima","exclosures","0.17.1",TRUE,NA
466,21,"2020-02-06",217,527,12,"ESSS","all_interp","0.17.1",TRUE,NA
467,21,"2020-02-06",217,527,12,"ESSS","controls_interp","0.17.1",TRUE,NA
468,21,"2020-02-06",217,527,12,"ESSS","exclosures_interp","0.17.1",TRUE,NA
469,21,"2020-02-06",217,527,12,"GPEDM","all_interp","0.17.1",TRUE,NA
470,21,"2020-02-06",217,527,12,"GPEDM","controls_interp","0.17.1",TRUE,NA
471,21,"2020-02-06",217,527,12,"GPEDM","exclosures_interp","0.17.1",TRUE,NA
472,21,"2020-02-06",217,527,12,"jags_RW","all","0.17.1",TRUE,NA
473,21,"2020-02-06",217,527,12,"jags_RW","controls","0.17.1",TRUE,NA
474,21,"2020-02-06",217,527,12,"jags_RW","exclosures","0.17.1",TRUE,NA
475,21,"2020-02-06",217,527,12,"NaiveArima","all","0.17.1",TRUE,NA
476,21,"2020-02-06",217,527,12,"NaiveArima","controls","0.17.1",TRUE,NA
477,21,"2020-02-06",217,527,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
478,21,"2020-02-06",217,527,12,"nbGARCH","all_interp","0.17.1",TRUE,NA
479,21,"2020-02-06",217,527,12,"nbGARCH","controls_interp","0.17.1",TRUE,NA
480,21,"2020-02-06",217,527,12,"nbGARCH","exclosures_interp","0.17.1",TRUE,NA
481,21,"2020-02-06",217,527,12,"nbsGARCH","all_interp","0.17.1",TRUE,NA
482,21,"2020-02-06",217,527,12,"nbsGARCH","controls_interp","0.17.1",TRUE,NA
483,21,"2020-02-06",217,527,12,"nbsGARCH","exclosures_interp","0.17.1",TRUE,NA
484,21,"2020-02-06",217,527,12,"pevGARCH","all_interp","0.17.1",TRUE,NA
485,21,"2020-02-06",217,527,12,"pevGARCH","controls_interp","0.17.1",TRUE,NA
486,21,"2020-02-06",217,527,12,"pevGARCH","exclosures_interp","0.17.1",TRUE,NA
487,21,"2020-02-06",217,527,12,"simplexEDM","all_interp","0.17.1",TRUE,NA
488,21,"2020-02-06",217,527,12,"simplexEDM","controls_interp","0.17.1",TRUE,NA
489,21,"2020-02-06",217,527,12,"simplexEDM","exclosures_interp","0.17.1",TRUE,NA
490,22,"2020-02-07",217,527,12,"AutoArima","all","0.17.1",TRUE,NA
491,22,"2020-02-07",217,527,12,"AutoArima","controls","0.17.1",TRUE,NA
492,22,"2020-02-07",217,527,12,"AutoArima","exclosures","0.17.1",TRUE,NA
493,22,"2020-02-07",217,527,12,"ESSS","all_interp","0.17.1",TRUE,NA
494,22,"2020-02-07",217,527,12,"ESSS","controls_interp","0.17.1",TRUE,NA
495,22,"2020-02-07",217,527,12,"ESSS","exclosures_interp","0.17.1",TRUE,NA
496,22,"2020-02-07",217,527,12,"GPEDM","all_interp","0.17.1",TRUE,NA
497,22,"2020-02-07",217,527,12,"GPEDM","controls_interp","0.17.1",TRUE,NA
498,22,"2020-02-07",217,527,12,"GPEDM","exclosures_interp","0.17.1",TRUE,NA
499,22,"2020-02-07",217,527,12,"NaiveArima","all","0.17.1",TRUE,NA
500,22,"2020-02-07",217,527,12,"NaiveArima","controls","0.17.1",TRUE,NA
501,22,"2020-02-07",217,527,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
502,22,"2020-02-07",217,527,12,"nbGARCH","all_interp","0.17.1",TRUE,NA
503,22,"2020-02-07",217,527,12,"nbGARCH","controls_interp","0.17.1",TRUE,NA
504,22,"2020-02-07",217,527,12,"nbGARCH","exclosures_interp","0.17.1",TRUE,NA
505,22,"2020-02-07",217,527,12,"nbsGARCH","all_interp","0.17.1",TRUE,NA
506,22,"2020-02-07",217,527,12,"nbsGARCH","controls_interp","0.17.1",TRUE,NA
507,22,"2020-02-07",217,527,12,"nbsGARCH","exclosures_interp","0.17.1",TRUE,NA
508,22,"2020-02-07",217,527,12,"pevGARCH","all_interp","0.17.1",TRUE,NA
509,22,"2020-02-07",217,527,12,"pevGARCH","controls_interp","0.17.1",TRUE,NA
510,22,"2020-02-07",217,527,12,"pevGARCH","exclosures_interp","0.17.1",TRUE,NA
511,22,"2020-02-07",217,527,12,"simplexEDM","all_interp","0.17.1",TRUE,NA
512,22,"2020-02-07",217,527,12,"simplexEDM","controls_interp","0.17.1",TRUE,NA
513,22,"2020-02-07",217,527,12,"simplexEDM","exclosures_interp","0.17.1",TRUE,NA
514,23,"2020-02-13",217,527,12,"AutoArima","all","0.17.1",TRUE,NA
515,23,"2020-02-13",217,527,12,"AutoArima","controls","0.17.1",TRUE,NA
516,23,"2020-02-13",217,527,12,"AutoArima","exclosures","0.17.1",TRUE,NA
517,23,"2020-02-13",217,527,12,"ESSS","all_interp","0.17.1",TRUE,NA
518,23,"2020-02-13",217,527,12,"ESSS","controls_interp","0.17.1",TRUE,NA
519,23,"2020-02-13",217,527,12,"ESSS","exclosures_interp","0.17.1",TRUE,NA
520,23,"2020-02-13",217,527,12,"GPEDM","all_interp","0.17.1",TRUE,NA
521,23,"2020-02-13",217,527,12,"GPEDM","controls_interp","0.17.1",TRUE,NA
522,23,"2020-02-13",217,527,12,"GPEDM","exclosures_interp","0.17.1",TRUE,NA
523,23,"2020-02-13",217,527,12,"jags_RW","all","0.17.1",TRUE,NA
524,23,"2020-02-13",217,527,12,"jags_RW","controls","0.17.1",TRUE,NA
525,23,"2020-02-13",217,527,12,"jags_RW","exclosures","0.17.1",TRUE,NA
526,23,"2020-02-13",217,527,12,"NaiveArima","all","0.17.1",TRUE,NA
527,23,"2020-02-13",217,527,12,"NaiveArima","controls","0.17.1",TRUE,NA
528,23,"2020-02-13",217,527,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
529,23,"2020-02-13",217,527,12,"nbGARCH","all_interp","0.17.1",TRUE,NA
530,23,"2020-02-13",217,527,12,"nbGARCH","controls_interp","0.17.1",TRUE,NA
531,23,"2020-02-13",217,527,12,"nbGARCH","exclosures_interp","0.17.1",TRUE,NA
532,23,"2020-02-13",217,527,12,"nbsGARCH","all_interp","0.17.1",TRUE,NA
533,23,"2020-02-13",217,527,12,"nbsGARCH","controls_interp","0.17.1",TRUE,NA
534,23,"2020-02-13",217,527,12,"nbsGARCH","exclosures_interp","0.17.1",TRUE,NA
535,23,"2020-02-13",217,527,12,"pevGARCH","all_interp","0.17.1",TRUE,NA
536,23,"2020-02-13",217,527,12,"pevGARCH","controls_interp","0.17.1",TRUE,NA
537,23,"2020-02-13",217,527,12,"pevGARCH","exclosures_interp","0.17.1",TRUE,NA
538,23,"2020-02-13",217,527,12,"simplexEDM","all_interp","0.17.1",TRUE,NA
539,23,"2020-02-13",217,527,12,"simplexEDM","controls_interp","0.17.1",TRUE,NA
540,23,"2020-02-13",217,527,12,"simplexEDM","exclosures_interp","0.17.1",TRUE,NA
541,24,"2020-02-14",217,527,12,"AutoArima","all","0.17.1",TRUE,NA
542,24,"2020-02-14",217,527,12,"AutoArima","controls","0.17.1",TRUE,NA
543,24,"2020-02-14",217,527,12,"AutoArima","exclosures","0.17.1",TRUE,NA
544,24,"2020-02-14",217,527,12,"ESSS","all_interp","0.17.1",TRUE,NA
545,24,"2020-02-14",217,527,12,"ESSS","controls_interp","0.17.1",TRUE,NA
546,24,"2020-02-14",217,527,12,"ESSS","exclosures_interp","0.17.1",TRUE,NA
547,24,"2020-02-14",217,527,12,"GPEDM","all_interp","0.17.1",TRUE,NA
548,24,"2020-02-14",217,527,12,"GPEDM","controls_interp","0.17.1",TRUE,NA
549,24,"2020-02-14",217,527,12,"GPEDM","exclosures_interp","0.17.1",TRUE,NA
550,24,"2020-02-14",217,527,12,"NaiveArima","all","0.17.1",TRUE,NA
551,24,"2020-02-14",217,527,12,"NaiveArima","controls","0.17.1",TRUE,NA
552,24,"2020-02-14",217,527,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
553,24,"2020-02-14",217,527,12,"nbGARCH","all_interp","0.17.1",TRUE,NA
554,24,"2020-02-14",217,527,12,"nbGARCH","controls_interp","0.17.1",TRUE,NA
555,24,"2020-02-14",217,527,12,"nbGARCH","exclosures_interp","0.17.1",TRUE,NA
556,24,"2020-02-14",217,527,12,"nbsGARCH","all_interp","0.17.1",TRUE,NA
557,24,"2020-02-14",217,527,12,"nbsGARCH","controls_interp","0.17.1",TRUE,NA
558,24,"2020-02-14",217,527,12,"nbsGARCH","exclosures_interp","0.17.1",TRUE,NA
559,24,"2020-02-14",217,527,12,"pevGARCH","all_interp","0.17.1",TRUE,NA
560,24,"2020-02-14",217,527,12,"pevGARCH","controls_interp","0.17.1",TRUE,NA
561,24,"2020-02-14",217,527,12,"pevGARCH","exclosures_interp","0.17.1",TRUE,NA
562,24,"2020-02-14",217,527,12,"simplexEDM","all_interp","0.17.1",TRUE,NA
563,24,"2020-02-14",217,527,12,"simplexEDM","controls_interp","0.17.1",TRUE,NA
564,24,"2020-02-14",217,527,12,"simplexEDM","exclosures_interp","0.17.1",TRUE,NA
565,25,"2020-02-20",217,527,12,"AutoArima","all","0.17.1",TRUE,NA
566,25,"2020-02-20",217,527,12,"AutoArima","controls","0.17.1",TRUE,NA
567,25,"2020-02-20",217,527,12,"AutoArima","exclosures","0.17.1",TRUE,NA
568,25,"2020-02-20",217,527,12,"ESSS","all_interp","0.17.1",TRUE,NA
569,25,"2020-02-20",217,527,12,"ESSS","controls_interp","0.17.1",TRUE,NA
570,25,"2020-02-20",217,527,12,"ESSS","exclosures_interp","0.17.1",TRUE,NA
571,25,"2020-02-20",217,527,12,"GPEDM","all_interp","0.17.1",TRUE,NA
572,25,"2020-02-20",217,527,12,"GPEDM","controls_interp","0.17.1",TRUE,NA
573,25,"2020-02-20",217,527,12,"GPEDM","exclosures_interp","0.17.1",TRUE,NA
574,25,"2020-02-20",217,527,12,"jags_RW","all","0.17.1",TRUE,NA
575,25,"2020-02-20",217,527,12,"jags_RW","controls","0.17.1",TRUE,NA
576,25,"2020-02-20",217,527,12,"jags_RW","exclosures","0.17.1",TRUE,NA
577,25,"2020-02-20",217,527,12,"NaiveArima","all","0.17.1",TRUE,NA
578,25,"2020-02-20",217,527,12,"NaiveArima","controls","0.17.1",TRUE,NA
579,25,"2020-02-20",217,527,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
580,25,"2020-02-20",217,527,12,"nbGARCH","all_interp","0.17.1",TRUE,NA
581,25,"2020-02-20",217,527,12,"nbGARCH","controls_interp","0.17.1",TRUE,NA
582,25,"2020-02-20",217,527,12,"nbGARCH","exclosures_interp","0.17.1",TRUE,NA
583,25,"2020-02-20",217,527,12,"nbsGARCH","all_interp","0.17.1",TRUE,NA
584,25,"2020-02-20",217,527,12,"nbsGARCH","controls_interp","0.17.1",TRUE,NA
585,25,"2020-02-20",217,527,12,"nbsGARCH","exclosures_interp","0.17.1",TRUE,NA
586,25,"2020-02-20",217,527,12,"pevGARCH","all_interp","0.17.1",TRUE,NA
587,25,"2020-02-20",217,527,12,"pevGARCH","controls_interp","0.17.1",TRUE,NA
588,25,"2020-02-20",217,527,12,"pevGARCH","exclosures_interp","0.17.1",TRUE,NA
589,25,"2020-02-20",217,527,12,"simplexEDM","all_interp","0.17.1",TRUE,NA
590,25,"2020-02-20",217,527,12,"simplexEDM","controls_interp","0.17.1",TRUE,NA
591,25,"2020-02-20",217,527,12,"simplexEDM","exclosures_interp","0.17.1",TRUE,NA
592,26,"2020-02-27",217,528,12,"AutoArima","all","0.17.1",TRUE,NA
593,26,"2020-02-27",217,528,12,"AutoArima","controls","0.17.1",TRUE,NA
594,26,"2020-02-27",217,528,12,"AutoArima","exclosures","0.17.1",TRUE,NA
595,26,"2020-02-27",217,528,12,"ESSS","all_interp","0.17.1",TRUE,NA
596,26,"2020-02-27",217,528,12,"ESSS","controls_interp","0.17.1",TRUE,NA
597,26,"2020-02-27",217,528,12,"ESSS","exclosures_interp","0.17.1",TRUE,NA
598,26,"2020-02-27",217,528,12,"GPEDM","all_interp","0.17.1",TRUE,NA
599,26,"2020-02-27",217,528,12,"GPEDM","controls_interp","0.17.1",TRUE,NA
600,26,"2020-02-27",217,528,12,"GPEDM","exclosures_interp","0.17.1",TRUE,NA
601,26,"2020-02-27",217,528,12,"jags_RW","all","0.17.1",TRUE,NA
602,26,"2020-02-27",217,528,12,"jags_RW","controls","0.17.1",TRUE,NA
603,26,"2020-02-27",217,528,12,"jags_RW","exclosures","0.17.1",TRUE,NA
604,26,"2020-02-27",217,528,12,"NaiveArima","all","0.17.1",TRUE,NA
605,26,"2020-02-27",217,528,12,"NaiveArima","controls","0.17.1",TRUE,NA
606,26,"2020-02-27",217,528,12,"NaiveArima","exclosures","0.17.1",TRUE,NA
607,26,"2020-02-27",217,528,12,"nbGARCH","all_interp","0.17.1",TRUE,NA
608,26,"2020-02-27",217,528,12,"nbGARCH","controls_interp","0.17.1",TRUE,NA
609,26,"2020-02-27",217,528,12,"nbGARCH","exclosures_interp","0.17.1",TRUE,NA
610,26,"2020-02-27",217,528,12,"nbsGARCH","all_interp","0.17.1",TRUE,NA
611,26,"2020-02-27",217,528,12,"nbsGARCH","controls_interp","0.17.1",TRUE,NA
612,26,"2020-02-27",217,528,12,"nbsGARCH","exclosures_interp","0.17.1",TRUE,NA
613,26,"2020-02-27",217,528,12,"pevGARCH","all_interp","0.17.1",TRUE,NA
