"cast_date","cast_month","cast_year","moon","currency","model","data_set","species","estimate","lower_pi","upper_pi","start_moon","end_moon","cast_id","cast_group","confidence_level"
"2022-01-06",1,2022,551,"abundance","nbsGARCH","all_interp","BA",0.695993253485228,0,3,217,551,2037,78,0.95
"2022-01-06",2,2022,552,"abundance","nbsGARCH","all_interp","BA",1.29251936346247,0,6,217,551,2037,78,0.95
"2022-01-06",3,2022,553,"abundance","nbsGARCH","all_interp","BA",1.83758065261125,0,11,217,551,2037,78,0.95
"2022-01-06",4,2022,554,"abundance","nbsGARCH","all_interp","BA",2.27583201855459,0,14,217,551,2037,78,0.95
"2022-01-06",4,2022,555,"abundance","nbsGARCH","all_interp","BA",2.49648576186498,0,15,217,551,2037,78,0.95
"2022-01-06",5,2022,556,"abundance","nbsGARCH","all_interp","BA",2.42991008933101,0,14,217,551,2037,78,0.95
"2022-01-06",6,2022,557,"abundance","nbsGARCH","all_interp","BA",2.14641226374748,0,12,217,551,2037,78,0.95
"2022-01-06",7,2022,558,"abundance","nbsGARCH","all_interp","BA",1.78294171977014,0,11,217,551,2037,78,0.95
"2022-01-06",8,2022,559,"abundance","nbsGARCH","all_interp","BA",1.48285382120848,0,9,217,551,2037,78,0.95
"2022-01-06",9,2022,560,"abundance","nbsGARCH","all_interp","BA",1.30504767458084,0,7,217,551,2037,78,0.95
"2022-01-06",10,2022,561,"abundance","nbsGARCH","all_interp","BA",1.26378762688447,0,7,217,551,2037,78,0.95
"2022-01-06",11,2022,562,"abundance","nbsGARCH","all_interp","BA",1.35425443909094,0,7,217,551,2037,78,0.95
"2022-01-06",12,2022,563,"abundance","nbsGARCH","all_interp","BA",1.56454729814521,0,8,217,551,2037,78,0.95
"2022-01-06",1,2022,551,"abundance","nbsGARCH","all_interp","DM",39.189300045828,23,57,217,551,2037,78,0.95
"2022-01-06",2,2022,552,"abundance","nbsGARCH","all_interp","DM",40.8927046742394,20,65,217,551,2037,78,0.95
"2022-01-06",3,2022,553,"abundance","nbsGARCH","all_interp","DM",39.5888470074064,18,69,217,551,2037,78,0.95
"2022-01-06",4,2022,554,"abundance","nbsGARCH","all_interp","DM",37.462008802386,16,67,217,551,2037,78,0.95
"2022-01-06",4,2022,555,"abundance","nbsGARCH","all_interp","DM",34.3327590405597,13,62,217,551,2037,78,0.95
"2022-01-06",5,2022,556,"abundance","nbsGARCH","all_interp","DM",30.581739823051,12,56,217,551,2037,78,0.95
"2022-01-06",6,2022,557,"abundance","nbsGARCH","all_interp","DM",27.6666764593936,10,51,217,551,2037,78,0.95
"2022-01-06",7,2022,558,"abundance","nbsGARCH","all_interp","DM",25.8941219646234,9,49,217,551,2037,78,0.95
"2022-01-06",8,2022,559,"abundance","nbsGARCH","all_interp","DM",25.4855346166757,7,46,217,551,2037,78,0.95
"2022-01-06",9,2022,560,"abundance","nbsGARCH","all_interp","DM",25.6267209754155,8,47,217,551,2037,78,0.95
"2022-01-06",10,2022,561,"abundance","nbsGARCH","all_interp","DM",28.2053586528872,8,52,217,551,2037,78,0.95
"2022-01-06",11,2022,562,"abundance","nbsGARCH","all_interp","DM",32.5538374587975,11,59,217,551,2037,78,0.95
"2022-01-06",12,2022,563,"abundance","nbsGARCH","all_interp","DM",37.7054049439747,13,71,217,551,2037,78,0.95
