"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2022-04-28",4,2022,554,"abundance","jags_RW","dm_controls","DM",26.909,17.469,37.402,92,0.95,217,554,2417
"2022-04-28",4,2022,555,"abundance","jags_RW","dm_controls","DM",42.863,0.327,154.09,92,0.95,217,554,2417
"2022-04-28",5,2022,556,"abundance","jags_RW","dm_controls","DM",52.844,2.024,196.9,92,0.95,217,554,2417
"2022-04-28",6,2022,557,"abundance","jags_RW","dm_controls","DM",56.822,1.172,196.9,92,0.95,217,554,2417
"2022-04-28",7,2022,558,"abundance","jags_RW","dm_controls","DM",58.807,0.676,196.9,92,0.95,217,554,2417
"2022-04-28",8,2022,559,"abundance","jags_RW","dm_controls","DM",59.198,0.421,196.9,92,0.95,217,554,2417
"2022-04-28",9,2022,560,"abundance","jags_RW","dm_controls","DM",58.478,0.258,196.9,92,0.95,217,554,2417
"2022-04-28",10,2022,561,"abundance","jags_RW","dm_controls","DM",58.066,0.163,196.9,92,0.95,217,554,2417
"2022-04-28",11,2022,562,"abundance","jags_RW","dm_controls","DM",57.163,0.087,196.9,92,0.95,217,554,2417
"2022-04-28",12,2022,563,"abundance","jags_RW","dm_controls","DM",56.414,0.043,196.9,92,0.95,217,554,2417
"2022-04-28",1,2023,564,"abundance","jags_RW","dm_controls","DM",54.589,0.007,196.9,92,0.95,217,554,2417
"2022-04-28",2,2023,565,"abundance","jags_RW","dm_controls","DM",53.654,0,196.9,92,0.95,217,554,2417
"2022-04-28",3,2023,566,"abundance","jags_RW","dm_controls","DM",52.71,0,196.9,92,0.95,217,554,2417
