"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2022-04-14",1,2022,552,"abundance","jags_RW","dm_controls","DM",19.927,11.787,28.971,90,0.95,217,554,2365
"2022-04-14",3,2022,553,"abundance","jags_RW","dm_controls","DM",32.972,0.089,115.786,90,0.95,217,554,2365
"2022-04-14",4,2022,554,"abundance","jags_RW","dm_controls","DM",43.436,1.49,196.9,90,0.95,217,554,2365
"2022-04-14",4,2022,555,"abundance","jags_RW","dm_controls","DM",49.393,0.833,196.9,90,0.95,217,554,2365
"2022-04-14",5,2022,556,"abundance","jags_RW","dm_controls","DM",52.536,0.488,196.9,90,0.95,217,554,2365
"2022-04-14",6,2022,557,"abundance","jags_RW","dm_controls","DM",53.822,0.277,196.9,90,0.95,217,554,2365
"2022-04-14",7,2022,558,"abundance","jags_RW","dm_controls","DM",53.938,0.153,196.9,90,0.95,217,554,2365
"2022-04-14",8,2022,559,"abundance","jags_RW","dm_controls","DM",53.494,0.084,196.9,90,0.95,217,554,2365
"2022-04-14",9,2022,560,"abundance","jags_RW","dm_controls","DM",52.731,0.032,196.9,90,0.95,217,554,2365
"2022-04-14",10,2022,561,"abundance","jags_RW","dm_controls","DM",52.188,0.003,196.9,90,0.95,217,554,2365
"2022-04-14",11,2022,562,"abundance","jags_RW","dm_controls","DM",51.601,0,196.9,90,0.95,217,554,2365
"2022-04-14",12,2022,563,"abundance","jags_RW","dm_controls","DM",50.544,0,196.9,90,0.95,217,554,2365
"2022-04-14",1,2023,564,"abundance","jags_RW","dm_controls","DM",50.16,0,196.9,90,0.95,217,554,2365
"2022-04-14",2,2023,565,"abundance","jags_RW","dm_controls","DM",49.514,0,196.9,90,0.95,217,554,2365
"2022-04-14",3,2023,566,"abundance","jags_RW","dm_controls","DM",49.052,0,196.9,90,0.95,217,554,2365
