"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","start_moon","end_moon","cast_id","cast_group","confidence_level"
"2020-01-31",1,2020,527,"abundance","NaiveArima","controls","BA",0,-1.49443906850667,1.49443906850667,217,527,449,20,0.95
"2020-01-31",2,2020,528,"abundance","NaiveArima","controls","BA",0,-2.11345599882234,2.11345599882234,217,527,449,20,0.95
"2020-01-31",3,2020,529,"abundance","NaiveArima","controls","BA",0,-2.58844439546945,2.58844439546945,217,527,449,20,0.95
"2020-01-31",4,2020,530,"abundance","NaiveArima","controls","BA",0,-2.98887813701333,2.98887813701333,217,527,449,20,0.95
"2020-01-31",5,2020,531,"abundance","NaiveArima","controls","BA",0,-3.34166734541237,3.34166734541237,217,527,449,20,0.95
"2020-01-31",6,2020,532,"abundance","NaiveArima","controls","BA",0,-3.66061316952152,3.66061316952152,217,527,449,20,0.95
"2020-01-31",7,2020,533,"abundance","NaiveArima","controls","BA",0,-3.95391412480766,3.95391412480766,217,527,449,20,0.95
"2020-01-31",8,2020,534,"abundance","NaiveArima","controls","BA",0,-4.22691199764468,4.22691199764468,217,527,449,20,0.95
"2020-01-31",9,2020,535,"abundance","NaiveArima","controls","BA",0,-4.48331720552,4.48331720552,217,527,449,20,0.95
"2020-01-31",10,2020,536,"abundance","NaiveArima","controls","BA",0,-4.72583128082147,4.72583128082147,217,527,449,20,0.95
"2020-01-31",11,2020,537,"abundance","NaiveArima","controls","BA",0,-4.95649366228484,4.95649366228484,217,527,449,20,0.95
"2020-01-31",12,2020,538,"abundance","NaiveArima","controls","BA",0,-5.1768887909389,5.1768887909389,217,527,449,20,0.95
"2020-01-31",1,2021,539,"abundance","NaiveArima","controls","BA",0,-5.38827668955742,5.38827668955742,217,527,449,20,0.95
"2020-01-31",1,2020,527,"abundance","NaiveArima","controls","DM",13,4.81003824231002,21.18996175769,217,527,449,20,0.95
"2020-01-31",2,2020,528,"abundance","NaiveArima","controls","DM",13,1.41764500695784,24.5823549930422,217,527,449,20,0.95
"2020-01-31",3,2020,529,"abundance","NaiveArima","controls","DM",13,-1.18542987636514,27.1854298763651,217,527,449,20,0.95
"2020-01-31",4,2020,530,"abundance","NaiveArima","controls","DM",13,-3.37992351537995,29.37992351538,217,527,449,20,0.95
"2020-01-31",5,2020,531,"abundance","NaiveArima","controls","DM",13,-5.31331122331845,31.3133112233184,217,527,449,20,0.95
"2020-01-31",6,2020,532,"abundance","NaiveArima","controls","DM",13,-7.06122731924809,33.0612273192481,217,527,449,20,0.95
"2020-01-31",7,2020,533,"abundance","NaiveArima","controls","DM",13,-8.66860205797711,34.6686020579771,217,527,449,20,0.95
"2020-01-31",8,2020,534,"abundance","NaiveArima","controls","DM",13,-10.1647099860843,36.1647099860843,217,527,449,20,0.95
"2020-01-31",9,2020,535,"abundance","NaiveArima","controls","DM",13,-11.5698852730699,37.5698852730699,217,527,449,20,0.95
"2020-01-31",10,2020,536,"abundance","NaiveArima","controls","DM",13,-12.8989331039764,38.8989331039764,217,527,449,20,0.95
"2020-01-31",11,2020,537,"abundance","NaiveArima","controls","DM",13,-14.1630301976173,40.1630301976173,217,527,449,20,0.95
"2020-01-31",12,2020,538,"abundance","NaiveArima","controls","DM",13,-15.3708597527303,41.3708597527303,217,527,449,20,0.95
"2020-01-31",1,2021,539,"abundance","NaiveArima","controls","DM",13,-16.5293270614404,42.5293270614404,217,527,449,20,0.95
"2020-01-31",1,2020,527,"abundance","NaiveArima","controls","DO",0,-4.1608682586127,4.1608682586127,217,527,449,20,0.95
"2020-01-31",2,2020,528,"abundance","NaiveArima","controls","DO",0,-5.8843563225778,5.8843563225778,217,527,449,20,0.95
"2020-01-31",3,2020,529,"abundance","NaiveArima","controls","DO",0,-7.20683522751783,7.20683522751783,217,527,449,20,0.95
"2020-01-31",4,2020,530,"abundance","NaiveArima","controls","DO",0,-8.32173651722539,8.32173651722539,217,527,449,20,0.95
"2020-01-31",5,2020,531,"abundance","NaiveArima","controls","DO",0,-9.30398427167916,9.30398427167916,217,527,449,20,0.95
"2020-01-31",6,2020,532,"abundance","NaiveArima","controls","DO",0,-10.1920041205439,10.1920041205439,217,527,449,20,0.95
"2020-01-31",7,2020,533,"abundance","NaiveArima","controls","DO",0,-11.0086226503916,11.0086226503916,217,527,449,20,0.95
"2020-01-31",8,2020,534,"abundance","NaiveArima","controls","DO",0,-11.7687126451556,11.7687126451556,217,527,449,20,0.95
"2020-01-31",9,2020,535,"abundance","NaiveArima","controls","DO",0,-12.4826047758381,12.4826047758381,217,527,449,20,0.95
"2020-01-31",10,2020,536,"abundance","NaiveArima","controls","DO",0,-13.1578207411146,13.1578207411146,217,527,449,20,0.95
"2020-01-31",11,2020,537,"abundance","NaiveArima","controls","DO",0,-13.8000388159178,13.8000388159178,217,527,449,20,0.95
"2020-01-31",12,2020,538,"abundance","NaiveArima","controls","DO",0,-14.4136704550357,14.4136704550357,217,527,449,20,0.95
"2020-01-31",1,2021,539,"abundance","NaiveArima","controls","DO",0,-15.0022238568786,15.0022238568786,217,527,449,20,0.95
"2020-01-31",1,2020,527,"abundance","NaiveArima","controls","DS",0,-0.764998197524099,0.764998197524099,217,527,449,20,0.95
"2020-01-31",2,2020,528,"abundance","NaiveArima","controls","DS",0,-1.08187082612955,1.08187082612955,217,527,449,20,0.95
"2020-01-31",3,2020,529,"abundance","NaiveArima","controls","DS",0,-1.32501574581035,1.32501574581035,217,527,449,20,0.95
"2020-01-31",4,2020,530,"abundance","NaiveArima","controls","DS",0,-1.5299963950482,1.5299963950482,217,527,449,20,0.95
"2020-01-31",5,2020,531,"abundance","NaiveArima","controls","DS",0,-1.7105879723287,1.7105879723287,217,527,449,20,0.95
"2020-01-31",6,2020,532,"abundance","NaiveArima","controls","DS",0,-1.8738552380829,1.8738552380829,217,527,449,20,0.95
"2020-01-31",7,2020,533,"abundance","NaiveArima","controls","DS",0,-2.02399498406143,2.02399498406143,217,527,449,20,0.95
"2020-01-31",8,2020,534,"abundance","NaiveArima","controls","DS",0,-2.16374165225911,2.16374165225911,217,527,449,20,0.95
"2020-01-31",9,2020,535,"abundance","NaiveArima","controls","DS",0,-2.2949945925723,2.2949945925723,217,527,449,20,0.95
"2020-01-31",10,2020,536,"abundance","NaiveArima","controls","DS",0,-2.41913671009954,2.41913671009954,217,527,449,20,0.95
"2020-01-31",11,2020,537,"abundance","NaiveArima","controls","DS",0,-2.53721198648562,2.53721198648562,217,527,449,20,0.95
"2020-01-31",12,2020,538,"abundance","NaiveArima","controls","DS",0,-2.6500314916207,2.6500314916207,217,527,449,20,0.95
"2020-01-31",1,2021,539,"abundance","NaiveArima","controls","DS",0,-2.75824022681067,2.75824022681067,217,527,449,20,0.95
"2020-01-31",1,2020,527,"abundance","NaiveArima","controls","NA",0,-0.806378903366512,0.806378903366512,217,527,449,20,0.95
"2020-01-31",2,2020,528,"abundance","NaiveArima","controls","NA",0,-1.14039198155246,1.14039198155246,217,527,449,20,0.95
"2020-01-31",3,2020,529,"abundance","NaiveArima","controls","NA",0,-1.39668923078247,1.39668923078247,217,527,449,20,0.95
"2020-01-31",4,2020,530,"abundance","NaiveArima","controls","NA",0,-1.61275780673302,1.61275780673302,217,527,449,20,0.95
"2020-01-31",5,2020,531,"abundance","NaiveArima","controls","NA",0,-1.80311804354925,1.80311804354925,217,527,449,20,0.95
