"date","currency","model","level","species","aic","fit_start_newmoon","fit_end_newmoon","initial_newmoon"
"2017-07-26","abundance","ESSS","All","total",3034.60905229841,217,495,495
"2017-07-26","abundance","AutoArima","All","total",91.6324260132343,217,495,495
"2017-07-26","abundance","nbGARCH","All","BA",384.428584411101,217,495,495
"2017-07-26","abundance","nbGARCH","All","DM",1619.66569476751,217,495,495
"2017-07-26","abundance","nbGARCH","All","DO",1406.53591968049,217,495,495
"2017-07-26","abundance","nbGARCH","All","DS",210.824782951823,217,495,495
"2017-07-26","abundance","nbGARCH","All","NA",819.825386119389,217,495,495
"2017-07-26","abundance","nbGARCH","All","OL",752.414537331397,217,495,495
"2017-07-26","abundance","nbGARCH","All","OT",1357.92431694639,217,495,495
"2017-07-26","abundance","nbGARCH","All","PB",1647.6533009071,217,495,495
"2017-07-26","abundance","nbGARCH","All","PE",1101.22977607059,217,495,495
"2017-07-26","abundance","nbGARCH","All","PF",979.150769576377,217,495,495
"2017-07-26","abundance","nbGARCH","All","PH",69.7529763394115,217,495,495
"2017-07-26","abundance","nbGARCH","All","PL",330.5131889748,217,495,495
"2017-07-26","abundance","nbGARCH","All","PM",644.09415520891,217,495,495
"2017-07-26","abundance","nbGARCH","All","PP",2123.32674855875,217,495,495
"2017-07-26","abundance","nbGARCH","All","RF",54.4160054117943,217,495,495
"2017-07-26","abundance","nbGARCH","All","RM",1017.66468317416,217,495,495
"2017-07-26","abundance","nbGARCH","All","RO",264.191906955607,217,495,495
"2017-07-26","abundance","nbGARCH","All","SF",443.915119000338,217,495,495
"2017-07-26","abundance","nbGARCH","All","SH",512.612175218924,217,495,495
"2017-07-26","abundance","nbGARCH","All","SO",25.9847290527406,217,495,495
"2017-07-26","abundance","nbGARCH","All","total",2432.51309905006,217,495,495
"2017-07-26","abundance","pevGARCH","All","BA",630.520320066163,217,495,495
"2017-07-26","abundance","pevGARCH","All","DM",1648.6421041091,217,495,495
"2017-07-26","abundance","pevGARCH","All","DO",1461.05696899475,217,495,495
"2017-07-26","abundance","pevGARCH","All","DS",301.196540529903,217,495,495
"2017-07-26","abundance","pevGARCH","All","NA",816.878722711045,217,495,495
"2017-07-26","abundance","pevGARCH","All","OL",805.512059636423,217,495,495
"2017-07-26","abundance","pevGARCH","All","OT",1455.2247269869,217,495,495
"2017-07-26","abundance","pevGARCH","All","PB",1999.45156188261,217,495,495
"2017-07-26","abundance","pevGARCH","All","PE",1151.4501162284,217,495,495
"2017-07-26","abundance","pevGARCH","All","PF",1186.77733832284,217,495,495
"2017-07-26","abundance","pevGARCH","All","PH",65.0195026688012,217,495,495
