"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2022-10-13",8,2022,559,"abundance","jags_RW","dm_controls","DM",12.979,6.759,19.907,116,0.95,217,560,2965
"2022-10-13",9,2022,560,"abundance","jags_RW","dm_controls","DM",22.501,0.132,77.648,116,0.95,217,560,2965
"2022-10-13",10,2022,561,"abundance","jags_RW","dm_controls","DM",31.921,0,155.671,116,0.95,217,560,2965
"2022-10-13",11,2022,562,"abundance","jags_RW","dm_controls","DM",38.315,0.469,196.9,116,0.95,217,560,2965
"2022-10-13",12,2022,563,"abundance","jags_RW","dm_controls","DM",41.835,0.237,196.9,116,0.95,217,560,2965
"2022-10-13",1,2023,564,"abundance","jags_RW","dm_controls","DM",44.347,0.122,196.9,116,0.95,217,560,2965
"2022-10-13",2,2023,565,"abundance","jags_RW","dm_controls","DM",45.787,0.052,196.9,116,0.95,217,560,2965
"2022-10-13",3,2023,566,"abundance","jags_RW","dm_controls","DM",46.627,0.008,196.9,116,0.95,217,560,2965
"2022-10-13",4,2023,567,"abundance","jags_RW","dm_controls","DM",46.747,0,196.9,116,0.95,217,560,2965
"2022-10-13",5,2023,568,"abundance","jags_RW","dm_controls","DM",47.117,0,196.9,116,0.95,217,560,2965
"2022-10-13",6,2023,569,"abundance","jags_RW","dm_controls","DM",46.702,0,196.9,116,0.95,217,560,2965
"2022-10-13",7,2023,570,"abundance","jags_RW","dm_controls","DM",46.891,0,196.9,116,0.95,217,560,2965
"2022-10-13",8,2023,571,"abundance","jags_RW","dm_controls","DM",46.42,0,196.9,116,0.95,217,560,2965
"2022-10-13",9,2023,572,"abundance","jags_RW","dm_controls","DM",45.865,0,196.9,116,0.95,217,560,2965
