"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","cast_group","confidence_level","estimate","lower_pi","upper_pi","start_moon","end_moon","cast_id"
"2022-07-14",4,2022,555,"abundance","pevGARCH","controls","BA",103,0.95,0.15045965472705,0,1,217,557,2689
"2022-07-14",5,2022,556,"abundance","pevGARCH","controls","BA",103,0.95,0.167382086464515,0,1,217,557,2689
"2022-07-14",6,2022,557,"abundance","pevGARCH","controls","BA",103,0.95,0.164519136854561,0,1,217,557,2689
"2022-07-14",7,2022,558,"abundance","pevGARCH","controls","BA",103,0.95,0.159283915076026,0,1,217,557,2689
"2022-07-14",8,2022,559,"abundance","pevGARCH","controls","BA",103,0.95,0.15551435191183,0,1,217,557,2689
"2022-07-14",9,2022,560,"abundance","pevGARCH","controls","BA",103,0.95,0.154197449307483,0,1,217,557,2689
"2022-07-14",10,2022,561,"abundance","pevGARCH","controls","BA",103,0.95,0.155778382359436,0,1,217,557,2689
"2022-07-14",11,2022,562,"abundance","pevGARCH","controls","BA",103,0.95,0.15987801984813,0,1,217,557,2689
"2022-07-14",12,2022,563,"abundance","pevGARCH","controls","BA",103,0.95,0.165773638202179,0,1,217,557,2689
"2022-07-14",1,2023,564,"abundance","pevGARCH","controls","BA",103,0.95,0.176627474924409,0,1,217,557,2689
"2022-07-14",2,2023,565,"abundance","pevGARCH","controls","BA",103,0.95,0.177119322472562,0,1,217,557,2689
"2022-07-14",3,2023,566,"abundance","pevGARCH","controls","BA",103,0.95,0.173795106273957,0,1,217,557,2689
"2022-07-14",4,2023,567,"abundance","pevGARCH","controls","BA",103,0.95,0.168458307097765,0,1,217,557,2689
"2022-07-14",5,2023,568,"abundance","pevGARCH","controls","BA",103,0.95,0.163385559192257,0,1,217,557,2689
"2022-07-14",6,2023,569,"abundance","pevGARCH","controls","BA",103,0.95,0.1626137876517,0,1,217,557,2689
"2022-07-14",4,2022,555,"abundance","pevGARCH","controls","DM",103,0.95,20.010019717541,11,29,217,557,2689
"2022-07-14",5,2022,556,"abundance","pevGARCH","controls","DM",103,0.95,18.8283209272227,9,31,217,557,2689
"2022-07-14",6,2022,557,"abundance","pevGARCH","controls","DM",103,0.95,17.4317100937714,7,30,217,557,2689
"2022-07-14",7,2022,558,"abundance","pevGARCH","controls","DM",103,0.95,16.1597215402099,6,28,217,557,2689
"2022-07-14",8,2022,559,"abundance","pevGARCH","controls","DM",103,0.95,15.3276160429891,6,28,217,557,2689
"2022-07-14",9,2022,560,"abundance","pevGARCH","controls","DM",103,0.95,15.1509616027236,5,29,217,557,2689
"2022-07-14",10,2022,561,"abundance","pevGARCH","controls","DM",103,0.95,15.6451433648599,5,29,217,557,2689
"2022-07-14",11,2022,562,"abundance","pevGARCH","controls","DM",103,0.95,16.3994136578674,5,29,217,557,2689
"2022-07-14",12,2022,563,"abundance","pevGARCH","controls","DM",103,0.95,17.2619396471047,5,31,217,557,2689
"2022-07-14",1,2023,564,"abundance","pevGARCH","controls","DM",103,0.95,17.8477853030355,5,32,217,557,2689
